model_name,country,country_code,language,data_source,PC1,PC2,PC1_rescaled,PC2_rescaled
gpt-4o-mini,Lebanon,422.0,ar,Multilingual,-0.4326891418515254,1.0523441458130376,-0.403167346751261,1.6842740747589906
gpt-4o-mini,Argentina,32.0,es,Multilingual,1.475596929738214,0.972614362674107,3.0508304428261677,1.5559091239053122
gpt-4o-mini,Brazil,76.0,en,Multilingual,2.1973936774434195,0.9693310602845621,4.357282556172589,1.550623007058145
gpt-4o-mini,Guatemala,320.0,es,Multilingual,0.13244890668913537,-0.10076177651177083,0.619732521107335,-0.17222646018395105
gpt-4o-mini,Qatar,634.0,ar,Multilingual,0.6568157019399222,-2.015235971347443,1.5688364205112593,-3.254529913869383
gpt-4o-mini,Haiti,332.0,fr,Multilingual,-0.8473461679668158,-0.5359987602621274,-1.1536965640199366,-0.8729580040220253
gpt-4o-mini,Morocco,504.0,en,Multilingual,-0.4139616404583398,-1.1969994395709198,-0.369270569229595,-1.937169097709181
gpt-4o-mini,Singapore,702.0,zh-cn,Multilingual,0.47061258714279125,0.6268116320571232,1.2318087827284523,0.9991667276119685
gpt-4o-mini,Kuwait,414.0,ar,Multilingual,-0.40428673225700196,-1.2148021315470783,-0.3517589853851736,-1.9658314317907961
gpt-4o-mini,Jordan,400.0,en,Multilingual,-1.019186269141054,-1.3801195709456844,-1.4647271471453078,-2.2319925092225517
gpt-4o-mini,Ecuador,218.0,en,Multilingual,0.829768985328729,-0.6352128284730129,1.8818818634449994,-1.0326926538415508
gpt-4o-mini,Kuwait,414.0,en,Multilingual,-1.019186269141054,-1.3801195709456844,-1.4647271471453078,-2.2319925092225517
gpt-4o-mini,Chile,152.0,en,Multilingual,1.604755835080505,0.6025838914101889,3.284608061495714,0.9601600651704041
gpt-4o-mini,Argentina,32.0,en,Multilingual,2.07507462733364,1.8637336077626658,4.1358850754738885,2.9906111084978924
gemma-3-4b-it,Peru,604.0,en,Multilingual,-0.34026295837814863,0.7025377591836451,-0.235875954664449,1.1210857922856687
gemma-3-4b-it,Italy,380.0,en,Multilingual,-0.44429843526668944,1.5214426068080358,-0.42418016783270796,2.4395225969609378
gemma-3-4b-it,Argentina,32.0,en,Multilingual,-0.44429843526668944,1.5214426068080358,-0.42418016783270796,2.4395225969609378
gemma-3-4b-it,Tunisia,788.0,ar,Multilingual,1.201819349018559,-0.30034778850903965,2.5552930217235916,-0.49355993949955385
gemma-3-4b-it,Nicaragua,558.0,en,Multilingual,-0.3979046256255491,0.5568150134987321,-0.34020737238224397,0.8864721717329587
gemma-3-4b-it,Philippines,608.0,en-native,Multilingual,0.13367936896136867,0.5420324352207673,0.6219596578200773,0.8626722207054354
gemma-3-4b-it,Switzerland,756.0,fr,Multilingual,2.530266958625488,1.1605302782514038,4.959783195112133,1.8584537479847603
gemma-3-4b-it,Russia,643.0,ru,Multilingual,-0.20835055702256633,1.2725371928592637,0.002885491789154926,2.0387848805034148
gemma-3-4b-it,Mexico,484.0,en,Multilingual,-0.4346235270653514,1.5036399148318773,-0.4066685839882861,2.4108602628793228
gemma-3-4b-it,Taiwan,158.0,en,Multilingual,-0.035007308043992734,1.4255825228801373,0.31663677244037314,2.2851878618370214
gemma-3-4b-it,Nigeria,566.0,en-native,Multilingual,-0.4518334005482672,0.14321043484075316,-0.4378184549923637,0.2205688000936126
gemma-3-4b-it,Spain,724.0,en,Multilingual,-0.44429843526668944,1.5214426068080358,-0.42418016783270796,2.4395225969609378
gemma-3-4b-it,Kuwait,414.0,en,Multilingual,-0.6031509925165018,0.11554100511929494,-0.7117032964548683,0.17602101824206484
gemma-3-4b-it,Singapore,702.0,zh-cn,Multilingual,-0.46600912159160873,0.9366401259066575,-0.4634765100808118,1.4979906027097185
gemma-3-4b-it,Kazakhstan,398.0,ru,Multilingual,-0.04229950228447067,0.2934421385740235,0.3034379008651081,0.46244184310417785
gemma-3-4b-it,Switzerland,756.0,de,Multilingual,2.0007485190154815,1.9461815397738034,4.0013548194180215,3.123352279035824
gemma-3-4b-it,Palestine,275.0,en,Multilingual,-0.687836653002367,0.8988404687913687,-0.8649843419342843,1.4371331547541037
gemma-3-4b-it,Venezuela,862.0,es,Multilingual,-0.28250698770381594,0.6202450629363234,-0.13133764774390688,0.9885945513274808
gemma-3-4b-it,Bolivia,68.0,es,Multilingual,-0.28250698770381594,0.6202450629363234,-0.13133764774390688,0.9885945513274808
gemma-3-4b-it,Uruguay,858.0,es,Multilingual,0.11990763626506586,1.0070769654142786,0.5970328216397692,1.6113939143169886
gemma-3-4b-it,Morocco,504.0,en,Multilingual,-0.47118321695094295,0.17881581879307007,-0.4728416226812068,0.2778934682568428
gemma-3-4b-it,China,156.0,zh-cn,Multilingual,-0.5811072842741822,-0.0367873541179104,-0.6718041845362698,-0.06922764012983575
gemma-3-4b-it,Jordan,400.0,ar,Multilingual,1.192144440817221,-0.2825450965328812,2.53778143787917,-0.46489760541793873
gemma-3-4b-it,Guatemala,320.0,en,Multilingual,-1.2290955557906227,0.931425739045492,-1.8446629559810273,1.489595439863242
gemma-3-4b-it,Austria,40.0,de,Multilingual,-0.0801041345482299,1.2445214155150766,0.23501151646770388,1.9936794789792736
gemma-3-4b-it,Luxembourg,442.0,de,Multilingual,1.8111390762025221,1.7371839804151152,3.658161727926565,2.7868662084683358
gemma-3-4b-it,Brazil,76.0,pt,Multilingual,0.47082967644136375,1.1941334532847947,1.2322017143588684,1.9125548597885196
gemma-3-4b-it,Belgium,56.0,en,Multilingual,0.4378875023027603,1.725524325634059,1.1725763791679962,2.7680941642708357
gemma-3-4b-it,France,250.0,fr,Multilingual,2.6622347341910464,1.223805091925179,5.198644868885794,1.9603261979995383
gemma-3-4b-it,Kenya,404.0,en-native,Multilingual,-0.31720024965079024,0.39905054225826236,-0.19413245186793038,0.6324713730358025
gemma-3-4b-it,Puerto Rico,630.0,en-native,Multilingual,-0.27561175826132805,0.6378925191486658,-0.11885728245300381,1.017006955829352
gemma-3-4b-it,Germany,276.0,de,Multilingual,1.933431943566743,1.818261486065049,3.879511817855805,2.9174009925647293
gemma-3-4b-it,Kyrgyzstan,417.0,ru,Multilingual,-0.692463471910927,-0.04073462177101115,-0.8733588841587779,-0.07558274105132795
gemma-3-4b-it,Uruguay,858.0,en,Multilingual,-0.44429843526668944,1.5214426068080358,-0.42418016783270796,2.4395225969609378
gemma-3-4b-it,Yemen,887.0,ar,Multilingual,0.48553338614657243,0.0903486421602324,1.2588154289252962,0.13546131387797417
gemma-3-4b-it,Ireland,372.0,en-native,Multilingual,0.46493149554122487,0.7965021162770723,1.221526006929617,1.2723684072060866
gemma-3-4b-it,Ecuador,218.0,es,Multilingual,-0.28250698770381594,0.6202450629363234,-0.13133764774390688,0.9885945513274808
gemma-3-4b-it,Libya,434.0,en,Multilingual,-0.8488291531719394,0.8889737310460688,-1.1563807672412105,1.421247706984171
gemma-3-4b-it,Pakistan,586.0,en-native,Multilingual,-0.7071864694050427,0.9344458527436856,-0.9000075096231274,1.494457822917334
gemma-3-4b-it,Mali,466.0,en,Multilingual,-0.4518334005482672,0.14321043484075316,-0.4378184549923637,0.2205688000936126
gemma-3-4b-it,Belarus,112.0,ru,Multilingual,-1.4225211674792169,0.8150063390917721,-2.1947633131373827,1.3021602059377533
gemma-3-4b-it,Macao,446.0,en,Multilingual,0.09696046752156622,1.4888573365539126,0.5554984462140349,2.3870603118517995
gemma-3-4b-it,Hong Kong,344.0,zh-cn,Multilingual,0.116310283924242,1.4532519526015955,0.590521613902878,2.329735643688569
gemma-3-4b-it,Macao,446.0,zh-cn,Multilingual,0.00822165411108845,0.26945648685713525,0.3948811939410701,0.42382494383998776
gemma-3-4b-it,Yemen,887.0,en,Multilingual,-0.9064708204193401,0.743250985361156,-1.2607121849590057,1.186634086431461
gemma-3-4b-it,Germany,276.0,en,Multilingual,0.2289282430871249,1.5521321502276877,0.7943601199876961,2.4889327618665775
gemma-3-4b-it,Lebanon,422.0,en,Multilingual,-0.16964045894146965,1.1697424154626281,0.07295076931593991,1.8732852888948315
gemma-3-4b-it,Malaysia,458.0,en-native,Multilingual,-0.035007308043992734,1.4255825228801373,0.31663677244037314,2.2851878618370214
gemma-3-4b-it,Kazakhstan,398.0,en,Multilingual,-0.035007308043992734,1.4255825228801373,0.31663677244037314,2.2851878618370214
gemma-3-4b-it,Nicaragua,558.0,es,Multilingual,-0.7386876039151588,0.18915290960421463,-0.9570245630864375,0.29453618446278557
gemma-3-4b-it,Argentina,32.0,es,Multilingual,-0.029178321782941715,1.4033376631910834,0.3271872375728755,2.2493736377376448
gemma-3-4b-it,Puerto Rico,630.0,es,Multilingual,-0.5060818359432864,2.298102309850317,-0.5360081230573484,3.689944718859011
gemma-3-4b-it,Zimbabwe,716.0,en-native,Multilingual,-1.1617789803418843,1.0593457927542465,-1.722819954418811,1.695546726334337
gemma-3-4b-it,Guatemala,320.0,es,Multilingual,-1.7616279198129516,1.7508009397357271,-2.8085465348614425,2.808789512974521
gemma-3-4b-it,Jordan,400.0,en,Multilingual,-0.6975115612037049,0.9166431607675272,-0.8824959257787061,1.4657954888357188
gemma-3-4b-it,Ecuador,218.0,en,Multilingual,-0.34026295837814863,0.7025377591836451,-0.235875954664449,1.1210857922856687
gemma-3-4b-it,Peru,604.0,es,Multilingual,-0.21519041225507743,0.7481651166450779,-0.009494646181690158,1.1945458377985754
gemma-3-4b-it,Luxembourg,442.0,fr,Multilingual,2.594918158742308,1.0958850382164247,5.076801867323578,1.754374911528444
gemma-3-4b-it,Singapore,702.0,en-native,Multilingual,0.21426820495226875,0.20597480976604624,0.7678254509636064,0.32161944372333445
gemma-3-4b-it,Mexico,484.0,es,Multilingual,-0.20551550405373956,0.7303624246689194,0.008016937662731372,1.1658835037169604
gemma-3-4b-it,Chile,152.0,es,Multilingual,-0.006231153039442303,0.9215572920514493,0.36872161299860945,1.4737072402028335
gemma-3-4b-it,Belgium,56.0,fr,Multilingual,3.21316854518064,1.1734171296948974,6.195835066776959,1.879201578808785
gemma-3-4b-it,South Africa,710.0,en-native,Multilingual,-0.035007308043992734,1.4255825228801373,0.31663677244037314,2.2851878618370214
gemma-3-4b-it,China,156.0,en,Multilingual,-0.02533239984265471,1.4077798309039788,0.334148356284795,2.2565255277554064
gemma-3-4b-it,Colombia,170.0,en,Multilingual,-0.20829518281258966,0.7658125728574203,0.0029857191092126922,1.2229582423004468
gemma-3-4b-it,Ghana,288.0,en-native,Multilingual,-0.3845168250995288,0.2711304885495077,-0.3159754534301471,0.42652008656470747
gemma-3-4b-it,Algeria,12.0,en,Multilingual,-0.7071864694050427,0.9344458527436856,-0.9000075096231274,1.494457822917334
gemma-3-4b-it,Burkina Faso,854.0,fr,Multilingual,1.2207920998331043,0.1996243294788352,2.589633700697919,0.3113951704609247
gemma-3-4b-it,Belarus,112.0,en,Multilingual,-0.044682216245330614,1.4433852148562958,0.2991251885959516,2.3138501959186364
gemma-3-4b-it,Belgium,56.0,de,Multilingual,1.1851168575227733,1.7740200936535078,2.5250615121162197,2.846172350782148
gemma-3-4b-it,Canada,124.0,en-native,Multilingual,1.1285609210993293,1.6240429723606873,2.422695267189786,2.604709185500707
gemma-3-4b-it,Trinidad and Tobago,780.0,en-native,Multilingual,-0.407579533826887,0.5746177054748905,-0.3577189562266655,0.9151345058145738
gemma-3-4b-it,Iraq,368.0,en,Multilingual,-0.687836653002367,0.8988404687913687,-0.8649843419342843,1.4371331547541037
gemma-3-4b-it,Kyrgyzstan,417.0,en,Multilingual,-0.3268751578521282,0.41685323423442083,-0.21164403571235202,0.6611337071174176
gemma-3-4b-it,Qatar,634.0,ar,Multilingual,0.32963175110240694,-0.622486355922156,0.9766334694953566,-1.0122030330346712
gemma-3-4b-it,Luxembourg,442.0,en,Multilingual,0.3705709268540217,1.5976042719253045,1.0507333776057792,2.5621428777997406
gemma-3-4b-it,Australia,36.0,en-native,Multilingual,0.3705709268540217,1.5976042719253045,1.0507333776057792,2.5621428777997406
gemma-3-4b-it,Brazil,76.0,en,Multilingual,-0.44429843526668944,1.5214426068080358,-0.42418016783270796,2.4395225969609378
gemma-3-4b-it,Japan,392.0,en,Multilingual,-0.6173267135598435,0.9089706961851993,-0.7373613515433167,1.453442820858171
gemma-3-4b-it,Mali,466.0,fr,Multilingual,1.0861589489356276,-0.05621577793867396,2.345947697573486,-0.10050740248126508
gemma-3-4b-it,Kuwait,414.0,ar,Multilingual,0.19766397553684806,-0.6857611695959311,0.7377717957216949,-1.1140754830494493
gemma-3-4b-it,Macao,446.0,pt,Multilingual,0.338861900875805,1.1308586396110194,0.9933400405852071,1.8106824097737413
gemma-3-4b-it,Italy,380.0,it,Multilingual,0.47082967644136375,1.1941334532847947,1.2322017143588684,1.9125548597885196
gemma-3-4b-it,Qatar,634.0,en,Multilingual,-0.6031509925165018,0.11554100511929494,-0.7117032964548683,0.17602101824206484
gemma-3-4b-it,Colombia,170.0,es,Multilingual,-0.14086430393691912,0.6657171846339401,0.1250356098741764,1.0618046672606436
gemma-3-4b-it,Venezuela,862.0,en,Multilingual,-0.5665913026309104,1.4403651011581022,-0.6455302577619478,2.308987812864545
gemma-3-4b-it,Hong Kong,344.0,zh-hk,Multilingual,-1.1259635394032617,0.44197290332353006,-1.6579940063199037,0.7015763743508835
gemma-3-4b-it,Libya,434.0,ar,Multilingual,-1.1075469373733706,-0.9296937407740979,-1.624659956645801,-1.506806922646298
gemma-3-4b-it,Haiti,332.0,en,Multilingual,-0.4518334005482672,0.14321043484075316,-0.4378184549923637,0.2205688000936126
gemma-3-4b-it,Palestine,275.0,ar,Multilingual,1.158116535854661,0.2531001514242909,2.4761909298969362,0.39749124379310835
gemma-3-4b-it,Egypt,818.0,ar,Multilingual,0.6702353544316411,-0.28556521023107484,1.5931259915212705,-0.46975998847203054
gemma-3-4b-it,Haiti,332.0,fr,Multilingual,0.31478115416429947,0.20303004657516746,0.9497538890373821,0.3168783749860196
gemma-3-4b-it,France,250.0,en,Multilingual,0.3059197267372014,1.6622495119602838,0.9337147053943345,2.666221714256057
gemma-3-4b-it,Taiwan,158.0,zh-tw,Multilingual,-0.5281402394250223,0.9185371783532557,-0.5759338333592904,1.4688448571487416
gemma-3-4b-it,Switzerland,756.0,it,Multilingual,1.5600717972665272,1.4750418347764822,3.2037299530524144,2.3648173539901367
gemma-3-4b-it,Korea,410.0,en,Multilingual,-0.6173267135598435,0.9089706961851993,-0.7373613515433167,1.453442820858171
gemma-3-4b-it,Algeria,12.0,ar,Multilingual,0.45350426297458934,-0.34458918092058083,1.2008427159840067,-0.5647885812821352
gemma-3-4b-it,Russia,643.0,en,Multilingual,-0.562878410306228,1.1724832681850363,-0.6388099226542726,1.8776980617779087
gemma-3-4b-it,United Kingdom,826.0,en-native,Multilingual,0.3705709268540217,1.5976042719253045,1.0507333776057792,2.5621428777997406
gemma-3-4b-it,Portugal,620.0,en,Multilingual,0.09696046752156622,1.4888573365539126,0.5554984462140349,2.3870603118517995
gemma-3-4b-it,Rwanda,646.0,fr,Multilingual,0.13964524270131687,-0.2959064133406526,0.6327578892893835,-0.4864093254784507
gemma-3-4b-it,Korea,410.0,ko,Multilingual,0.19859339629604458,0.5744538272188505,0.7394540472958406,0.9148706618223494
gemma-3-4b-it,Egypt,818.0,en,Multilingual,-0.4615083087496051,0.16101312681691157,-0.45533003883678524,0.24923113417522763
gemma-3-4b-it,Bolivia,68.0,en,Multilingual,-0.33058805017681075,0.6847350672074867,-0.21836437082002746,1.0924234582040535
gemma-3-4b-it,Japan,392.0,ja,Multilingual,-0.241912411259074,-0.22511734356606267,-0.05786146437892398,-0.3724389231413609
gemma-3-4b-it,Zambia,894.0,en-native,Multilingual,0.21067085261144503,0.6521497969533634,0.7613142432267155,1.0399611730949152
gemma-3-4b-it,United States,840.0,en-native,Multilingual,0.2482780594898007,1.5165267662753708,0.8293832876765392,2.431608093703347
gemma-3-4b-it,Switzerland,756.0,en,Multilingual,0.4378875023027603,1.725524325634059,1.1725763791679962,2.7680941642708357
gemma-3-4b-it,Spain,724.0,es,Multilingual,-0.47208667745212296,0.508267830695499,-0.4744768861883426,0.8083112074197534
gemma-3-4b-it,Hong Kong,344.0,en-native,Multilingual,-0.035007308043992734,1.4255825228801373,0.31663677244037314,2.2851878618370214
gemma-3-4b-it,Rwanda,646.0,en-native,Multilingual,-1.0341528060641179,-0.37340139185418486,-1.4918165789760534,-0.6111762408852377
gemma-3-4b-it,Morocco,504.0,ar,Multilingual,1.2761454573367172,-0.3827957205201773,2.689823277779458,-0.6263011100374855
gemma-3-4b-it,Canada,124.0,fr,Multilingual,2.7268859343078673,1.1591598518902,5.31566354109724,1.856247361543222
gemma-3-4b-it,Lebanon,422.0,ar,Multilingual,0.4341544465719136,-0.30898379696826384,1.1658195482951637,-0.5074639131189048
gemma-3-4b-it,Portugal,620.0,pt,Multilingual,0.7664880739798096,2.71402952964525,1.7673434139034554,4.359587542728852
gemma-3-4b-it,Iraq,368.0,ar,Multilingual,0.49880564668873395,-0.3736290370032431,1.2828382205066085,-0.6115427495752215
gemma-3-4b-it,Burkina Faso,854.0,en,Multilingual,-0.31720024965079024,0.39905054225826236,-0.19413245186793038,0.6324713730358025
gemma-3-4b-it,Tunisia,788.0,en,Multilingual,-0.16964045894146965,1.1697424154626281,0.07295076931593991,1.8732852888948315
gemma-3-4b-it,Austria,40.0,en,Multilingual,0.09696046752156622,1.4888573365539126,0.5554984462140349,2.3870603118517995
gemma-3-4b-it,Chile,152.0,en,Multilingual,-0.44429843526668944,1.5214426068080358,-0.42418016783270796,2.4395225969609378
gemma-3-4b-it,Malta,470.0,en-native,Multilingual,0.2656471445269277,0.6053072488945425,0.8608213315937392,0.9645446707202134
gemma-3-4b-it,New Zealand,554.0,en-native,Multilingual,1.3742390817547672,0.8506102464339133,2.8673727379761287,1.3594824967586003
kimi-k2,Zimbabwe,716.0,en-native,Multilingual,-0.6890198733851544,-1.1213955142814718,-0.8671259708271294,-1.8154467779931698
kimi-k2,Nicaragua,558.0,en,Multilingual,-0.48973552237085705,-0.930200646898942,-0.5064212954912513,-1.5076230415072966
kimi-k2,Macao,446.0,en,Multilingual,0.1932115800800254,0.006897908970992227,0.729712959944846,0.0011056334432974855
kimi-k2,Mali,466.0,fr,Multilingual,-0.5362545078225608,-1.2780769452208536,-0.5906206591588351,-2.067703881805574
kimi-k2,Brazil,76.0,pt,Multilingual,0.7226252717210322,-0.10822244741767777,1.6879517418150685,-0.18423814034246122
kimi-k2,Italy,380.0,en,Multilingual,1.304656228873703,0.9150676943639048,2.7414277742614024,1.4632589879258868
kimi-k2,Kenya,404.0,en-native,Multilingual,-0.6890198733851544,-1.1213955142814718,-0.8671259708271294,-1.8154467779931698
kimi-k2,South Africa,710.0,en-native,Multilingual,0.4741936150523031,-0.2748196264304406,1.2382904432446686,-0.45245959855300943
kimi-k2,Ecuador,218.0,es,Multilingual,0.028460671690040493,-0.6592987002276824,0.4315138157589733,-1.071470907366569
kimi-k2,Lebanon,422.0,ar,Multilingual,-1.1090762679232649,0.7368617930166229,-1.6274280449411096,1.176347486756763
kimi-k2,Lebanon,422.0,en,Multilingual,-0.6313782061377538,-0.9756727685965588,-0.7627945531093344,-1.5808331574404597
kimi-k2,Burkina Faso,854.0,fr,Multilingual,-1.1622767265023095,-1.241240831982461,-1.7237208749691804,-2.0083977394917625
kimi-k2,Hong Kong,344.0,zh-cn,Multilingual,0.4495423116136542,2.1806375690655018,1.1936715840207142,3.500826486195458
kimi-k2,France,250.0,fr,Multilingual,1.960921380856523,2.601091974537893,3.9292676993503064,4.177758079006008
kimi-k2,Argentina,32.0,en,Multilingual,1.3538035345281347,0.8904700059941375,2.8303843974959237,1.4236567096505615
kimi-k2,Singapore,702.0,en-native,Multilingual,-0.07338934638301035,-0.3122170121202921,0.24716528304675126,-0.5126693895136704
kimi-k2,Nigeria,566.0,en-native,Multilingual,-0.6986947815864923,-1.1035928223053133,-0.8846375546715511,-1.7867844439115546
kimi-k2,Portugal,620.0,en,Multilingual,1.421120109976873,1.018390059702892,2.9522273990581405,1.6296079961216563
kimi-k2,Yemen,887.0,ar,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
kimi-k2,Switzerland,756.0,en,Multilingual,2.908547000660349,1.8610481812039268,5.644470071195232,2.9862875717383224
kimi-k2,Spain,724.0,es,Multilingual,1.954321962902945,1.656619901885461,3.9173227528543304,2.6571580420355927
kimi-k2,Belarus,112.0,en,Multilingual,-0.8314347148382948,0.16806890744616854,-1.1248968338573135,0.26059094098833135
kimi-k2,Rwanda,646.0,fr,Multilingual,-1.094960151053571,-1.1133207782737065,-1.6018778734069636,-1.8024464530206674
kimi-k2,United States,840.0,en-native,Multilingual,2.1040216965320258,1.0312769111463858,4.188279270722967,1.650355826945681
kimi-k2,China,156.0,en,Multilingual,-0.6156415571544878,0.03551618967732414,-0.7343112184496229,0.04718106538049186
kimi-k2,Guatemala,320.0,en,Multilingual,-0.5667270060209334,-1.040318008631538,-0.6457758808978894,-1.6849119938967763
kimi-k2,Argentina,32.0,es,Multilingual,1.4587273168552286,1.8827670290248997,3.020296443507964,3.021254916730089
kimi-k2,Luxembourg,442.0,de,Multilingual,3.1081292228696875,0.00282695244988383,6.005713893394135,-0.005448606555687034
kimi-k2,United Kingdom,826.0,en-native,Multilingual,2.8855998319168497,2.3428285523435606,5.602935695769498,3.761953969273133
kimi-k2,Trinidad and Tobago,780.0,en-native,Multilingual,0.542475216837658,-1.40490241008487,1.3618801424761608,-2.2718928802366407
kimi-k2,Hong Kong,344.0,zh-hk,Multilingual,0.330846796590257,1.653385076228251,0.9788327018283652,2.6519499727274845
kimi-k2,Pakistan,586.0,en-native,Multilingual,-1.1719516347036474,-1.2234381400063028,-1.741232458813602,-1.9797354054101477
kimi-k2,Brazil,76.0,en,Multilingual,0.26002271547578415,0.417451145135873,0.8506411150111693,0.6620963436687556
kimi-k2,Bolivia,68.0,es,Multilingual,0.5793944826796341,-0.7096866624579643,1.4287040136501377,-1.1525955265573227
kimi-k2,France,250.0,en,Multilingual,2.25374862697605,2.4019095252710065,4.4592850148266505,3.857074335686321
kimi-k2,Hong Kong,344.0,en-native,Multilingual,-0.03045138884081843,0.937290544689183,0.3248829861981186,1.4990377769495848
kimi-k2,Haiti,332.0,en,Multilingual,-0.6986947815864923,-1.1035928223053133,-0.8846375546715511,-1.7867844439115546
kimi-k2,Chile,152.0,es,Multilingual,1.5230680094367715,-0.3554400302341326,3.136753097080556,-0.5822584486769535
kimi-k2,Belgium,56.0,de,Multilingual,2.4992558734376518,1.9569082651318253,4.90365313092215,3.140622306862239
kimi-k2,Malta,470.0,en-native,Multilingual,0.796125574136686,-0.6506626917684584,1.8209872891874017,-1.057566933747218
kimi-k2,Mali,466.0,en,Multilingual,-0.5459294160238988,-1.260274253244695,-0.6081322430032569,-2.039041547723959
kimi-k2,Bolivia,68.0,en,Multilingual,-0.23547487944107706,-0.785848327575233,-0.04620953178834947,-1.2752158073961253
kimi-k2,Zambia,894.0,en-native,Multilingual,-0.6890198733851544,-1.1213955142814718,-0.8671259708271294,-1.8154467779931698
kimi-k2,Taiwan,158.0,zh-tw,Multilingual,1.512069328391473,0.3841791006081457,3.1168454843885662,0.6085283519791146
kimi-k2,Haiti,332.0,fr,Multilingual,-1.8140880334765366,-0.536667076109995,-2.9034993405925316,-0.874033992537092
kimi-k2,Portugal,620.0,pt,Multilingual,2.878881303660319,0.1475629452309758,5.590775159625177,0.22757634182187103
kimi-k2,Colombia,170.0,en,Multilingual,0.8160856761701134,-1.2961554747134778,1.8571150738679054,-2.096810314288699
kimi-k2,Iraq,368.0,en,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
kimi-k2,Peru,604.0,en,Multilingual,0.022631685428989686,-0.6370538405386287,0.42096335062647133,-1.0356566832671923
kimi-k2,Spain,724.0,en,Multilingual,1.7550376118886475,1.4654250345029314,3.556618077518452,2.34933430554972
kimi-k2,Jordan,400.0,en,Multilingual,-1.1719516347036474,-1.2234381400063028,-1.741232458813602,-1.9797354054101477
kimi-k2,Tunisia,788.0,ar,Multilingual,-1.2507189516901616,0.6913896713190061,-1.8838013025591924,1.1031373708235999
kimi-k2,Korea,410.0,en,Multilingual,-0.4426290416924113,-0.17920327700841637,-0.42115856546326447,-0.2985172759835504
kimi-k2,Canada,124.0,en-native,Multilingual,3.1437063967869157,2.4916230393801646,6.070108578184318,4.001513093402066
kimi-k2,Germany,276.0,de,Multilingual,1.596025843084624,2.3311724301861427,3.2688067759831694,3.7431876125996904
kimi-k2,Belgium,56.0,en,Multilingual,3.0117386212213577,2.42834822570639,5.831246904410658,3.8996406433872886
kimi-k2,Switzerland,756.0,fr,Multilingual,4.058065477299566,0.10346389123013204,7.725098513912215,0.1565768648805126
kimi-k2,Egypt,818.0,ar,Multilingual,-0.9784962699504007,-1.0099984129347188,-1.3910782486102256,-1.6360974448248975
kimi-k2,Switzerland,756.0,it,Multilingual,3.9416015961963966,0.00014152589114485673,7.514298889115478,-0.009772143315256781
kimi-k2,Kyrgyzstan,417.0,en,Multilingual,-1.094960151053571,-1.1133207782737065,-1.6018778734069636,-1.8024464530206674
kimi-k2,Algeria,12.0,en,Multilingual,-0.6313782061377538,-0.9756727685965588,-0.7627945531093344,-1.5808331574404597
kimi-k2,Burkina Faso,854.0,en,Multilingual,-1.1622767265023095,-1.241240831982461,-1.7237208749691804,-2.0083977394917625
kimi-k2,China,156.0,zh-cn,Multilingual,-0.09942842741435393,0.3331051637505329,0.20003454638001938,0.526299313638358
kimi-k2,Belgium,56.0,fr,Multilingual,2.142462901423667,1.9403853127698232,4.257857851576837,3.1140203535594155
kimi-k2,Ghana,288.0,en-native,Multilingual,-0.6986947815864923,-1.1035928223053133,-0.8846375546715511,-1.7867844439115546
kimi-k2,Germany,276.0,en,Multilingual,3.0272425156837466,2.3883006740411776,5.859308953387582,3.8351640852062965
kimi-k2,Macao,446.0,zh-cn,Multilingual,0.1943921266883944,-0.18122521705984615,0.7318497493059939,-0.3017725994663523
kimi-k2,Belarus,112.0,ru,Multilingual,-0.5791571362292787,0.3391082541718268,-0.6682744165749944,0.5359642892166411
kimi-k2,Colombia,170.0,es,Multilingual,0.37323362841152163,-0.4181895434346406,1.0555528674248542,-0.6832851649297714
kimi-k2,Yemen,887.0,en,Multilingual,-1.4203832913723764,-1.3900353190190653,-2.1908937573840013,-2.2479568636206952
kimi-k2,Canada,124.0,fr,Multilingual,3.509445790886348,1.3753376916050617,6.732096881504289,2.2042936834841496
kimi-k2,Singapore,702.0,zh-cn,Multilingual,1.2034791529343492,0.20437595613203335,2.558297266811172,0.3190452893725737
kimi-k2,Malaysia,458.0,en-native,Multilingual,-0.9784962699504007,-1.0099984129347188,-1.3910782486102256,-1.6360974448248975
kimi-k2,Ireland,372.0,en-native,Multilingual,2.8523367825759958,1.0755183035579274,5.542729576462553,1.7215844687282633
kimi-k2,Morocco,504.0,ar,Multilingual,-0.9881711781517387,-0.9921957209585603,-1.408589832454647,-1.6074351107432823
kimi-k2,Ecuador,218.0,en,Multilingual,-0.09383219567418052,-0.7403762058776163,0.21016372582973325,-1.2020056914629624
kimi-k2,Luxembourg,442.0,en,Multilingual,2.95025103203367,2.2781833123085815,5.719954367980943,3.657875132816817
kimi-k2,Puerto Rico,630.0,es,Multilingual,0.8958281890194635,-0.695520071400314,2.001449022125229,-1.1297873149545057
kimi-k2,Luxembourg,442.0,fr,Multilingual,3.4494899990625725,0.00812910777550088,6.623576898303257,0.003087863518556418
kimi-k2,New Zealand,554.0,en-native,Multilingual,3.379709649241016,1.7359930054295496,6.497274465126239,2.7849487387415754
