model_name,country,country_code,language,data_source,PC1,PC2,PC1_rescaled,PC2_rescaled
claude-sonnet-4.5,Ghana,288.0,en-native,Multilingual,-1.0554877536004772,-1.120115774667315,-1.5304328340168638,-1.813386397214377
claude-sonnet-4.5,Italy,380.0,en,Multilingual,1.5585329396332,1.2387800189319007,3.200944620736092,1.9844358304803602
claude-sonnet-4.5,Algeria,12.0,en,Multilingual,-1.1719516347036474,-1.2234381400063028,-1.741232458813602,-1.9797354054101477
claude-sonnet-4.5,Hong Kong,344.0,zh-hk,Multilingual,0.32117188838891914,1.6711877682044092,0.9613211179839437,2.680612306809099
claude-sonnet-4.5,Switzerland,756.0,it,Multilingual,2.8412304252116107,1.7331281274951726,5.522627069633016,2.780336285267228
claude-sonnet-4.5,Nicaragua,558.0,es,Multilingual,-0.9350600768109943,-0.16786630330176527,-1.3124587390278997,-0.28026474831584214
claude-sonnet-4.5,Germany,276.0,en,Multilingual,2.7092626496460515,1.6698533138213971,5.283765395859353,2.6784638352524497
claude-sonnet-4.5,Colombia,170.0,en,Multilingual,0.3390653917688193,-0.6228872494809784,0.993708359101563,-1.0128484716643753
claude-sonnet-4.5,Libya,434.0,en,Multilingual,-1.8812117402749022,-0.5876534237566763,-3.024993249897573,-0.9561220122482489
claude-sonnet-4.5,Nigeria,566.0,en-native,Multilingual,-1.0554877536004772,-1.120115774667315,-1.5304328340168638,-1.813386397214377
claude-sonnet-4.5,New Zealand,554.0,en-native,Multilingual,2.8412304252116107,1.7331281274951726,5.522627069633016,2.780336285267228
claude-sonnet-4.5,Japan,392.0,ja,Multilingual,-0.15274425620503954,0.8562130390392494,0.10353289626887846,1.3685029928531915
claude-sonnet-4.5,Jordan,400.0,ar,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
claude-sonnet-4.5,Guatemala,320.0,es,Multilingual,-0.9350600768109943,-0.16786630330176527,-1.3124587390278997,-0.28026474831584214
claude-sonnet-4.5,Belgium,56.0,de,Multilingual,1.6773001532978862,1.714764163067555,3.415913277469174,2.750770302538764
claude-sonnet-4.5,Colombia,170.0,es,Multilingual,0.1224119557173952,0.09713740051732016,0.6015656398484853,0.14639121483288545
claude-sonnet-4.5,Ireland,372.0,en-native,Multilingual,1.8742811717506676,1.533297251653418,3.772448920868708,2.4586085751620033
claude-sonnet-4.5,Kyrgyzstan,417.0,en,Multilingual,-1.1375080387544243,-0.14425101725150738,-1.6788895501455081,-0.2422441377749269
claude-sonnet-4.5,Luxembourg,442.0,en,Multilingual,2.8412304252116107,1.7331281274951726,5.522627069633016,2.780336285267228
claude-sonnet-4.5,France,250.0,en,Multilingual,2.008914322648144,1.789137359070927,4.016134923993141,2.870511148104193
claude-sonnet-4.5,Ecuador,218.0,es,Multilingual,-0.7992463793051483,-0.10014932191509453,-1.0666359465423185,-0.1712404082833022
claude-sonnet-4.5,Iraq,368.0,en,Multilingual,-1.4079548871577472,-0.46780810605568707,-2.1683983457555227,-0.7631710507496562
claude-sonnet-4.5,Tunisia,788.0,ar,Multilingual,-1.2305252789599535,-0.7304206047601643,-1.847250754917516,-1.1859771736638647
claude-sonnet-4.5,Austria,40.0,de,Multilingual,1.6773001532978862,1.714764163067555,3.415913277469174,2.750770302538764
claude-sonnet-4.5,Belarus,112.0,ru,Multilingual,-1.0342447195521272,0.37178067854935914,-1.4919829423893503,0.5885668924644682
claude-sonnet-4.5,Singapore,702.0,zh-cn,Multilingual,0.4358142504877036,0.19573994767280894,1.1688237933827437,0.3051413157532224
claude-sonnet-4.5,Portugal,620.0,en,Multilingual,1.8069645963019294,1.4053771979446634,3.6506059193064924,2.2526572886909086
claude-sonnet-4.5,Burkina Faso,854.0,fr,Multilingual,-1.0935113321760412,-1.3155726081208978,-1.5992555112386349,-2.1280718990746452
claude-sonnet-4.5,Nicaragua,558.0,en,Multilingual,-0.5922678514550621,-0.8023712799372346,-0.6920048111336624,-1.3018177606989478
claude-sonnet-4.5,China,156.0,en,Multilingual,-0.29288379216760035,0.11966543667894909,-0.15011966382335662,0.18266135305310804
claude-sonnet-4.5,Puerto Rico,630.0,en-native,Multilingual,0.7607849232061452,0.2034798795545013,1.7570207110031228,0.3176026060827471
claude-sonnet-4.5,Uruguay,858.0,en,Multilingual,1.941597747199406,1.6612173053621724,3.894291922430925,2.664559861633098
claude-sonnet-4.5,Canada,124.0,fr,Multilingual,2.842679244089141,1.5308762976479813,5.525249431801345,2.4547108392132504
claude-sonnet-4.5,Malaysia,458.0,en-native,Multilingual,-0.5404551704687124,-0.6344036745632677,-0.5982238585483695,-1.0313899160468611
claude-sonnet-4.5,Philippines,608.0,en-native,Multilingual,-0.5922678514550621,-0.8023712799372346,-0.6920048111336624,-1.3018177606989478
claude-sonnet-4.5,Hong Kong,344.0,zh-cn,Multilingual,1.336373118516692,1.478097173987408,2.7988353445152128,2.3697364501197273
claude-sonnet-4.5,Puerto Rico,630.0,es,Multilingual,0.2388758368205654,0.20045976585630776,0.8123652646452234,0.3127402230286555
claude-sonnet-4.5,Qatar,634.0,en,Multilingual,-0.652108103294979,-1.9912867095525442,-0.8003156669639121,-3.215971602379596
claude-sonnet-4.5,Pakistan,586.0,en-native,Multilingual,-1.1719516347036474,-1.2234381400063028,-1.741232458813602,-1.9797354054101477
claude-sonnet-4.5,Canada,124.0,en-native,Multilingual,2.8412304252116107,1.7331281274951726,5.522627069633016,2.780336285267228
claude-sonnet-4.5,Chile,152.0,en,Multilingual,1.3747524830812914,1.0075375998841585,2.8683019943771373,1.6121355358134952
claude-sonnet-4.5,Rwanda,646.0,fr,Multilingual,-1.016519848525965,-1.2054552463883017,-1.4599009258319966,-1.9507829466851658
claude-sonnet-4.5,Yemen,887.0,ar,Multilingual,-2.5454514514637583,-0.8053068808475886,-4.2272671271494024,-1.3065440781646178
claude-sonnet-4.5,Singapore,702.0,en-native,Multilingual,-0.06104906284975445,-0.13745441035271672,0.26950119624194446,-0.23130160066787395
claude-sonnet-4.5,Venezuela,862.0,es,Multilingual,-0.31021027241908383,0.8541378608291397,-0.1814805930785417,1.3651619559349149
claude-sonnet-4.5,Kenya,404.0,en-native,Multilingual,-0.8562034025861799,-0.9289209072847853,-1.1697281586809858,-1.5055626607285044
claude-sonnet-4.5,Austria,40.0,en,Multilingual,1.941597747199406,1.6612173053621724,3.894291922430925,2.664559861633098
claude-sonnet-4.5,Korea,410.0,ko,Multilingual,-0.2430080003972772,1.210073356470129,-0.05984448071907178,1.9382181039169077
claude-sonnet-4.5,Ecuador,218.0,en,Multilingual,-0.702132314604654,0.038778427376209845,-0.8908594894344238,0.052433268075697856
claude-sonnet-4.5,Palestine,275.0,en,Multilingual,-0.7412451361013631,-0.5840349246420832,-0.9616536963434673,-0.950296228673754
claude-sonnet-4.5,Argentina,32.0,en,Multilingual,1.4912163641844618,1.1108599652231461,3.079101619173876,1.7784845440092654
claude-sonnet-4.5,Luxembourg,442.0,fr,Multilingual,2.4367389664207235,1.5389510336557461,4.7904975292215095,2.4677111641857516
claude-sonnet-4.5,United States,840.0,en-native,Multilingual,1.7493229290545285,1.2596544522597504,3.5462745015886967,2.0180436681381986
claude-sonnet-4.5,Kazakhstan,398.0,en,Multilingual,-0.8120848984356189,0.1324635234938516,-1.0898736661684705,0.20326627282510107
claude-sonnet-4.5,Libya,434.0,ar,Multilingual,-1.4203832913723764,-1.3900353190190653,-2.1908937573840013,-2.2479568636206952
claude-sonnet-4.5,Yemen,887.0,en,Multilingual,-2.4289875703605883,-0.701984515508601,-4.016467502352665,-1.1401950699688477
claude-sonnet-4.5,Australia,36.0,en-native,Multilingual,2.8412304252116107,1.7331281274951726,5.522627069633016,2.780336285267228
claude-sonnet-4.5,Germany,276.0,de,Multilingual,2.4352901475431934,1.7412028635029375,4.78787516705318,2.79333661023973
claude-sonnet-4.5,Haiti,332.0,fr,Multilingual,-1.2072217172659199,-0.4788650685203485,-1.805071308251315,-0.7809727603177611
claude-sonnet-4.5,Lebanon,422.0,ar,Multilingual,-1.3345607558484947,0.08848424286422626,-2.0355549680857754,0.1324596310114043
claude-sonnet-4.5,Kazakhstan,398.0,ru,Multilingual,-0.5366092485284254,-0.6299615068503723,-0.59126273983645,-1.0242380260290995
claude-sonnet-4.5,Jordan,400.0,en,Multilingual,-1.1719516347036474,-1.2234381400063028,-1.741232458813602,-1.9797354054101477
claude-sonnet-4.5,Belgium,56.0,fr,Multilingual,2.3759476604797443,1.5235565320738513,4.680465265468337,2.442926016638901
claude-sonnet-4.5,Mali,466.0,en,Multilingual,-1.1719516347036474,-1.2234381400063028,-1.741232458813602,-1.9797354054101477
claude-sonnet-4.5,Switzerland,756.0,en,Multilingual,3.4930417321858376,1.0285543716227066,6.702405535256366,1.6459725383125576
claude-sonnet-4.5,Belarus,112.0,en,Multilingual,-0.5609878664349719,0.4916259962503482,-0.6353880382472991,0.7815178539630606
claude-sonnet-4.5,Mexico,484.0,en,Multilingual,0.3390653917688193,-0.6228872494809784,0.993708359101563,-1.0128484716643753
claude-sonnet-4.5,Uruguay,858.0,es,Multilingual,1.4683408940822509,1.5413719876611833,3.037697018288874,2.4716089001345054
claude-sonnet-4.5,Chile,152.0,es,Multilingual,0.9688122054128749,1.0156123358919238,2.1335500917973036,1.6251358607859974
claude-sonnet-4.5,Algeria,12.0,ar,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
claude-sonnet-4.5,Palestine,275.0,ar,Multilingual,-1.4083942585946636,-0.18635217285057662,-2.169193608056341,-0.31002699828942837
claude-sonnet-4.5,Venezuela,862.0,en,Multilingual,0.3061924122693038,0.3283798195650623,0.9342082662074399,0.5186915094997503
claude-sonnet-4.5,Peru,604.0,en,Multilingual,-0.6154659227532397,0.13109309713264758,-0.733993320183364,0.20105988638356262
claude-sonnet-4.5,Egypt,818.0,ar,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
claude-sonnet-4.5,Belgium,56.0,en,Multilingual,1.9512726554007438,1.6434146133860141,3.9118035062753465,2.6358975275514833
claude-sonnet-4.5,Argentina,32.0,es,Multilingual,0.47670060827905075,1.02359991777628,1.242828100985082,1.637995867619811
claude-sonnet-4.5,Russia,643.0,en,Multilingual,-0.6379793500850482,0.38150863451775224,-0.7747426236539373,0.6042289015735811
claude-sonnet-4.5,Mexico,484.0,es,Multilingual,0.2388758368205654,0.20045976585630776,0.8123652646452234,0.3127402230286555
claude-sonnet-4.5,Kuwait,414.0,ar,Multilingual,-1.4203832913723764,-1.3900353190190653,-2.1908937573840013,-2.2479568636206952
claude-sonnet-4.5,Lebanon,422.0,en,Multilingual,-0.9660678657357716,-0.08777119997134053,-1.3685828369817465,-0.15131163195385827
claude-sonnet-4.5,Macao,446.0,en,Multilingual,-0.16508453973829534,0.681450437271674,0.08119698307368545,1.0871352040073952
claude-sonnet-4.5,Rwanda,646.0,en-native,Multilingual,-1.0756103346508952,-1.1489261622260234,-1.5668547057181201,-1.8597711211838979
claude-sonnet-4.5,Guatemala,320.0,en,Multilingual,-0.9602388794747209,-0.11001605966039434,-1.3580323718492449,-0.1871258560532349
claude-sonnet-4.5,Qatar,634.0,ar,Multilingual,-1.4203832913723764,-1.3900353190190653,-2.1908937573840013,-2.2479568636206952
claude-sonnet-4.5,Iraq,368.0,ar,Multilingual,-1.656386543826476,-0.6344052850684498,-2.6180596443259216,-1.0313925089602043
claude-sonnet-4.5,Switzerland,756.0,de,Multilingual,2.3582986638931174,1.6310855017703414,4.648520581646542,2.61604765785025
claude-sonnet-4.5,Brazil,76.0,pt,Multilingual,0.7177151734122277,0.6564498631354271,1.679064463876132,1.0468842796480378
claude-sonnet-4.5,Korea,410.0,en,Multilingual,-0.23941064805645362,0.7638983692828117,-0.053333272982181046,1.219876374545327
claude-sonnet-4.5,Kyrgyzstan,417.0,ru,Multilingual,-0.9111796945016624,-0.8820783592259643,-1.2692352470480088,-1.4301461583538027
claude-sonnet-4.5,Morocco,504.0,ar,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
claude-sonnet-4.5,United Kingdom,826.0,en-native,Multilingual,1.941597747199406,1.6612173053621724,3.894291922430925,2.664559861633098
claude-sonnet-4.5,Taiwan,158.0,zh-tw,Multilingual,1.1525926619647835,1.246854754939666,2.466192718156258,1.9974361554528623
claude-sonnet-4.5,Egypt,818.0,en,Multilingual,-1.1719516347036474,-1.2234381400063028,-1.741232458813602,-1.9797354054101477
claude-sonnet-4.5,South Africa,710.0,en-native,Multilingual,0.8474513150575596,0.295794549310939,1.9138868802541826,0.4662292243906118
claude-sonnet-4.5,Trinidad and Tobago,780.0,en-native,Multilingual,0.07512984063770152,-0.7494368768285289,0.5159850115542397,-1.2165933716939317
claude-sonnet-4.5,Kuwait,414.0,en,Multilingual,-1.1719516347036474,-1.2234381400063028,-1.741232458813602,-1.9797354054101477
claude-sonnet-4.5,Tunisia,788.0,en,Multilingual,-1.2241744306058386,-0.23656568700794492,-1.835755719396568,-0.39087075608279137
claude-sonnet-4.5,France,250.0,fr,Multilingual,2.4455753413752834,1.113512772534076,4.806491367889263,1.7827555637798627
claude-sonnet-4.5,Bolivia,68.0,en,Multilingual,-0.27733729291956843,-0.09712920821690096,-0.12198050018441886,-0.16637802522921058
claude-sonnet-4.5,Mali,466.0,fr,Multilingual,-0.5201403277294203,-1.9280118958787689,-0.5614539931902508,-3.114099152364818
claude-sonnet-4.5,Burkina Faso,854.0,en,Multilingual,-1.1719516347036474,-1.2234381400063028,-1.741232458813602,-1.9797354054101477
claude-sonnet-4.5,Portugal,620.0,pt,Multilingual,1.4010243186335123,1.4134519339524287,2.9158540167266573,2.265657613663411
claude-sonnet-4.5,Spain,724.0,en,Multilingual,1.941597747199406,1.6612173053621724,3.894291922430925,2.664559861633098
claude-sonnet-4.5,Peru,604.0,es,Multilingual,-0.19067090106815426,-0.004814538460463415,0.034885669066640757,-0.017751406921346097
claude-sonnet-4.5,Spain,724.0,es,Multilingual,1.4683408940822509,1.5413719876611833,3.037697018288874,2.4716089001345054
claude-sonnet-4.5,China,156.0,zh-cn,Multilingual,0.07358408804772243,0.11838569706479231,0.5131871993663776,0.18060097227431562
claude-sonnet-4.5,Luxembourg,442.0,de,Multilingual,2.8315555170102726,1.7509308194713307,5.505115485788593,2.8089986193488428
claude-sonnet-4.5,Malta,470.0,en-native,Multilingual,-0.20219351101943644,-0.5903019792268551,0.01402974505482002,-0.9603861865552368
claude-sonnet-4.5,Japan,392.0,en,Multilingual,-0.055630191504545054,0.995140788330554,0.27930935337677343,1.592176669212192
claude-sonnet-4.5,Zambia,894.0,en-native,Multilingual,-0.9881711781517387,-0.9921957209585603,-1.408589832454647,-1.6074351107432823
claude-sonnet-4.5,Bolivia,68.0,es,Multilingual,-0.19067090106815426,-0.004814538460463415,0.034885669066640757,-0.017751406921346097
claude-sonnet-4.5,Haiti,332.0,en,Multilingual,-1.159523230489018,-0.3012109270429241,-1.7187370471851229,-0.49494959253910786
claude-sonnet-4.5,Taiwan,158.0,en,Multilingual,1.2199092374135219,1.3747748086484206,2.5880357197184747,2.2033874419239576
claude-sonnet-4.5,Italy,380.0,it,Multilingual,1.085276086516045,1.1189347012309112,2.3443497165940412,1.791484868981767
claude-sonnet-4.5,Hong Kong,344.0,en-native,Multilingual,0.07274023172019017,1.5045905891916465,0.5116598194135442,2.4123908485985512
claude-sonnet-4.5,Brazil,76.0,en,Multilingual,0.834179054515398,0.7597722284744147,1.8898640886728706,1.2132332878438077
claude-sonnet-4.5,Macao,446.0,pt,Multilingual,-0.16508453973829534,0.681450437271674,0.08119698307368545,1.0871352040073952
claude-sonnet-4.5,Morocco,504.0,en,Multilingual,-1.1719516347036474,-1.2234381400063028,-1.741232458813602,-1.9797354054101477
claude-sonnet-4.5,Russia,643.0,ru,Multilingual,-0.7885665588966895,-0.40165204737741483,-1.047305471603008,-0.6566597962776379
gemini-3-pro-preview,Uruguay,858.0,es,Multilingual,1.2527516343993443,1.4922821593934816,2.6474804582628133,2.3925742766235056
gemini-3-pro-preview,Lebanon,422.0,ar,Multilingual,-1.273514604910643,-0.2889017047002513,-1.925061434888264,-0.4751317445674046
gemini-3-pro-preview,Iraq,368.0,en,Multilingual,-2.0721945983466035,-0.6854615631465995,-3.3706722230073525,-1.1135931166660251
gemini-3-pro-preview,Palestine,275.0,en,Multilingual,-1.9557307172434335,-0.5821391978076118,-3.159872598210615,-0.9472441084702551
gemini-3-pro-preview,Mali,466.0,en,Multilingual,-1.4203832913723764,-1.3900353190190653,-2.1908937573840013,-2.2479568636206952
gemini-3-pro-preview,Yemen,887.0,en,Multilingual,-2.0721945983466035,-0.6854615631465995,-3.3706722230073525,-1.1135931166660251
gemini-3-pro-preview,Canada,124.0,fr,Multilingual,2.5718498199897244,1.4494633545923885,5.0350481741814015,2.323636000893746
gemini-3-pro-preview,Malta,470.0,en-native,Multilingual,0.1209560498025055,-0.5892288901602988,0.598930450142535,-0.9586585131580811
gemini-3-pro-preview,Puerto Rico,630.0,es,Multilingual,0.7909068735063869,-1.238305231072107,1.8115414410465602,-2.0036714220260925
gemini-3-pro-preview,Argentina,32.0,en,Multilingual,0.8545930472865909,-0.04494763374390268,1.9268134155887298,-0.08236569032768332
gemini-3-pro-preview,Luxembourg,442.0,en,Multilingual,2.771134171004022,1.6406582219749182,5.3957528495172795,2.6314597373796187
gemini-3-pro-preview,Switzerland,756.0,en,Multilingual,2.403163142984363,2.3330134422517586,4.729725288801697,3.746151642025332
gemini-3-pro-preview,Libya,434.0,ar,Multilingual,-1.4203832913723764,-1.3900353190190653,-2.1908937573840013,-2.2479568636206952
gemini-3-pro-preview,Singapore,702.0,en-native,Multilingual,-0.011901757195322769,-0.16205209872248366,0.35845781947646577,-0.27090387894319873
gemini-3-pro-preview,Burkina Faso,854.0,fr,Multilingual,-1.9557307172434335,-0.5821391978076118,-3.159872598210615,-0.9472441084702551
gemini-3-pro-preview,Argentina,32.0,es,Multilingual,1.0538773983008882,0.14624723363862724,2.287518090924608,0.22545804615818987
gemini-3-pro-preview,Malaysia,458.0,en-native,Multilingual,-1.539922662723306,-0.5310829197294622,-2.407260019529184,-0.8650435007644341
gemini-3-pro-preview,Belarus,112.0,en,Multilingual,-1.2283030678715878,1.2362473037880266,-1.8432285528475743,1.980358159098723
gemini-3-pro-preview,Luxembourg,442.0,de,Multilingual,2.2564197893000895,0.7452881339020906,4.464119818633162,1.1899138955823658
gemini-3-pro-preview,Colombia,170.0,es,Multilingual,-0.21769740548182523,-0.5502544275616428,-0.014032303922103695,-0.8959096283742449
gemini-3-pro-preview,Qatar,634.0,en,Multilingual,-1.7771762633863617,-1.4065582713810671,-2.836689036729315,-2.274558816923518
gemini-3-pro-preview,Portugal,620.0,en,Multilingual,0.973722303721679,0.2509400253388189,2.142437369736239,0.3940134407954984
gemini-3-pro-preview,Nicaragua,558.0,en,Multilingual,-1.1564477402412587,-1.263485691671515,-1.7131704098366787,-2.044211963591139
gemini-3-pro-preview,Puerto Rico,630.0,en-native,Multilingual,0.7909068735063869,-1.238305231072107,1.8115414410465602,-2.0036714220260925
gemini-3-pro-preview,Kazakhstan,398.0,ru,Multilingual,-0.7947158133984923,-0.7787559938869768,-1.0584356222512712,-1.2637971501580327
gemini-3-pro-preview,Belgium,56.0,de,Multilingual,2.4200327558673482,1.4228607759009657,4.7602592881199,2.280805849200555
gemini-3-pro-preview,Switzerland,756.0,de,Multilingual,2.854502685753772,1.2691504483316964,5.546649861214328,2.0333322218140317
gemini-3-pro-preview,Kazakhstan,398.0,en,Multilingual,-0.7947158133984923,-0.7787559938869768,-1.0584356222512712,-1.2637971501580327
gemini-3-pro-preview,Egypt,818.0,en,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gemini-3-pro-preview,Egypt,818.0,ar,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gemini-3-pro-preview,Portugal,620.0,pt,Multilingual,0.7532229457299682,0.9665225076242222,1.7433335317712424,1.5461012372749978
gemini-3-pro-preview,United States,840.0,en-native,Multilingual,2.6808966095573425,1.0190384862777602,5.23242286329879,1.630651962907194
gemini-3-pro-preview,Rwanda,646.0,en-native,Multilingual,-1.9557307172434335,-0.5821391978076118,-3.159872598210615,-0.9472441084702551
gemini-3-pro-preview,Hong Kong,344.0,en-native,Multilingual,0.22940499639234577,2.716123566297972,0.7952230434701458,4.362958941739736
gemini-3-pro-preview,Yemen,887.0,ar,Multilingual,-2.0721945983466035,-0.6854615631465995,-3.3706722230073525,-1.1135931166660251
gemini-3-pro-preview,Kuwait,414.0,ar,Multilingual,-1.4203832913723764,-1.3900353190190653,-2.1908937573840013,-2.2479568636206952
gemini-3-pro-preview,Chile,152.0,en,Multilingual,1.0789231713490102,-0.18392701068870476,2.3328509401417086,-0.3061224872088147
gemini-3-pro-preview,Guatemala,320.0,en,Multilingual,-1.1564477402412587,-1.263485691671515,-1.7131704098366787,-2.044211963591139
gemini-3-pro-preview,Australia,36.0,en-native,Multilingual,3.0117386212213577,2.42834822570639,5.831246904410658,3.8996406433872886
gemini-3-pro-preview,Belgium,56.0,fr,Multilingual,2.403163142984363,2.3330134422517586,4.729725288801697,3.746151642025332
gemini-3-pro-preview,Jordan,400.0,en,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gemini-3-pro-preview,Kyrgyzstan,417.0,ru,Multilingual,-1.1104640455159598,-1.0732732266084941,-1.6299399223838873,-1.7379698948396756
gemini-3-pro-preview,Colombia,170.0,en,Multilingual,0.3176500203892317,-1.3581505487730965,0.9549465369045094,-2.1966223835246854
gemini-3-pro-preview,Singapore,702.0,zh-cn,Multilingual,-0.021576665396660637,-0.1442494067463252,0.34094623563204424,-0.24224154486158359
gemini-3-pro-preview,Haiti,332.0,fr,Multilingual,-2.6075420242176603,0.1224345580648541,-4.339651063833966,0.1871196384844151
gemini-3-pro-preview,China,156.0,en,Multilingual,0.5842354585127953,0.44199179619705325,1.4374661799081596,0.7016067918772557
gemini-3-pro-preview,Nicaragua,558.0,es,Multilingual,-1.1564477402412587,-1.263485691671515,-1.7131704098366787,-2.044211963591139
gemini-3-pro-preview,Mali,466.0,fr,Multilingual,-1.9557307172434335,-0.5821391978076118,-3.159872598210615,-0.9472441084702551
gemini-3-pro-preview,Belarus,112.0,ru,Multilingual,-0.5311903771832159,0.5026336918328982,-0.5814545827016209,0.7992402438509661
gemini-3-pro-preview,Brazil,76.0,pt,Multilingual,-0.2133715670251101,0.11857619341198682,-0.0062025363154492585,0.18090767139329877
gemini-3-pro-preview,Nigeria,566.0,en-native,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gemini-3-pro-preview,Algeria,12.0,ar,Multilingual,-1.4203832913723764,-1.3900353190190653,-2.1908937573840013,-2.2479568636206952
gemini-3-pro-preview,Mexico,484.0,es,Multilingual,-0.3341612865849954,-0.6535767929006303,-0.2248319287188416,-1.0622586365700148
gemini-3-pro-preview,Zimbabwe,716.0,en-native,Multilingual,-1.9557307172434335,-0.5821391978076118,-3.159872598210615,-0.9472441084702551
gemini-3-pro-preview,Chile,152.0,es,Multilingual,0.42779980541116275,0.6898079668788631,1.1543176477942048,1.1005908266749698
gemini-3-pro-preview,Spain,724.0,en,Multilingual,1.7940105371875998,1.4596968891393582,3.627159072309556,2.3401119915143673
gemini-3-pro-preview,Burkina Faso,854.0,en,Multilingual,-2.0721945983466035,-0.6854615631465995,-3.3706722230073525,-1.1135931166660251
gemini-3-pro-preview,France,250.0,fr,Multilingual,1.8458232181739496,1.6276644945133252,3.7209400248948485,2.610539836166454
gemini-3-pro-preview,Russia,643.0,ru,Multilingual,-0.653483244547437,0.4215561861829646,-0.802804672630861,0.6687054597545731
gemini-3-pro-preview,Palestine,275.0,ar,Multilingual,-1.5989377452294482,-0.56561624544561,-2.5140773188653016,-0.9206421551674321
gemini-3-pro-preview,Hong Kong,344.0,zh-hk,Multilingual,1.5112071529831543,2.842147893172255,3.1152849468995094,4.5658581080073315
gemini-3-pro-preview,Bolivia,68.0,es,Multilingual,-0.9629923754880122,-1.0500459645999312,-1.3630161996333023,-1.7005740030058893
gemini-3-pro-preview,Uruguay,858.0,en,Multilingual,2.4127603957800736,1.5361621295877954,4.747096316361933,2.463221028636351
gemini-3-pro-preview,Belgium,56.0,en,Multilingual,2.5927725857973223,2.5420110016104465,5.072918380293153,4.0826377125928195
gemini-3-pro-preview,Macao,446.0,pt,Multilingual,-0.5396549857115325,0.42933358489608203,-0.5967755241378738,0.6812270716826921
gemini-3-pro-preview,Luxembourg,442.0,fr,Multilingual,2.4164354035265245,1.8690357630882828,4.7537480803830094,2.9991475785721358
gemini-3-pro-preview,Kuwait,414.0,en,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gemini-3-pro-preview,Ecuador,218.0,es,Multilingual,-0.5825929432537243,-0.8201739719133931,-0.6744932272892411,-1.330480094780563
gemini-3-pro-preview,Qatar,634.0,ar,Multilingual,-0.7685719843981489,-2.0946090748915314,-1.0111152917606496,-3.3823206105753654
gemini-3-pro-preview,Tunisia,788.0,ar,Multilingual,-1.1777806209646982,-1.2011932803172485,-1.751782923946104,-1.9439211813107702
gemini-3-pro-preview,Japan,392.0,en,Multilingual,0.8440024865076592,1.0670516104635535,1.9076445005788631,1.7079530928463211
gemini-3-pro-preview,Taiwan,158.0,en,Multilingual,1.4368868316571173,1.0754091400707426,2.980765165299382,1.7214087155138957
gemini-3-pro-preview,Ireland,372.0,en-native,Multilingual,2.568003898049438,1.445021186879493,5.0280870554694825,2.3164841108759844
gemini-3-pro-preview,Peru,604.0,en,Multilingual,-0.8310245999224535,-0.986771150926156,-1.124154525859641,-1.5987015529911113
gemini-3-pro-preview,Jordan,400.0,ar,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gemini-3-pro-preview,Iraq,368.0,ar,Multilingual,-1.4203832913723764,-1.3900353190190653,-2.1908937573840013,-2.2479568636206952
gemini-3-pro-preview,Kyrgyzstan,417.0,en,Multilingual,-1.1104640455159598,-1.0732732266084941,-1.6299399223838873,-1.7379698948396756
gemini-3-pro-preview,Venezuela,862.0,es,Multilingual,-0.6990568243568944,-0.9234963372523808,-0.885292852085979,-1.4968291029763332
gemini-3-pro-preview,Switzerland,756.0,it,Multilingual,3.180425298226719,1.5447981380470202,6.136569789790362,2.4771250022557028
gemini-3-pro-preview,Taiwan,158.0,zh-tw,Multilingual,2.077740002665558,2.0562989015063997,4.14070940482466,3.300641231425304
gemini-3-pro-preview,Algeria,12.0,en,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gemini-3-pro-preview,Haiti,332.0,en,Multilingual,-2.0721945983466035,-0.6854615631465995,-3.3706722230073525,-1.1135931166660251
gemini-3-pro-preview,Guatemala,320.0,es,Multilingual,-1.0399838591380886,-1.1601633263325273,-1.5023707850399401,-1.877862955395369
gemini-3-pro-preview,Switzerland,756.0,fr,Multilingual,2.854502685753772,1.2691504483316964,5.546649861214328,2.0333322218140317
gemini-3-pro-preview,Bolivia,68.0,en,Multilingual,-0.9629923754880122,-1.0500459645999312,-1.3630161996333023,-1.7005740030058893
gemini-3-pro-preview,Kenya,404.0,en-native,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gemini-3-pro-preview,Hong Kong,344.0,zh-cn,Multilingual,1.570029366838924,2.7997475128263303,3.2217531539784523,4.497593495650392
gemini-3-pro-preview,China,156.0,zh-cn,Multilingual,0.35832453124041247,0.4929980331167344,1.0285674015451467,0.7837268333179425
