model_name,country,native_language,en_distance,native_distance,english_advantage
gpt-4o-mini,Argentina,es,4.638576711621449,2.8810916640314166,-61.000664072271896
gpt-5.1,Argentina,es,3.7225634404700605,1.9916417853271597,-86.90928599183655
grok-4.1-fast,Argentina,es,2.7514398564675795,2.3372138518470527,-17.7230681862155
kimi-k2,Argentina,es,2.6257719066083625,3.9265076043514617,33.12703880419304
llama-3.2-3b-instruct,Argentina,es,2.8603909694636145,2.444004945681685,-17.0370368733354
llama-3.3-70b-instruct,Argentina,es,0.78214611027981,1.360951784554558,42.52947685903452
mistral-medium-3.1,Argentina,es,3.3722129836101686,3.41569034021083,1.272871726363158
mistral-nemo,Argentina,es,3.810765512018245,3.2238520644116497,-18.205346767786835
phi-3-mini-128k-instruct,Argentina,es,3.024296756797017,3.3839660727193195,10.628632444688662
qwen3-max,Argentina,es,2.0264711289883253,1.642838642434885,-23.351805627413935
claude-3-7-sonnet-20250219,Austria,de,2.6828301380870765,1.7047832581891986,-57.37074641011832
claude-sonnet-4.5,Austria,de,2.3250845885397076,2.0646602299070955,-12.613424468602782
deepseek-chat,Austria,de,1.7697405688161982,1.4217062523620272,-24.480044022873624
deepseek-chat-v3.1,Austria,de,2.3699006921976964,1.1957621795084672,-98.19164151619792
doubao-1-5-pro-32k-250115,Austria,de,0.6414763994985007,0.8585621164601894,25.28480034231219
gemini-2.5-flash,Austria,de,0.9431982668201738,2.497990699728652,62.24172224009361
gemini-2.5-pro,Austria,de,2.5762159981077675,1.2107063479295632,-112.78619728998459
gemini-3-pro-preview,Austria,de,2.892075786234586,1.5379198938634941,-88.0511330775
gemma-3-4b-it,Austria,de,2.063553581148384,2.131074566466472,3.16840088003323
gpt-4o,Austria,de,1.1124808699468414,0.5696006753745294,-95.30890991576723
gpt-4o-mini,Austria,de,1.7829090891070583,2.3245138689477853,23.299700942885316
gpt-5.1,Austria,de,2.85806038327775,2.8589052328094646,0.029551505311155718
grok-4.1-fast,Austria,de,2.414998048191166,1.2620850676415833,-91.3498630250014
kimi-k2,Austria,de,3.146798272686503,0.6878716678017205,-357.46880122900626
llama-3.2-3b-instruct,Austria,de,0.39563393634166466,1.597974195786522,75.24153159764047
llama-3.3-70b-instruct,Austria,de,1.717346404083783,1.5507244234981856,-10.744783409661197
mistral-medium-3.1,Austria,de,1.0212555746960112,1.0495491540932327,2.6957841171017782
mistral-nemo,Austria,de,3.134836890079234,3.419267577294901,8.318468232915828
phi-3-mini-128k-instruct,Austria,de,0.9738489671880751,2.594149644371581,62.45979990780428
qwen3-max,Austria,de,1.1914664192220021,1.4595452001801728,18.36728187144035
claude-3-7-sonnet-20250219,Belarus,ru,2.064314977413734,0.32448052513157893,-536.1907164002034
claude-sonnet-4.5,Belarus,ru,0.3792116679613712,1.1293204087899347,66.4212507796883
deepseek-chat,Belarus,ru,0.7892680686527901,1.7953330600564466,56.03779119246124
deepseek-chat-v3.1,Belarus,ru,1.5087208606276528,2.1397828705163207,29.491871282079906
doubao-1-5-pro-32k-250115,Belarus,ru,2.5448333517000843,1.926801694864748,-32.07551968022943
gemini-2.5-flash,Belarus,ru,0.4253706512407565,1.683824068304609,74.73782093701456
gemini-2.5-pro,Belarus,ru,2.0138012637457314,1.9787440944906811,-1.771687877813925
gemini-3-pro-preview,Belarus,ru,2.0810139189726304,0.3567753039366448,-483.2841836334533
gemma-3-4b-it,Belarus,ru,1.9170298117405542,1.991674971631211,3.747858508736559
gpt-4o,Belarus,ru,0.5343862267809353,0.513437586261763,-4.080075374242704
gpt-4o-mini,Belarus,ru,1.6602190183229757,0.11736839881921057,-1314.536651284055
gpt-5.1,Belarus,ru,0.4253706512407565,0.436393190003379,2.525827399491991
grok-4.1-fast,Belarus,ru,3.231230473397242,3.479166121473633,7.126295193153231
kimi-k2,Belarus,ru,0.8015010826482802,0.3039439529525884,-163.70028910340082
llama-3.2-3b-instruct,Belarus,ru,2.0250975825443143,3.3801097339376875,40.08781542766188
llama-3.3-70b-instruct,Belarus,ru,0.8779228991084269,1.729437281390252,49.23649972419432
mistral-medium-3.1,Belarus,ru,1.6773882347544844,0.4026362220422118,-316.6014240464013
mistral-nemo,Belarus,ru,2.891449898174351,0.7546400473620687,-283.15616939251333
phi-3-mini-128k-instruct,Belarus,ru,2.1991317975506255,4.430807997613447,50.36725132898701
qwen3-max,Belarus,ru,0.8779228991084269,1.7672398586563132,50.32236881665069
claude-3-7-sonnet-20250219,Belgium,fr,3.373835211237786,2.3410322682749323,-44.11741593480508
claude-sonnet-4.5,Belgium,fr,2.289405149657307,2.739000238717696,16.41456918130368
deepseek-chat,Belgium,fr,2.367978512864877,0.8435554206080805,-180.71404142692955
deepseek-chat-v3.1,Belgium,fr,3.317086055153245,2.7857790346115814,-19.07211641485209
doubao-1-5-pro-32k-250115,Belgium,fr,2.817854473935323,1.3952339296933096,-101.96286901901273
gemini-2.5-flash,Belgium,fr,2.5259474916593723,1.3551693471151258,-86.3934937014765
gemini-2.5-pro,Belgium,fr,3.3899065856592148,2.11599871329198,-60.20362225954966
gemini-3-pro-preview,Belgium,fr,4.143748564080078,3.6658374613212565,-13.036887417986364
gemma-3-4b-it,Belgium,fr,2.2404762161273917,3.904690121947717,42.62089573935744
gpt-4o,Belgium,fr,1.9519194463540024,2.2550783612773895,13.443387162460407
gpt-4o-mini,Belgium,fr,3.8873869842316178,2.7138617556781837,-43.24189417895292
gpt-5.1,Belgium,fr,4.406964528768203,3.150609138489387,-39.87658687745687
grok-4.1-fast,Belgium,fr,3.203566543534215,3.230423395532319,0.8313725078652889
kimi-k2,Belgium,fr,4.543864101878258,2.8778937307936086,-57.88852983898196
llama-3.2-3b-instruct,Belgium,fr,0.8253027239023237,1.0320118189635796,20.029721681758257
llama-3.3-70b-instruct,Belgium,fr,3.809446730405773,3.3323121956399158,-14.31842236721255
mistral-medium-3.1,Belgium,fr,2.306870183589921,2.6634052017861634,13.38643545327383
mistral-nemo,Belgium,fr,3.1672121506872877,3.731484033063611,15.121916035991894
phi-3-mini-128k-instruct,Belgium,fr,1.2558936236455518,0.9962195764244325,-26.06594503524261
qwen3-max,Belgium,fr,1.5609936896050143,2.6702420927967703,41.54111742092817
claude-3-7-sonnet-20250219,Bolivia,es,1.5397491215701182,1.5397491215701182,0.0
claude-sonnet-4.5,Bolivia,es,1.3107739020408404,1.5064906829915248,12.991569291489963
deepseek-chat,Bolivia,es,0.44204151959678034,0.2029462455286394,-117.81211987703426
deepseek-chat-v3.1,Bolivia,es,0.45584556632126055,0.4533216636023595,-0.5567575788998617
doubao-1-5-pro-32k-250115,Bolivia,es,1.1116888142605694,0.6744041096718278,-64.84016012321291
gemini-2.5-flash,Bolivia,es,0.08545728436283702,0.8564975142230892,90.02247140899719
gemini-2.5-pro,Bolivia,es,0.5222316090179249,1.176262632151787,55.60246540667671
gemini-3-pro-preview,Bolivia,es,0.8564975142230892,0.8564975142230892,0.0
gemma-3-4b-it,Bolivia,es,2.5174371121946724,2.428506040088826,-3.6619662721775024
gpt-4o,Bolivia,es,0.507605998139414,1.2184785349936087,58.34099792803683
gpt-4o-mini,Bolivia,es,2.8593127838846124,3.112046367510056,8.121138112336528
gpt-5.1,Bolivia,es,0.40197739783655845,0.16526723747400976,-143.22872698817523
grok-4.1-fast,Bolivia,es,3.3038327393615505,1.879148666392553,-75.81539973119838
kimi-k2,Bolivia,es,0.529482712885294,2.0045862758004884,73.58643430431266
llama-3.2-3b-instruct,Bolivia,es,3.07225770386022,5.681781915448883,45.927919276403635
llama-3.3-70b-instruct,Bolivia,es,0.46098819972822597,1.4689768566106447,68.61841644041559
mistral-medium-3.1,Bolivia,es,0.2292372788081614,0.6052214844082378,62.123406932207516
mistral-nemo,Bolivia,es,2.400576835266722,2.1344609703834245,-12.467591048783325
phi-3-mini-128k-instruct,Bolivia,es,3.2588588764976567,4.032078822250693,19.176707099228462
qwen3-max,Bolivia,es,0.4249084852744303,0.7946036321756846,46.52573080857951
claude-3-7-sonnet-20250219,Brazil,pt,2.9430191820413696,0.8729230364912659,-237.14532198289814
claude-sonnet-4.5,Brazil,pt,2.462349490928656,2.193951834478308,-12.233525469084393
deepseek-chat,Brazil,pt,1.6766151604461568,2.7211402503696114,38.385566116321165
deepseek-chat-v3.1,Brazil,pt,2.286255419959168,2.869535757774332,20.326644692783606
doubao-1-5-pro-32k-250115,Brazil,pt,2.4976107883278713,1.310436526961681,-90.59380114492987
gemini-2.5-flash,Brazil,pt,0.6862882803692716,1.8147065701271357,62.18185949912601
gemini-2.5-pro,Brazil,pt,0.8844630225045771,1.9013300419321082,53.48187831683359
gemini-3-pro-preview,Brazil,pt,1.0167697025863487,0.5427035344191818,-87.3526959197948
gemma-3-4b-it,Brazil,pt,2.8328019482319817,2.5880980605902533,-9.454969707983947
gpt-4o,Brazil,pt,0.6494047501534556,1.6280373984740315,60.111189659270345
gpt-4o-mini,Brazil,pt,4.761122880592,3.438576402653065,-38.462035536523544
gpt-5.1,Brazil,pt,1.6151438366781616,1.3548542298731743,-19.211631854251408
grok-4.1-fast,Brazil,pt,0.2890998986975818,0.8793980526026949,67.12525143284633
kimi-k2,Brazil,pt,1.332951908479114,1.7001662972699676,21.598733569798796
llama-3.2-3b-instruct,Brazil,pt,2.976863093735967,2.4773376651034904,-20.163800666697117
llama-3.3-70b-instruct,Brazil,pt,1.091602877675912,2.6139681613997925,58.23962610579949
mistral-medium-3.1,Brazil,pt,2.163071078973808,2.7875290759756126,22.401846939775847
mistral-nemo,Brazil,pt,2.677560370253764,2.939170316307225,8.90080934071722
phi-3-mini-128k-instruct,Brazil,pt,3.265085720357858,2.7409502492482365,-19.12240002361869
qwen3-max,Brazil,pt,0.8401767273235984,1.0185238192285697,17.510350620965497
claude-3-7-sonnet-20250219,Burkina Faso,fr,0.8753962058373139,1.974372535921553,55.66205516383379
claude-sonnet-4.5,Burkina Faso,fr,1.0964041614948863,1.1081628380900004,1.0610964554073146
deepseek-chat,Burkina Faso,fr,0.6069308772469275,0.8753962058373139,30.667865224935504
deepseek-chat-v3.1,Burkina Faso,fr,0.8753962058373139,2.4336736415061297,64.02984398123502
doubao-1-5-pro-32k-250115,Burkina Faso,fr,2.2293583092200153,1.398635717847912,-59.39520782797828
gemini-2.5-flash,Burkina Faso,fr,1.3495416890763416,1.1255826403017615,-19.897166210251623
gemini-2.5-pro,Burkina Faso,fr,2.9779869546250706,4.69513792729016,36.572961204915195
gemini-3-pro-preview,Burkina Faso,fr,2.452597115590044,2.258474870858023,-8.595280259118912
gemma-3-4b-it,Burkina Faso,fr,2.0192832943612258,3.8434693165548057,47.46196396928015
gpt-4o,Burkina Faso,fr,0.8357304578636373,1.6895343766914257,50.534865144311055
gpt-4o-mini,Burkina Faso,fr,0.8813218843127774,1.634072950946917,46.06594009147103
gpt-5.1,Burkina Faso,fr,1.3451742595641372,1.0766751233103165,-24.937804398071396
grok-4.1-fast,Burkina Faso,fr,3.178663549112926,3.178663549112926,0.0
kimi-k2,Burkina Faso,fr,1.1028977773594453,1.1028977773594453,0.0
llama-3.2-3b-instruct,Burkina Faso,fr,3.6546371568670653,4.194807894321308,12.877126940318167
llama-3.3-70b-instruct,Burkina Faso,fr,0.9157468162291719,1.4157645853105045,35.31786105326749
mistral-medium-3.1,Burkina Faso,fr,1.3451742595641372,2.258474870858023,40.438821041516015
mistral-nemo,Burkina Faso,fr,3.788710461649824,3.2254887011492017,-17.461594588750334
phi-3-mini-128k-instruct,Burkina Faso,fr,2.720733241445527,1.939079417260104,-40.310562694223776
qwen3-max,Burkina Faso,fr,1.1273132580787848,1.4590420861539137,22.73606986550866
