model,stage,country,language,native_PC1,native_PC2,roleplay_PC1,roleplay_PC2,distance_to_native,is_english
llama-3.2-3b-instruct,Stage3,Luxembourg,fr,0.4999852366,2.4209225828,2.5571368226643,0.3708909501272087,2.904221469345259,False
llama-3.2-3b-instruct,Stage3,Macao,en,0.4999852366,2.4209225828,1.6210443601653814,1.917157270024069,1.2290455845433124,True
llama-3.2-3b-instruct,Stage3,Macao,pt,0.4999852366,2.4209225828,2.122999626664801,1.6609500848853742,1.792131107911476,False
llama-3.2-3b-instruct,Stage3,Macao,zh-cn,0.4999852366,2.4209225828,1.4346361527540257,2.4942742006852905,0.9375248236254597,False
llama-3.2-3b-instruct,Stage3,Malaysia,en-native,0.4999852366,2.4209225828,1.7989576066344242,1.837952713473419,1.4237917989142583,True
llama-3.2-3b-instruct,Stage3,Mali,en,0.4999852366,2.4209225828,1.7749348150531117,2.5849567769266155,1.2854585347029035,True
llama-3.2-3b-instruct,Stage3,Mali,fr,0.4999852366,2.4209225828,0.6645119902281738,2.4407359270610853,0.1657154828923178,False
llama-3.2-3b-instruct,Stage3,Malta,en-native,0.4999852366,2.4209225828,3.296266336381332,4.261185445386229,3.3474998719056517,True
llama-3.2-3b-instruct,Stage3,Mexico,en,0.4999852366,2.4209225828,1.7749348150531117,2.5849567769266155,1.2854585347029035,True
llama-3.2-3b-instruct,Stage3,Mexico,es,0.4999852366,2.4209225828,3.2752983047056867,0.5446097561909551,3.350061559030792,False
llama-3.2-3b-instruct,Stage3,Morocco,ar,0.4999852366,2.4209225828,0.1679904624878405,4.935884878541776,2.536780613107986,False
llama-3.2-3b-instruct,Stage3,Morocco,en,0.4999852366,2.4209225828,1.7989576066344242,1.837952713473419,1.4237917989142583,True
llama-3.2-3b-instruct,Stage3,New Zealand,en-native,0.4999852366,2.4209225828,3.518115387535161,1.5485453717265858,3.1416797428102257,True
llama-3.2-3b-instruct,Stage3,Nicaragua,en,0.4999852366,2.4209225828,1.879313623540368,1.2490475119431843,1.8099276175347965,True
llama-3.2-3b-instruct,Stage3,Nicaragua,es,0.4999852366,2.4209225828,1.3556355703153486,1.7829529025860578,1.067306332061919,False
llama-3.2-3b-instruct,Stage3,Nigeria,en-native,0.4999852366,2.4209225828,1.7814460227900026,1.8666150475550345,1.3962086485092577,True
llama-3.2-3b-instruct,Stage3,Pakistan,en-native,0.4999852366,2.4209225828,1.7574232312086902,2.6136191110082305,1.2721172360553212,True
llama-3.2-3b-instruct,Stage3,Peru,en,0.4999852366,2.4209225828,1.7989576066344242,1.837952713473419,1.4237917989142583,True
llama-3.2-3b-instruct,Stage3,Peru,es,0.4999852366,2.4209225828,0.5955528324563968,2.2726609051050826,0.17639356691978061,False
llama-3.2-3b-instruct,Stage3,Philippines,en-native,0.4999852366,2.4209225828,2.7611246368367457,1.814152762445896,2.3411366901989172,True
llama-3.2-3b-instruct,Stage3,Portugal,en,0.4999852366,2.4209225828,3.7289988606716977,1.4953587196737068,3.3590471043386554,True
llama-3.2-3b-instruct,Stage3,Portugal,pt,0.4999852366,2.4209225828,1.6958337397228809,2.877514439545865,1.2800506888666057,False
llama-3.2-3b-instruct,Stage3,Puerto Rico,en-native,0.4999852366,2.4209225828,2.7786362206811672,1.7854904283642807,2.365591750523511,True
llama-3.2-3b-instruct,Stage3,Puerto Rico,es,0.4999852366,2.4209225828,3.2752983047056867,0.5446097561909551,3.350061559030792,False
llama-3.2-3b-instruct,Stage3,Qatar,ar,0.4999852366,2.4209225828,2.719730817695198,3.844087439288072,2.6367913557076093,False
llama-3.2-3b-instruct,Stage3,Qatar,en,0.4999852366,2.4209225828,1.7902203607851033,3.774352989003028,1.8698878415872549,True
llama-3.2-3b-instruct,Stage3,Russian Federation,en,0.4999852366,2.4209225828,1.279699883661367,2.409874210978674,0.7797929195382161,True
llama-3.2-3b-instruct,Stage3,Russian Federation,ru,0.4999852366,2.4209225828,1.4654188992567971,1.317166118637378,1.4664039311089192,False
llama-3.2-3b-instruct,Stage3,Rwanda,en-native,0.4999852366,2.4209225828,1.763934438945581,1.8952773816366493,1.3688938832561457,True
llama-3.2-3b-instruct,Stage3,Rwanda,fr,0.4999852366,2.4209225828,1.844290455851525,1.3063721801064143,1.746247153942226,False
llama-3.2-3b-instruct,Stage3,Singapore,en-native,0.4999852366,2.4209225828,3.1534079123740093,1.9091813552560004,2.702319555544818,True
llama-3.2-3b-instruct,Stage3,Singapore,zh-cn,0.4999852366,2.4209225828,0.4549575387072831,2.546736485794429,0.13362870860787873,False
llama-3.2-3b-instruct,Stage3,South Africa,en-native,0.4999852366,2.4209225828,1.879313623540368,1.2490475119431843,1.8099276175347965,True
llama-3.2-3b-instruct,Stage3,Zimbabwe,en-native,0.4999852366,2.4209225828,0.7975562058620818,2.168113204086737,0.3904626278057362,True
llama-3.2-3b-instruct,Stage3,Spain,en,0.4999852366,2.4209225828,3.7289988606716977,1.4953587196737068,3.3590471043386554,True
llama-3.2-3b-instruct,Stage3,Spain,es,0.4999852366,2.4209225828,2.8481324177637664,1.7611741108514465,2.439070156974947,False
llama-3.2-3b-instruct,Stage3,Switzerland,de,0.4999852366,2.4209225828,3.2577867208612656,0.5732720902725701,3.3195302934497364,False
llama-3.2-3b-instruct,Stage3,Switzerland,en,0.4999852366,2.4209225828,3.693975692982854,1.5526833878369373,3.309896423626404,True
llama-3.2-3b-instruct,Stage3,Switzerland,fr,0.4999852366,2.4209225828,2.173557087270204,3.0812593395754218,1.7991351732719738,False
llama-3.2-3b-instruct,Stage3,Switzerland,it,0.4999852366,2.4209225828,4.174620901846487,1.0810526726120513,3.911291174091818,False
llama-3.2-3b-instruct,Stage3,Trinidad and Tobago,en-native,0.4999852366,2.4209225828,2.300912873133844,1.5817455283347246,1.9868463656690705,True
llama-3.2-3b-instruct,Stage3,Tunisia,ar,0.4999852366,2.4209225828,2.0980317165251137,4.593290884742063,2.696838258272767,False
llama-3.2-3b-instruct,Stage3,Tunisia,en,0.4999852366,2.4209225828,1.379658361896661,1.0359488391328622,1.6407245588509247,True
llama-3.2-3b-instruct,Stage3,Egypt,ar,0.4999852366,2.4209225828,0.9261696785177156,3.468823115195566,1.131250946663748,False
llama-3.2-3b-instruct,Stage3,Egypt,en,0.4999852366,2.4209225828,2.638040926932053,2.059566009053628,2.168377436783317,True
llama-3.2-3b-instruct,Stage3,United Kingdom,en-native,0.4999852366,2.4209225828,3.284321389885356,2.740585408415813,2.8026259358987917,True
llama-3.2-3b-instruct,Stage3,United States of America,en-native,0.4999852366,2.4209225828,3.704976069090385,2.242362783126903,3.2099610337832303,True
llama-3.2-3b-instruct,Stage3,Burkina Faso,en,0.4999852366,2.4209225828,1.3212342590871011,1.6342078134438631,1.1372642987710018,True
llama-3.2-3b-instruct,Stage3,Burkina Faso,fr,0.4999852366,2.4209225828,3.024068921474876,0.1720084331517443,3.380623211885594,False
llama-3.2-3b-instruct,Stage3,Uruguay,en,0.4999852366,2.4209225828,3.494961516248808,1.7035163925863404,3.079700400593521,True
llama-3.2-3b-instruct,Stage3,Uruguay,es,0.4999852366,2.4209225828,3.494961516248808,1.7035163925863404,3.079700400593521,False
llama-3.2-3b-instruct,Stage3,Venezuela,en,0.4999852366,2.4209225828,0.821578997443394,1.421109140633541,1.0502616179553268,True
llama-3.2-3b-instruct,Stage3,Venezuela,es,0.4999852366,2.4209225828,1.9033364151216805,0.5020434484899886,2.377286617627022,False
llama-3.2-3b-instruct,Stage3,Yemen,ar,0.4999852366,2.4209225828,1.347768928111191,3.801521131587106,1.620120224089992,False
llama-3.2-3b-instruct,Stage3,Yemen,en,0.4999852366,2.4209225828,1.7574232312086902,2.6136191110082305,1.2721172360553212,True
llama-3.2-3b-instruct,Stage3,Zambia,en-native,0.4999852366,2.4209225828,1.3212342590871011,1.6342078134438631,1.1372642987710018,True
mistral-nemo,Stage3,Algeria,ar,6.0520725982,-0.4710848812,2.3998213338360066,0.914227703262374,3.906152871396383,False
