model_name,country,native_language,en_distance,native_distance,english_advantage,internet_collectivity_index,colonial_power,has_colonial_history,gdp_per_capita,HDI,freedom_on_net
deepseek-chat-v3.1,Japan,ja,1.875659864923833,2.9693172973852984,36.831948994622806,58.46,,0,34065.6438962526,0.925,78.0
doubao-1-5-pro-32k-250115,Japan,ja,3.008541729188793,2.314289499062685,-29.99850409411999,58.46,,0,34065.6438962526,0.925,78.0
gemini-2.5-flash,Japan,ja,1.3424046958765643,1.052817126745472,-27.50597057879197,58.46,,0,34065.6438962526,0.925,78.0
gemini-2.5-pro,Japan,ja,0.7611978126882206,0.7440295805029472,-2.307466347462701,58.46,,0,34065.6438962526,0.925,78.0
gemini-3-pro-preview,Japan,ja,0.4571087788570808,0.9954705500058812,54.08113491108498,58.46,,0,34065.6438962526,0.925,78.0
gemma-3-4b-it,Japan,ja,2.5322891359191138,3.0520425442064782,17.029690797527817,58.46,,0,34065.6438962526,0.925,78.0
gpt-4o,Japan,ja,1.8559983562429063,1.667625911754903,-11.295845378761978,58.46,,0,34065.6438962526,0.925,78.0
gpt-4o-mini,Japan,ja,2.182111388141075,2.538755035481614,14.047974001275865,58.46,,0,34065.6438962526,0.925,78.0
gpt-5.1,Japan,ja,0.5992261581182614,0.7545434421911514,20.5842732688601,58.46,,0,34065.6438962526,0.925,78.0
grok-4.1-fast,Japan,ja,4.10961474291304,1.010504269524405,-306.68949818957566,58.46,,0,34065.6438962526,0.925,78.0
kimi-k2,Japan,ja,2.5153198925977054,1.8559983562429063,-35.52382113578279,58.46,,0,34065.6438962526,0.925,78.0
llama-3.2-3b-instruct,Japan,ja,0.2952859319075183,2.921773602151599,89.89360668841455,58.46,,0,34065.6438962526,0.925,78.0
llama-3.3-70b-instruct,Japan,ja,2.0652681764700564,1.979395626529621,-4.338321697264309,58.46,,0,34065.6438962526,0.925,78.0
mistral-medium-3.1,Japan,ja,1.775223955394274,3.011160080343384,41.04518165663804,58.46,,0,34065.6438962526,0.925,78.0
mistral-nemo,Japan,ja,1.6771393545595106,0.9646552910055236,-73.85892869683202,58.46,,0,34065.6438962526,0.925,78.0
phi-3-mini-128k-instruct,Japan,ja,1.5318672812344978,1.668637699240297,8.196531701762968,58.46,,0,34065.6438962526,0.925,78.0
qwen3-max,Japan,ja,1.8457686609811563,1.586399835251754,-16.34952424766496,58.46,,0,34065.6438962526,0.925,78.0
claude-3-7-sonnet-20250219,Jordan,ar,0.2804405343005312,0.3319892462010289,15.527223393640751,50.76,UK,1,4332.25159897931,0.754,47.0
claude-sonnet-4.5,Jordan,ar,0.0588040250422314,0.2012589321723816,70.78190547495062,50.76,UK,1,4332.25159897931,0.754,47.0
deepseek-chat,Jordan,ar,0.2012589321723816,0.2108483924697728,4.548035764022227,50.76,UK,1,4332.25159897931,0.754,47.0
deepseek-chat-v3.1,Jordan,ar,0.2012589321723816,0.4649052043428718,56.709683975929146,50.76,UK,1,4332.25159897931,0.754,47.0
doubao-1-5-pro-32k-250115,Jordan,ar,0.4649052043428718,1.0596196677638663,56.12527603192103,50.76,UK,1,4332.25159897931,0.754,47.0
gemini-2.5-flash,Jordan,ar,0.4649052043428718,0.4649052043428718,0.0,50.76,UK,1,4332.25159897931,0.754,47.0
gemini-2.5-pro,Jordan,ar,0.2012589321723816,0.2012589321723816,0.0,50.76,UK,1,4332.25159897931,0.754,47.0
gemini-3-pro-preview,Jordan,ar,0.2012589321723816,0.2012589321723816,0.0,50.76,UK,1,4332.25159897931,0.754,47.0
gemma-3-4b-it,Jordan,ar,3.5908855576309593,4.597300183884777,21.89142727250377,50.76,UK,1,4332.25159897931,0.754,47.0
gpt-4o,Jordan,ar,0.3266054168775642,0.5837105896650219,44.046686378433606,50.76,UK,1,4332.25159897931,0.754,47.0
gpt-4o-mini,Jordan,ar,0.3974629401477924,1.4416835333544484,72.4306388363199,50.76,UK,1,4332.25159897931,0.754,47.0
gpt-5.1,Jordan,ar,0.2012589321723816,0.2012589321723816,0.0,50.76,UK,1,4332.25159897931,0.754,47.0
grok-4.1-fast,Jordan,ar,1.327287702574482,0.4649052043428718,-185.4964173719155,50.76,UK,1,4332.25159897931,0.754,47.0
kimi-k2,Jordan,ar,0.0588040250422314,0.2804405343005312,79.03155291409666,50.76,UK,1,4332.25159897931,0.754,47.0
llama-3.2-3b-instruct,Jordan,ar,5.262270111092832,6.114422490434812,13.936759860396588,50.76,UK,1,4332.25159897931,0.754,47.0
llama-3.3-70b-instruct,Jordan,ar,0.2012589321723816,0.0588040250422314,-242.25366720703704,50.76,UK,1,4332.25159897931,0.754,47.0
mistral-medium-3.1,Jordan,ar,1.0773925145359269,0.2012589321723816,-435.3265581341364,50.76,UK,1,4332.25159897931,0.754,47.0
mistral-nemo,Jordan,ar,3.2493966204777047,5.108535633741416,36.39279720365003,50.76,UK,1,4332.25159897931,0.754,47.0
phi-3-mini-128k-instruct,Jordan,ar,3.636302636863743,6.491508871377662,43.983706886746845,50.76,UK,1,4332.25159897931,0.754,47.0
qwen3-max,Jordan,ar,0.1473870782634875,0.1473870782634875,0.0,50.76,UK,1,4332.25159897931,0.754,47.0
claude-3-7-sonnet-20250219,Kazakhstan,ru,0.975945969484237,0.8200664355610021,-19.008159237318218,42.86,RU,1,11255.3396437881,0.837,34.0
claude-sonnet-4.5,Kazakhstan,ru,0.8533246271342622,0.4815724352999527,-77.1954880687387,42.86,RU,1,11255.3396437881,0.837,34.0
deepseek-chat,Kazakhstan,ru,0.882829254781482,0.8423169097151779,-4.809632170390948,42.86,RU,1,11255.3396437881,0.837,34.0
deepseek-chat-v3.1,Kazakhstan,ru,0.4601171359669483,1.055572426888476,56.41065224456068,42.86,RU,1,11255.3396437881,0.837,34.0
doubao-1-5-pro-32k-250115,Kazakhstan,ru,0.8369958199834258,1.1459166811555834,26.958405113767153,42.86,RU,1,11255.3396437881,0.837,34.0
gemini-2.5-flash,Kazakhstan,ru,0.3381671416786781,1.281110822378582,73.6035996440325,42.86,RU,1,11255.3396437881,0.837,34.0
gemini-2.5-pro,Kazakhstan,ru,0.3934381596368446,0.4270911282757197,7.879575671529655,42.86,RU,1,11255.3396437881,0.837,34.0
gemini-3-pro-preview,Kazakhstan,ru,0.7957757365939396,0.7957757365939396,0.0,42.86,RU,1,11255.3396437881,0.837,34.0
gemma-3-4b-it,Kazakhstan,ru,3.015390777197813,1.4269321835249311,-111.31983790210226,42.86,RU,1,11255.3396437881,0.837,34.0
gpt-4o,Kazakhstan,ru,0.4815724352999527,0.5135398746400587,6.224918632172815,42.86,RU,1,11255.3396437881,0.837,34.0
gpt-4o-mini,Kazakhstan,ru,1.427719854805391,2.144764970967175,33.432339947180076,42.86,RU,1,11255.3396437881,0.837,34.0
gpt-5.1,Kazakhstan,ru,1.0346780746015771,0.6195188755914762,-67.01316382228616,42.86,RU,1,11255.3396437881,0.837,34.0
grok-4.1-fast,Kazakhstan,ru,2.8301269621509437,2.3030083843555427,-22.88826134442868,42.86,RU,1,11255.3396437881,0.837,34.0
kimi-k2,Kazakhstan,ru,0.8067168933174929,0.5632279145902013,-43.23098561342643,42.86,RU,1,11255.3396437881,0.837,34.0
llama-3.2-3b-instruct,Kazakhstan,ru,2.492197089310941,4.181740066743499,40.40286939088201,42.86,RU,1,11255.3396437881,0.837,34.0
llama-3.3-70b-instruct,Kazakhstan,ru,0.3196092484209854,0.1946016056018737,-64.23772426362144,42.86,RU,1,11255.3396437881,0.837,34.0
mistral-medium-3.1,Kazakhstan,ru,0.4601171359669483,0.3830655510053432,-20.11446468088446,42.86,RU,1,11255.3396437881,0.837,34.0
mistral-nemo,Kazakhstan,ru,2.9082098032591164,1.29308539139723,-124.90469868480074,42.86,RU,1,11255.3396437881,0.837,34.0
phi-3-mini-128k-instruct,Kazakhstan,ru,2.685612013762585,4.446944995578732,39.60770784363894,42.86,RU,1,11255.3396437881,0.837,34.0
qwen3-max,Kazakhstan,ru,0.5762548214031942,0.9371678843275772,38.51103617185304,42.86,RU,1,11255.3396437881,0.837,34.0
claude-3-7-sonnet-20250219,South Korea,ko,0.6436869554987925,0.4000782988232985,-60.89024508252269,50.07,JP,1,34822.4048404971,0.937,66.0
claude-sonnet-4.5,South Korea,ko,0.1443116531576867,0.602450433473862,76.04588773792493,50.07,JP,1,34822.4048404971,0.937,66.0
deepseek-chat,South Korea,ko,1.85244618811144,2.106723609200719,12.069804504908468,50.07,JP,1,34822.4048404971,0.937,66.0
deepseek-chat-v3.1,South Korea,ko,1.992940408343743,2.545851795541615,21.718129396461723,50.07,JP,1,34822.4048404971,0.937,66.0
doubao-1-5-pro-32k-250115,South Korea,ko,1.709236564338139,1.9430726771974756,12.034347227639577,50.07,JP,1,34822.4048404971,0.937,66.0
gemini-2.5-flash,South Korea,ko,1.896787662111504,1.7326352115899657,-9.47414951649878,50.07,JP,1,34822.4048404971,0.937,66.0
gemini-2.5-pro,South Korea,ko,0.539292076849646,1.64517461494574,67.21976670741225,50.07,JP,1,34822.4048404971,0.937,66.0
gemini-3-pro-preview,South Korea,ko,0.7759066100535968,0.7631535768991222,-1.6710965578243486,50.07,JP,1,34822.4048404971,0.937,66.0
gemma-3-4b-it,South Korea,ko,0.7697589227163817,0.8329189456126357,7.582973496874656,50.07,JP,1,34822.4048404971,0.937,66.0
gpt-4o,South Korea,ko,1.560946078418138,0.6708672717541411,-132.6758427694163,50.07,JP,1,34822.4048404971,0.937,66.0
gpt-4o-mini,South Korea,ko,2.068720935810687,1.0460723487079582,-97.76078952529804,50.07,JP,1,34822.4048404971,0.937,66.0
gpt-5.1,South Korea,ko,0.359561682806253,1.096811667409918,67.21755489204949,50.07,JP,1,34822.4048404971,0.937,66.0
grok-4.1-fast,South Korea,ko,1.7774811622969184,1.288520109557179,-37.9474910102706,50.07,JP,1,34822.4048404971,0.937,66.0
kimi-k2,South Korea,ko,1.6995365311852535,0.4518031869968433,-276.1674508057705,50.07,JP,1,34822.4048404971,0.937,66.0
llama-3.2-3b-instruct,South Korea,ko,2.710611604510968,2.774514035269338,2.3031936384551974,50.07,JP,1,34822.4048404971,0.937,66.0
llama-3.3-70b-instruct,South Korea,ko,2.047488546289748,2.072961136340632,1.2288021036347194,50.07,JP,1,34822.4048404971,0.937,66.0
mistral-medium-3.1,South Korea,ko,1.85244618811144,2.0297476908572514,8.735149868352797,50.07,JP,1,34822.4048404971,0.937,66.0
mistral-nemo,South Korea,ko,1.0168682242723015,3.2222502466567273,68.44229509091164,50.07,JP,1,34822.4048404971,0.937,66.0
phi-3-mini-128k-instruct,South Korea,ko,2.471481527192628,1.45475333475963,-69.890074704726,50.07,JP,1,34822.4048404971,0.937,66.0
qwen3-max,South Korea,ko,1.1727337094901231,1.2707872862839888,7.715970867208771,50.07,JP,1,34822.4048404971,0.937,66.0
claude-3-7-sonnet-20250219,Kuwait,ar,1.7059432098661511,2.143426646612322,20.41046925667423,,UK,1,39981.7691035833,0.852,
claude-sonnet-4.5,Kuwait,ar,1.8840371663479432,2.4003890810316375,21.511175782460107,,UK,1,39981.7691035833,0.852,
deepseek-chat,Kuwait,ar,2.0553864007327447,2.4003890810316375,14.372781605497796,,UK,1,39981.7691035833,0.852,
deepseek-chat-v3.1,Kuwait,ar,2.0553864007327447,2.296065867760946,10.482254468723252,,UK,1,39981.7691035833,0.852,
doubao-1-5-pro-32k-250115,Kuwait,ar,2.9351944760925175,2.307167235831574,-27.220707303195695,,UK,1,39981.7691035833,0.852,
gemini-2.5-flash,Kuwait,ar,2.9351944760925175,2.4003890810316375,-22.27994616735349,,UK,1,39981.7691035833,0.852,
gemini-2.5-pro,Kuwait,ar,2.143426646612322,2.143426646612322,0.0,,UK,1,39981.7691035833,0.852,
gemini-3-pro-preview,Kuwait,ar,2.143426646612322,2.4003890810316375,10.705032631996382,,UK,1,39981.7691035833,0.852,
gemma-3-4b-it,Kuwait,ar,1.683312128921522,0.7423074355775692,-126.76751548524943,,UK,1,39981.7691035833,0.852,
gpt-4o,Kuwait,ar,2.0553864007327447,1.882125470460688,-9.205599360474483,,UK,1,39981.7691035833,0.852,
gpt-4o-mini,Kuwait,ar,1.742331701025814,0.7365736616695082,-136.54547965734588,,UK,1,39981.7691035833,0.852,
gpt-5.1,Kuwait,ar,2.143426646612322,2.143426646612322,0.0,,UK,1,39981.7691035833,0.852,
grok-4.1-fast,Kuwait,ar,3.269325365511158,2.9351944760925175,-11.38360310160616,,UK,1,39981.7691035833,0.852,
kimi-k2,Kuwait,ar,2.0553864007327447,2.143426646612322,4.10745317637649,,UK,1,39981.7691035833,0.852,
llama-3.2-3b-instruct,Kuwait,ar,3.6500899977746672,6.492179809785949,43.77712717887564,,UK,1,39981.7691035833,0.852,
llama-3.3-70b-instruct,Kuwait,ar,2.4003890810316375,2.296065867760946,-4.543563611806336,,UK,1,39981.7691035833,0.852,
mistral-medium-3.1,Kuwait,ar,3.015915538073795,3.269325365511158,7.751135145820596,,UK,1,39981.7691035833,0.852,
mistral-nemo,Kuwait,ar,0.699459582904936,3.268087843104164,78.5972832896511,,UK,1,39981.7691035833,0.852,
phi-3-mini-128k-instruct,Kuwait,ar,1.438037039884824,6.263206454278259,77.03992275549957,,UK,1,39981.7691035833,0.852,
qwen3-max,Kuwait,ar,2.4003890810316375,3.269325365511158,26.57845846871416,,UK,1,39981.7691035833,0.852,
claude-3-7-sonnet-20250219,Kyrgyzstan,ru,1.597128976005783,1.597128976005783,0.0,45.2,RU,1,1739.72018344174,0.72,48.0
claude-sonnet-4.5,Kyrgyzstan,ru,1.5636108859125155,0.4070418816514846,-284.1400495616082,45.2,RU,1,1739.72018344174,0.72,48.0
deepseek-chat,Kyrgyzstan,ru,0.4070418816514846,0.4418388646885889,7.875491682160979,45.2,RU,1,1739.72018344174,0.72,48.0
deepseek-chat-v3.1,Kyrgyzstan,ru,0.4070418816514846,0.3536600682999722,-15.094102539796566,45.2,RU,1,1739.72018344174,0.72,48.0
doubao-1-5-pro-32k-250115,Kyrgyzstan,ru,0.8273281847661188,0.5751715056969886,-43.84025922208517,45.2,RU,1,1739.72018344174,0.72,48.0
gemini-2.5-flash,Kyrgyzstan,ru,0.4399596565264377,0.7580613882693544,41.96252924438472,45.2,RU,1,1739.72018344174,0.72,48.0
gemini-2.5-pro,Kyrgyzstan,ru,0.7887493677326413,0.4031141385009723,-95.66402971270102,45.2,RU,1,1739.72018344174,0.72,48.0
gemini-3-pro-preview,Kyrgyzstan,ru,0.745561842846481,0.745561842846481,0.0,45.2,RU,1,1739.72018344174,0.72,48.0
gemma-3-4b-it,Kyrgyzstan,ru,2.3598390832667175,1.5213528181852105,-55.11451749119707,45.2,RU,1,1739.72018344174,0.72,48.0
gpt-4o,Kyrgyzstan,ru,0.4495288889523131,0.6670329173557188,32.60769037690744,45.2,RU,1,1739.72018344174,0.72,48.0
gpt-4o-mini,Kyrgyzstan,ru,1.1301284717428108,2.004503373740359,43.620525335708656,45.2,RU,1,1739.72018344174,0.72,48.0
gpt-5.1,Kyrgyzstan,ru,0.4247427702824865,1.4570537268746688,70.84920326215111,45.2,RU,1,1739.72018344174,0.72,48.0
grok-4.1-fast,Kyrgyzstan,ru,2.353474422400023,1.6774799301900578,-40.298216392572584,45.2,RU,1,1739.72018344174,0.72,48.0
kimi-k2,Kyrgyzstan,ru,0.7334784178597221,0.4948271819057447,-48.2292090411953,45.2,RU,1,1739.72018344174,0.72,48.0
llama-3.2-3b-instruct,Kyrgyzstan,ru,5.8261522206211565,3.993450403905786,-45.89269006378295,45.2,RU,1,1739.72018344174,0.72,48.0
llama-3.3-70b-instruct,Kyrgyzstan,ru,0.8273281847661188,1.7006574217687702,51.35244910726021,45.2,RU,1,1739.72018344174,0.72,48.0
mistral-medium-3.1,Kyrgyzstan,ru,0.4031141385009723,0.4031141385009723,0.0,45.2,RU,1,1739.72018344174,0.72,48.0
mistral-nemo,Kyrgyzstan,ru,4.015631966503046,4.082278797763183,1.6325889181467643,45.2,RU,1,1739.72018344174,0.72,48.0
phi-3-mini-128k-instruct,Kyrgyzstan,ru,3.354325520890145,4.6789588126284425,28.31042855438547,45.2,RU,1,1739.72018344174,0.72,48.0
qwen3-max,Kyrgyzstan,ru,0.3362117772341431,1.5809960770066764,78.73418017135766,45.2,RU,1,1739.72018344174,0.72,48.0
claude-3-7-sonnet-20250219,Lebanon,ar,0.620436179216175,2.185940176040183,71.61696436084122,,FR,1,3654.35845534878,0.752,50.0
claude-sonnet-4.5,Lebanon,ar,0.4371419015757078,1.097134280644783,60.15602563080969,,FR,1,3654.35845534878,0.752,50.0
deepseek-chat,Lebanon,ar,0.7690385893758946,1.3029866824882383,40.97878361217736,,FR,1,3654.35845534878,0.752,50.0
deepseek-chat-v3.1,Lebanon,ar,1.3236086822892352,2.2753134626075204,41.82741393476514,,FR,1,3654.35845534878,0.752,50.0
doubao-1-5-pro-32k-250115,Lebanon,ar,1.3344902563151766,1.7193900235556814,22.38583229909267,,FR,1,3654.35845534878,0.752,50.0
gemini-2.5-flash,Lebanon,ar,4.6472558399337025,3.4341319997988697,-35.325486620953505,,FR,1,3654.35845534878,0.752,50.0
gemini-2.5-pro,Lebanon,ar,4.4361403139769555,4.428543753572766,-0.1715363068968353,,FR,1,3654.35845534878,0.752,50.0
gemini-3-pro-preview,Lebanon,ar,2.3412268124487055,0.7590501127594973,-208.4416658522408,,FR,1,3654.35845534878,0.752,50.0
gemma-3-4b-it,Lebanon,ar,2.7141878889873756,2.334868750714966,-16.24584414675375,,FR,1,3654.35845534878,0.752,50.0
gpt-4o,Lebanon,ar,0.366373667129593,1.596929283213482,77.05761482485039,,FR,1,3654.35845534878,0.752,50.0
gpt-4o-mini,Lebanon,ar,1.6182199524267231,2.352508755023366,31.21301040978908,,FR,1,3654.35845534878,0.752,50.0
gpt-5.1,Lebanon,ar,2.2489682341782253,0.4669414429018115,-381.638172915643,,FR,1,3654.35845534878,0.752,50.0
grok-4.1-fast,Lebanon,ar,2.706481829513785,4.556549535021125,40.60238325706609,,FR,1,3654.35845534878,0.752,50.0
kimi-k2,Lebanon,ar,1.1170773323606409,1.77662905121143,37.123772033394395,,FR,1,3654.35845534878,0.752,50.0
llama-3.2-3b-instruct,Lebanon,ar,3.807397112421856,4.149862733680073,8.252456604860294,,FR,1,3654.35845534878,0.752,50.0
llama-3.3-70b-instruct,Lebanon,ar,0.7790893757297976,0.8858284562337821,12.049633284281692,,FR,1,3654.35845534878,0.752,50.0
mistral-medium-3.1,Lebanon,ar,2.185940176040183,3.51075742321755,37.735938074673186,,FR,1,3654.35845534878,0.752,50.0
mistral-nemo,Lebanon,ar,3.1769361342514277,3.1912817616227787,0.4495255650524608,,FR,1,3654.35845534878,0.752,50.0
phi-3-mini-128k-instruct,Lebanon,ar,2.957473696760978,4.406671478393147,32.88644930165309,,FR,1,3654.35845534878,0.752,50.0
qwen3-max,Lebanon,ar,0.8613761132253817,4.6993650797973805,81.6703725163119,,FR,1,3654.35845534878,0.752,50.0
claude-3-7-sonnet-20250219,Libya,ar,1.3131843237909946,0.5969889352506061,-119.96795019990468,,IT,0,5986.63694851258,0.721,43.0
claude-sonnet-4.5,Libya,ar,1.9524574089576172,0.8366411426406263,-133.3685626307147,,IT,0,5986.63694851258,0.721,43.0
deepseek-chat,Libya,ar,0.5969889352506061,2.9285094361758595,79.61458044573784,,IT,0,5986.63694851258,0.721,43.0
deepseek-chat-v3.1,Libya,ar,0.8366411426406263,2.1805454007296916,61.63156509556485,,IT,0,5986.63694851258,0.721,43.0
doubao-1-5-pro-32k-250115,Libya,ar,1.7044208327422226,1.6954317236768377,-0.5301958751774691,,IT,0,5986.63694851258,0.721,43.0
gemini-2.5-flash,Libya,ar,1.5779797115788952,2.1805454007296916,27.633714434432576,,IT,0,5986.63694851258,0.721,43.0
gemini-2.5-pro,Libya,ar,4.381251348767149,3.1738784538370424,-38.04093044175841,,IT,0,5986.63694851258,0.721,43.0
gemini-3-pro-preview,Libya,ar,2.1805454007296916,0.8366411426406263,-160.63090727852608,,IT,0,5986.63694851258,0.721,43.0
gemma-3-4b-it,Libya,ar,3.44681097474262,0.563893278086601,-511.25236080811544,,IT,0,5986.63694851258,0.721,43.0
gpt-4o,Libya,ar,0.5969889352506061,0.3727073066943182,-60.176343347149896,,IT,0,5986.63694851258,0.721,43.0
gpt-4o-mini,Libya,ar,2.1085575250321753,1.223692396416343,-72.31107516947993,,IT,0,5986.63694851258,0.721,43.0
gpt-5.1,Libya,ar,0.5969889352506061,0.5969889352506061,0.0,,IT,0,5986.63694851258,0.721,43.0
grok-4.1-fast,Libya,ar,3.794197921248444,2.9285094361758595,-29.560720357555955,,IT,0,5986.63694851258,0.721,43.0
kimi-k2,Libya,ar,0.5969889352506061,1.567624438752998,61.91760472135186,,IT,0,5986.63694851258,0.721,43.0
llama-3.2-3b-instruct,Libya,ar,5.611785949071273,6.742621314383003,16.771450042722872,,IT,0,5986.63694851258,0.721,43.0
llama-3.3-70b-instruct,Libya,ar,1.5779797115788952,2.1805454007296916,27.633714434432576,,IT,0,5986.63694851258,0.721,43.0
mistral-medium-3.1,Libya,ar,1.7139941174597573,2.9285094361758595,41.47213267313404,,IT,0,5986.63694851258,0.721,43.0
mistral-nemo,Libya,ar,3.800951009712797,2.928484777630632,-29.7924113776018,,IT,0,5986.63694851258,0.721,43.0
phi-3-mini-128k-instruct,Libya,ar,3.778120369293134,6.548673337432908,42.307087640224786,,IT,0,5986.63694851258,0.721,43.0
qwen3-max,Libya,ar,1.6292282354904524,2.8694602530237523,43.22178765941714,,IT,0,5986.63694851258,0.721,43.0
claude-3-7-sonnet-20250219,Luxembourg,fr,3.463876303009674,2.441032828694446,-41.902077771820984,57.13,,0,123719.658915996,0.922,
claude-sonnet-4.5,Luxembourg,fr,3.7226073519053937,2.9325273673415233,-26.94194752835728,57.13,,0,123719.658915996,0.922,
deepseek-chat,Luxembourg,fr,1.7758622469785907,1.609991797020671,-10.302564911502474,57.13,,0,123719.658915996,0.922,
deepseek-chat-v3.1,Luxembourg,fr,4.0152083156429645,0.9389960566742378,-327.60651518219794,57.13,,0,123719.658915996,0.922,
doubao-1-5-pro-32k-250115,Luxembourg,fr,3.374959726259714,1.96466066306889,-71.78334099629568,57.13,,0,123719.658915996,0.922,
gemini-2.5-flash,Luxembourg,fr,1.2697808737726717,1.0252901973799269,-23.845997651935757,57.13,,0,123719.658915996,0.922,
gemini-2.5-pro,Luxembourg,fr,4.194004904311049,2.9417467771681594,-42.56852210605163,57.13,,0,123719.658915996,0.922,
gemini-3-pro-preview,Luxembourg,fr,3.5397970363959925,3.210195884082498,-10.267322126596564,57.13,,0,123719.658915996,0.922,
gemma-3-4b-it,Luxembourg,fr,2.021344188763756,2.9107413640076873,30.555692314048628,57.13,,0,123719.658915996,0.922,
gpt-4o,Luxembourg,fr,2.427272538539636,3.6016423067943726,32.60650748241515,57.13,,0,123719.658915996,0.922,
gpt-4o-mini,Luxembourg,fr,4.987786418960332,2.8398512736356687,-75.63548011353454,57.13,,0,123719.658915996,0.922,
gpt-5.1,Luxembourg,fr,3.5212752241750898,2.5094794364477204,-40.31895113512511,57.13,,0,123719.658915996,0.922,
grok-4.1-fast,Luxembourg,fr,3.279163328191197,2.7512552732389577,-19.18789797831996,57.13,,0,123719.658915996,0.922,
kimi-k2,Luxembourg,fr,4.37611336401751,4.449049517898383,1.6393648483221843,57.13,,0,123719.658915996,0.922,
llama-3.2-3b-instruct,Luxembourg,fr,1.5483147053529038,0.6481915325847822,-138.86685146575672,57.13,,0,123719.658915996,0.922,
llama-3.3-70b-instruct,Luxembourg,fr,2.4009398880612753,3.335856494424065,28.026283742286783,57.13,,0,123719.658915996,0.922,
mistral-medium-3.1,Luxembourg,fr,2.9863052806516364,2.3085347073906965,-29.359340844695993,57.13,,0,123719.658915996,0.922,
mistral-nemo,Luxembourg,fr,3.0167581786004276,3.2490165003431626,7.148573167240109,57.13,,0,123719.658915996,0.922,
phi-3-mini-128k-instruct,Luxembourg,fr,0.8747064982131371,1.1057027184542367,20.89134958119941,57.13,,0,123719.658915996,0.922,
qwen3-max,Luxembourg,fr,2.67875626081212,1.6193921395576083,-65.41739306848261,57.13,,0,123719.658915996,0.922,
claude-3-7-sonnet-20250219,Macao,zh-cn,1.2222576241296552,0.8943445491317256,-36.665184051972375,,PT,1,40386.0,0.924,
claude-sonnet-4.5,Macao,zh-cn,0.9707671008631212,0.4547451650468308,-113.47496916501558,,PT,1,40386.0,0.924,
deepseek-chat,Macao,zh-cn,1.8396317642376012,1.9513405962867756,5.724722391454683,,PT,1,40386.0,0.924,
deepseek-chat-v3.1,Macao,zh-cn,1.924783988062481,0.5044071895736909,-281.5932896771848,,PT,1,40386.0,0.924,
doubao-1-5-pro-32k-250115,Macao,zh-cn,2.38558643550953,1.9221673299474915,-24.109196860332563,,PT,1,40386.0,0.924,
gemini-2.5-flash,Macao,zh-cn,0.9659160626513824,1.2239874185152189,21.08447782714097,,PT,1,40386.0,0.924,
gemini-2.5-pro,Macao,zh-cn,0.5650515847041483,1.4066904991291402,59.83113662501006,,PT,1,40386.0,0.924,
gemini-3-pro-preview,Macao,zh-cn,1.7581055307710145,1.5044211171319382,-16.86259324268897,,PT,1,40386.0,0.924,
gemma-3-4b-it,Macao,zh-cn,0.7684082195083741,1.334675257214589,42.42732714533049,,PT,1,40386.0,0.924,
gpt-4o,Macao,zh-cn,1.6812786524067296,0.2066883908417436,-713.4364226068433,,PT,1,40386.0,0.924,
gpt-4o-mini,Macao,zh-cn,0.9588901837507512,1.3388621782433132,28.38021722229196,,PT,1,40386.0,0.924,
gpt-5.1,Macao,zh-cn,1.0215502555820684,0.7007975453106763,-45.76966806143657,,PT,1,40386.0,0.924,
grok-4.1-fast,Macao,zh-cn,2.7915644670411375,2.0217998511466435,-38.07323536293317,,PT,1,40386.0,0.924,
kimi-k2,Macao,zh-cn,1.6812786524067296,1.9833770483072828,15.2315161738097,,PT,1,40386.0,0.924,
llama-3.2-3b-instruct,Macao,zh-cn,0.8058899637212698,1.003234698150632,19.67084419958246,,PT,1,40386.0,0.924,
llama-3.3-70b-instruct,Macao,zh-cn,2.260013645461308,1.627661844615997,-38.85031789231978,,PT,1,40386.0,0.924,
mistral-medium-3.1,Macao,zh-cn,0.9677610046406444,0.5467358894038229,-77.00703820558039,,PT,1,40386.0,0.924,
mistral-nemo,Macao,zh-cn,1.3750980605716632,2.1786210168319657,36.882181437354475,,PT,1,40386.0,0.924,
phi-3-mini-128k-instruct,Macao,zh-cn,1.8207254090082527,1.405811318514981,-29.514208985851916,,PT,1,40386.0,0.924,
qwen3-max,Macao,zh-cn,1.7963243008038468,1.819794392942178,1.2897112019553862,,PT,1,40386.0,0.924,
claude-3-7-sonnet-20250219,Mali,fr,1.4052660569812412,2.9537311226867766,52.424035952772115,,FR,1,976.914116406452,0.419,
claude-sonnet-4.5,Mali,fr,1.5920283841749008,1.7111563131517953,6.961837914005158,,FR,1,976.914116406452,0.419,
deepseek-chat,Mali,fr,1.4052660569812412,3.1204340657681437,54.96568658837171,,FR,1,976.914116406452,0.419,
deepseek-chat-v3.1,Mali,fr,1.845422716054884,3.1204340657681437,40.860063787292226,,FR,1,976.914116406452,0.419,
doubao-1-5-pro-32k-250115,Mali,fr,2.977303031045534,0.9752789232038316,-205.2770812748594,,FR,1,976.914116406452,0.419,
gemini-2.5-flash,Mali,fr,0.9621337730013456,0.9621337730013456,0.0,,FR,1,976.914116406452,0.419,
gemini-2.5-pro,Mali,fr,1.8514495780429896,3.869152350015924,52.14844465777189,,FR,1,976.914116406452,0.419,
gemini-3-pro-preview,Mali,fr,2.1088115451167195,2.9537311226867766,28.605162165251528,,FR,1,976.914116406452,0.419,
