model_name,country,native_language,en_distance,native_distance,english_advantage,internet_collectivity_index,colonial_power,has_colonial_history,gdp_per_capita,HDI,freedom_on_net
llama-3.2-3b-instruct,China,zh-cn,2.120618050501259,2.7333437142661183,22.41670744029978,42.3,CN,1,12970.6056414327,0.955,9.0
llama-3.3-70b-instruct,China,zh-cn,0.721282647949332,0.8186619235444871,11.89493156998689,42.3,CN,1,12970.6056414327,0.955,9.0
mistral-medium-3.1,China,zh-cn,1.2695286264714396,0.9850641252579144,-28.87776479922517,42.3,CN,1,12970.6056414327,0.955,9.0
mistral-nemo,China,zh-cn,1.733698189726511,2.9185853338765955,40.59799555616435,42.3,CN,1,12970.6056414327,0.955,9.0
phi-3-mini-128k-instruct,China,zh-cn,2.70234096014245,0.7773005816809864,-247.65713854200143,42.3,CN,1,12970.6056414327,0.955,9.0
qwen3-max,China,zh-cn,0.525047417708496,0.5601045221116857,6.25902898820005,42.3,CN,1,12970.6056414327,0.955,9.0
claude-3-7-sonnet-20250219,Colombia,es,1.104692665611016,2.3912620802383606,53.80294469852086,49.7,ES,1,6680.44506854481,0.788,65.0
claude-sonnet-4.5,Colombia,es,1.2861450695522851,2.1599437411061917,40.454695875847214,49.7,ES,1,6680.44506854481,0.788,65.0
deepseek-chat,Colombia,es,0.9257895566514736,2.4573888479434043,62.326289653903586,49.7,ES,1,6680.44506854481,0.788,65.0
deepseek-chat-v3.1,Colombia,es,1.116164827986858,1.0864167811312806,-2.7381799850883013,49.7,ES,1,6680.44506854481,0.788,65.0
doubao-1-5-pro-32k-250115,Colombia,es,0.8973198366528471,0.9954292696390902,9.855992382242722,49.7,ES,1,6680.44506854481,0.788,65.0
gemini-2.5-flash,Colombia,es,2.183529175392711,2.1818618748847443,-0.0764164096343125,49.7,ES,1,6680.44506854481,0.788,65.0
gemini-2.5-pro,Colombia,es,1.9112223767363057,1.197525772677537,-59.597598677398054,49.7,ES,1,6680.44506854481,0.788,65.0
gemini-3-pro-preview,Colombia,es,0.8642618595654745,1.072967604834914,19.451262491895154,49.7,ES,1,6680.44506854481,0.788,65.0
gemma-3-4b-it,Colombia,es,3.1852868546126474,3.021801224847533,-5.410204629636523,49.7,ES,1,6680.44506854481,0.788,65.0
gpt-4o,Colombia,es,1.1434728681919009,1.2672694183558493,9.768763324578732,49.7,ES,1,6680.44506854481,0.788,65.0
gpt-4o-mini,Colombia,es,3.8473232378558646,5.140581144925967,25.157815247146104,49.7,ES,1,6680.44506854481,0.788,65.0
gpt-5.1,Colombia,es,1.7193472915204222,1.0055973705951962,-70.97770358158051,49.7,ES,1,6680.44506854481,0.788,65.0
grok-4.1-fast,Colombia,es,1.2026781521865155,2.4294169277144286,50.4951933747336,49.7,ES,1,6680.44506854481,0.788,65.0
kimi-k2,Colombia,es,1.7388352526326731,1.5806606432855006,-10.006867066570145,49.7,ES,1,6680.44506854481,0.788,65.0
llama-3.2-3b-instruct,Colombia,es,3.6578653360449302,3.0378590205503433,-20.409318250136113,49.7,ES,1,6680.44506854481,0.788,65.0
llama-3.3-70b-instruct,Colombia,es,1.158422707816405,2.500333211475137,53.66926686011727,49.7,ES,1,6680.44506854481,0.788,65.0
mistral-medium-3.1,Colombia,es,1.6761558201193745,1.036132715827684,-61.77037888244141,49.7,ES,1,6680.44506854481,0.788,65.0
mistral-nemo,Colombia,es,3.810888541544669,3.4497498958361796,-10.468545738471672,49.7,ES,1,6680.44506854481,0.788,65.0
phi-3-mini-128k-instruct,Colombia,es,4.101109539046911,4.263286901725622,3.804045245302806,49.7,ES,1,6680.44506854481,0.788,65.0
qwen3-max,Colombia,es,2.378288105927213,2.26527244137485,-4.989053964907251,49.7,ES,1,6680.44506854481,0.788,65.0
claude-3-7-sonnet-20250219,Ecuador,es,2.313313546601381,2.313313546601381,0.0,47.65,ES,1,6515.58528418336,0.777,63.0
claude-sonnet-4.5,Ecuador,es,2.246947200539554,2.102230218318089,-6.88397402722368,47.65,ES,1,6515.58528418336,0.777,63.0
deepseek-chat,Ecuador,es,1.0241257980027938,2.379647166483632,56.96312409557217,47.65,ES,1,6515.58528418336,0.777,63.0
deepseek-chat-v3.1,Ecuador,es,0.9569649158301464,2.15273720813116,55.54659843219277,47.65,ES,1,6515.58528418336,0.777,63.0
doubao-1-5-pro-32k-250115,Ecuador,es,1.276552283362785,0.9998895477802032,-27.669329697143496,47.65,ES,1,6515.58528418336,0.777,63.0
gemini-2.5-flash,Ecuador,es,2.2599927634752195,0.90699898862518,-149.17257811950748,47.65,ES,1,6515.58528418336,0.777,63.0
gemini-2.5-pro,Ecuador,es,0.8810944199200783,2.209625358801917,60.124714517314494,47.65,ES,1,6515.58528418336,0.777,63.0
gemini-3-pro-preview,Ecuador,es,0.893516285053932,0.893516285053932,0.0,47.65,ES,1,6515.58528418336,0.777,63.0
gemma-3-4b-it,Ecuador,es,3.2050372358613464,3.0728946844543663,-4.30026294345469,47.65,ES,1,6515.58528418336,0.777,63.0
gpt-4o,Ecuador,es,1.1216956645808254,1.3131117537343957,14.577288536881683,47.65,ES,1,6515.58528418336,0.777,63.0
gpt-4o-mini,Ecuador,es,2.326550414415905,3.4068584049100896,31.709800117821302,47.65,ES,1,6515.58528418336,0.777,63.0
gpt-5.1,Ecuador,es,0.8810944199200783,0.9210291223433814,4.335878361988916,47.65,ES,1,6515.58528418336,0.777,63.0
grok-4.1-fast,Ecuador,es,2.212391012565835,2.24408974773042,1.412543112263848,47.65,ES,1,6515.58528418336,0.777,63.0
kimi-k2,Ecuador,es,0.9697935055722942,1.189707776783097,18.48473007425729,47.65,ES,1,6515.58528418336,0.777,63.0
llama-3.2-3b-instruct,Ecuador,es,3.9248128886092215,3.9248128886092215,0.0,47.65,ES,1,6515.58528418336,0.777,63.0
llama-3.3-70b-instruct,Ecuador,es,1.2581940664986382,2.4362156977810727,48.35457026056385,47.65,ES,1,6515.58528418336,0.777,63.0
mistral-medium-3.1,Ecuador,es,1.051181854149937,0.9210291223433814,-14.13122871461512,47.65,ES,1,6515.58528418336,0.777,63.0
mistral-nemo,Ecuador,es,3.713279693656883,3.634664956291988,-2.162915655507805,47.65,ES,1,6515.58528418336,0.777,63.0
phi-3-mini-128k-instruct,Ecuador,es,4.4125821899351,4.591997484749758,3.907129640434352,47.65,ES,1,6515.58528418336,0.777,63.0
qwen3-max,Ecuador,es,0.9762020701085607,2.0440978893562116,52.242890362945595,47.65,ES,1,6515.58528418336,0.777,63.0
claude-3-7-sonnet-20250219,Egypt,ar,1.041805743285278,0.938340196477584,-11.026442989023728,40.77,UK,1,4233.30783744856,0.754,28.0
claude-sonnet-4.5,Egypt,ar,1.1466803906117742,1.1936455240998105,3.93459637218972,40.77,UK,1,4233.30783744856,0.754,28.0
deepseek-chat,Egypt,ar,0.938340196477584,1.1936455240998105,21.388705647329022,40.77,UK,1,4233.30783744856,0.754,28.0
deepseek-chat-v3.1,Egypt,ar,1.1936455240998105,1.354566728891298,11.879902359863848,40.77,UK,1,4233.30783744856,0.754,28.0
doubao-1-5-pro-32k-250115,Egypt,ar,1.354566728891298,1.5921414088685812,14.921707246224448,40.77,UK,1,4233.30783744856,0.754,28.0
gemini-2.5-flash,Egypt,ar,1.354566728891298,1.354566728891298,0.0,40.77,UK,1,4233.30783744856,0.754,28.0
gemini-2.5-pro,Egypt,ar,1.0464124646035284,1.0464124646035284,0.0,40.77,UK,1,4233.30783744856,0.754,28.0
gemini-3-pro-preview,Egypt,ar,1.1936455240998105,1.1936455240998105,0.0,40.77,UK,1,4233.30783744856,0.754,28.0
gemma-3-4b-it,Egypt,ar,2.016016544115011,3.7322276453392695,45.98355899773232,40.77,UK,1,4233.30783744856,0.754,28.0
gpt-4o,Egypt,ar,1.0880633471647183,1.4175662596139664,23.24426884560434,40.77,UK,1,4233.30783744856,0.754,28.0
gpt-4o-mini,Egypt,ar,1.16056046139125,1.109381378076994,-4.613299296854056,40.77,UK,1,4233.30783744856,0.754,28.0
gpt-5.1,Egypt,ar,1.1936455240998105,1.1936455240998105,0.0,40.77,UK,1,4233.30783744856,0.754,28.0
grok-4.1-fast,Egypt,ar,1.2747218488334584,1.80500155966062,29.378351945959867,40.77,UK,1,4233.30783744856,0.754,28.0
kimi-k2,Egypt,ar,1.1466803906117742,1.035405232733499,-10.747015213020084,40.77,UK,1,4233.30783744856,0.754,28.0
llama-3.2-3b-instruct,Egypt,ar,5.596588474332821,5.31932474590447,-5.212385813478033,40.77,UK,1,4233.30783744856,0.754,28.0
llama-3.3-70b-instruct,Egypt,ar,1.1936455240998105,1.1936455240998105,0.0,40.77,UK,1,4233.30783744856,0.754,28.0
mistral-medium-3.1,Egypt,ar,1.1936455240998105,1.1936455240998105,0.0,40.77,UK,1,4233.30783744856,0.754,28.0
mistral-nemo,Egypt,ar,2.161001933543608,4.00391289417069,46.027748588391674,40.77,UK,1,4233.30783744856,0.754,28.0
phi-3-mini-128k-instruct,Egypt,ar,3.5534370365603234,4.613395890218685,22.975675161667457,40.77,UK,1,4233.30783744856,0.754,28.0
qwen3-max,Egypt,ar,1.0131229491731746,1.0131229491731746,0.0,40.77,UK,1,4233.30783744856,0.754,28.0
claude-3-7-sonnet-20250219,France,fr,2.501254503322655,1.3092212444782525,-91.04903116046276,62.99,,0,40988.6396406579,0.92,76.0
claude-sonnet-4.5,France,fr,2.130329972939916,2.2033527086075124,3.3141646084319327,62.99,,0,40988.6396406579,0.92,76.0
deepseek-chat,France,fr,2.429302098810739,2.2919658475217304,-5.9920723267979215,62.99,,0,40988.6396406579,0.92,76.0
deepseek-chat-v3.1,France,fr,2.6122583999762012,1.5175484184526975,-72.13674161643402,62.99,,0,40988.6396406579,0.92,76.0
doubao-1-5-pro-32k-250115,France,fr,2.311142109196404,1.6064257023974138,-43.86859633453814,62.99,,0,40988.6396406579,0.92,76.0
gemini-2.5-flash,France,fr,3.4583929356665943,1.4833043503753045,-133.15464117607115,62.99,,0,40988.6396406579,0.92,76.0
gemini-2.5-pro,France,fr,3.237901263929573,2.826286200463036,-14.56381393360308,62.99,,0,40988.6396406579,0.92,76.0
gemini-3-pro-preview,France,fr,3.4583929356665943,1.7438716073090998,-98.31694725525723,62.99,,0,40988.6396406579,0.92,76.0
gemma-3-4b-it,France,fr,2.2706453573625947,2.628958907259458,13.629484618699696,62.99,,0,40988.6396406579,0.92,76.0
gpt-4o,France,fr,2.476027095276989,3.584613255140441,30.926241715858925,62.99,,0,40988.6396406579,0.92,76.0
gpt-4o-mini,France,fr,3.941599809108875,3.8602152536277594,-2.108290603862891,62.99,,0,40988.6396406579,0.92,76.0
gpt-5.1,France,fr,3.237901263929573,3.237901263929573,0.0,62.99,,0,40988.6396406579,0.92,76.0
grok-4.1-fast,France,fr,2.8801124937651212,3.0657112055881397,6.054018117711527,62.99,,0,40988.6396406579,0.92,76.0
kimi-k2,France,fr,3.1882906863491387,3.218239671115112,0.9306014413648704,62.99,,0,40988.6396406579,0.92,76.0
llama-3.2-3b-instruct,France,fr,1.5958494283058795,0.7264076956688881,-119.69060044668105,62.99,,0,40988.6396406579,0.92,76.0
llama-3.3-70b-instruct,France,fr,1.8574805526322056,1.922567883558046,3.3854373352677025,62.99,,0,40988.6396406579,0.92,76.0
mistral-medium-3.1,France,fr,2.8241810468051978,3.810040851862355,25.875307992439694,62.99,,0,40988.6396406579,0.92,76.0
mistral-nemo,France,fr,3.236152238882374,2.477983881957892,-30.596177902716693,62.99,,0,40988.6396406579,0.92,76.0
phi-3-mini-128k-instruct,France,fr,0.908709854200098,0.6554696377466952,-38.63492706145252,62.99,,0,40988.6396406579,0.92,76.0
qwen3-max,France,fr,2.4862032484812104,2.64708497452695,6.0776940519066605,62.99,,0,40988.6396406579,0.92,76.0
claude-3-7-sonnet-20250219,Germany,de,3.5537872504370607,2.20180550818782,-61.4033227377099,57.97,,0,50506.5179638543,0.959,77.0
claude-sonnet-4.5,Germany,de,3.086043315444899,2.65183529768622,-16.37386824655116,57.97,,0,50506.5179638543,0.959,77.0
deepseek-chat,Germany,de,2.4386223798153135,1.5889947394256296,-53.46950617953568,57.97,,0,50506.5179638543,0.959,77.0
deepseek-chat-v3.1,Germany,de,2.3371645636575793,1.977348472192639,-18.196898347712477,57.97,,0,50506.5179638543,0.959,77.0
doubao-1-5-pro-32k-250115,Germany,de,2.0741982643393477,0.9753484147954024,-112.66228897029067,57.97,,0,50506.5179638543,0.959,77.0
gemini-2.5-flash,Germany,de,1.2976918842667329,0.0277274947599716,-4580.162760828023,57.97,,0,50506.5179638543,0.959,77.0
gemini-2.5-pro,Germany,de,2.2687674161391125,0.8731548906317506,-159.835619141708,57.97,,0,50506.5179638543,0.959,77.0
gemini-3-pro-preview,Germany,de,2.397166112602755,2.409428048509481,0.5089147988590489,57.97,,0,50506.5179638543,0.959,77.0
gemma-3-4b-it,Germany,de,1.6554744583373868,1.9022053654129425,12.970781786329027,57.97,,0,50506.5179638543,0.959,77.0
gpt-4o,Germany,de,1.6410513464534873,0.1365766884580391,-1101.5603577602285,57.97,,0,50506.5179638543,0.959,77.0
gpt-4o-mini,Germany,de,2.700573678711607,1.3387493696900197,-101.72361906223796,57.97,,0,50506.5179638543,0.959,77.0
gpt-5.1,Germany,de,2.58953952030464,3.3037915004085394,21.619160289490924,57.97,,0,50506.5179638543,0.959,77.0
grok-4.1-fast,Germany,de,3.486213126667764,2.081434440496607,-67.4908927631654,57.97,,0,50506.5179638543,0.959,77.0
kimi-k2,Germany,de,4.06951075882666,2.1331653971813447,-90.77333451048396,57.97,,0,50506.5179638543,0.959,77.0
llama-3.2-3b-instruct,Germany,de,1.6590101402281798,1.0056175891769914,-64.97425642544023,57.97,,0,50506.5179638543,0.959,77.0
llama-3.3-70b-instruct,Germany,de,2.557530311620565,3.2913436030811223,22.295250206438887,57.97,,0,50506.5179638543,0.959,77.0
mistral-medium-3.1,Germany,de,1.1771910377159285,2.365082446596567,50.22621560572039,57.97,,0,50506.5179638543,0.959,77.0
mistral-nemo,Germany,de,2.0521352370613353,2.546111164613518,19.401192470210347,57.97,,0,50506.5179638543,0.959,77.0
phi-3-mini-128k-instruct,Germany,de,1.322619185741997,1.322619185741997,0.0,57.97,,0,50506.5179638543,0.959,77.0
qwen3-max,Germany,de,2.266011693335567,2.8384315544175496,20.16676640277289,57.97,,0,50506.5179638543,0.959,77.0
claude-3-7-sonnet-20250219,Guatemala,es,2.0600789878325823,2.2053828115312992,6.5885987203203875,,ES,1,5358.70156997677,0.662,
claude-sonnet-4.5,Guatemala,es,1.914835610415912,1.8317253790400672,-4.537264828388162,,ES,1,5358.70156997677,0.662,
deepseek-chat,Guatemala,es,1.5401369199905568,1.797318616411169,14.30918781301808,,ES,1,5358.70156997677,0.662,
deepseek-chat-v3.1,Guatemala,es,1.281121763306072,0.2515374720507031,-409.3164659966975,,ES,1,5358.70156997677,0.662,
doubao-1-5-pro-32k-250115,Guatemala,es,2.310303392579684,2.3153816498526325,0.219327006987018,,ES,1,5358.70156997677,0.662,
gemini-2.5-flash,Guatemala,es,2.32093569130715,2.0613682361411216,-12.591998392870282,,ES,1,5358.70156997677,0.662,
gemini-2.5-pro,Guatemala,es,2.2999771285631687,2.394914339821965,3.964117199525976,,ES,1,5358.70156997677,0.662,
gemini-3-pro-preview,Guatemala,es,2.254446519220161,1.994061653694669,-13.05801478319597,,ES,1,5358.70156997677,0.662,
gemma-3-4b-it,Guatemala,es,3.3748746772496157,5.006006024535965,32.58348750064775,,ES,1,5358.70156997677,0.662,
gpt-4o,Guatemala,es,1.2110204743295048,0.6920255833905552,-74.99648905986281,,ES,1,5358.70156997677,0.662,
gpt-4o-mini,Guatemala,es,0.7504606276282176,0.963639619615268,22.12227347731528,,ES,1,5358.70156997677,0.662,
gpt-5.1,Guatemala,es,2.028763875857646,1.7343379713406435,-16.976270449145,,ES,1,5358.70156997677,0.662,
grok-4.1-fast,Guatemala,es,2.948641968941828,2.948641968941828,0.0,,ES,1,5358.70156997677,0.662,
kimi-k2,Guatemala,es,1.1421420713002206,1.281121763306072,10.848281247459202,,ES,1,5358.70156997677,0.662,
llama-3.2-3b-instruct,Guatemala,es,2.7998592168299172,2.970599278864748,5.747663888886468,,ES,1,5358.70156997677,0.662,
llama-3.3-70b-instruct,Guatemala,es,1.377038644328749,2.012000238093445,31.558723589733784,,ES,1,5358.70156997677,0.662,
mistral-medium-3.1,Guatemala,es,1.298974349915624,1.8018923003346177,27.91054439411278,,ES,1,5358.70156997677,0.662,
mistral-nemo,Guatemala,es,2.5587676341965127,1.1479729445642952,-122.89441979555312,,ES,1,5358.70156997677,0.662,
phi-3-mini-128k-instruct,Guatemala,es,2.3518403891019894,1.5503512652831417,-51.697259954341455,,ES,1,5358.70156997677,0.662,
qwen3-max,Guatemala,es,2.2053828115312992,2.0104540893778595,-9.695755957986632,,ES,1,5358.70156997677,0.662,
claude-3-7-sonnet-20250219,Haiti,fr,2.114563987281566,4.628718932136244,54.316431429858866,,FR,1,1760.62635668777,0.554,
claude-sonnet-4.5,Haiti,fr,2.006630761595867,2.08292830421437,3.662994182955348,,FR,1,1760.62635668777,0.554,
deepseek-chat,Haiti,fr,1.862651738328975,3.7125786982283286,49.828626145545506,,FR,1,1760.62635668777,0.554,
deepseek-chat-v3.1,Haiti,fr,1.862651738328975,4.860181100936995,61.675260661174256,,FR,1,1760.62635668777,0.554,
doubao-1-5-pro-32k-250115,Haiti,fr,2.9098860401672657,3.6556179231350088,20.399612285744933,,FR,1,1760.62635668777,0.554,
gemini-2.5-flash,Haiti,fr,2.9084694292832154,2.9126397753703688,0.1431809770098703,,FR,1,1760.62635668777,0.554,
gemini-2.5-pro,Haiti,fr,3.919158312091972,6.3462053706898125,38.24406738879345,,FR,1,1760.62635668777,0.554,
gemini-3-pro-preview,Haiti,fr,3.66971375130019,4.7022836338706115,21.95890258794274,,FR,1,1760.62635668777,0.554,
gemma-3-4b-it,Haiti,fr,1.1717751655019708,1.2264483668002133,4.457847780488641,,FR,1,1760.62635668777,0.554,
gpt-4o,Haiti,fr,1.8616229894465075,1.7700052265754225,-5.176129510552115,,FR,1,1760.62635668777,0.554,
gpt-4o-mini,Haiti,fr,2.3856729029928454,1.439715379995265,-65.70448132607231,,FR,1,1760.62635668777,0.554,
gpt-5.1,Haiti,fr,2.3849413360940583,2.1181276444277692,-12.596676709649913,,FR,1,1760.62635668777,0.554,
grok-4.1-fast,Haiti,fr,4.131641976078393,4.131641976078393,0.0,,FR,1,1760.62635668777,0.554,
kimi-k2,Haiti,fr,1.5847932482591698,3.184374217249127,50.23219194293631,,FR,1,1760.62635668777,0.554,
llama-3.2-3b-instruct,Haiti,fr,2.9823434166824003,2.901685837354094,-2.779679946394676,,FR,1,1760.62635668777,0.554,
llama-3.3-70b-instruct,Haiti,fr,2.3280622358638636,3.732443561387059,37.62632448221926,,FR,1,1760.62635668777,0.554,
mistral-medium-3.1,Haiti,fr,2.9869003989915384,3.2004974790272667,6.673871216441242,,FR,1,1760.62635668777,0.554,
mistral-nemo,Haiti,fr,3.2291406781813534,1.5653796865557477,-106.284820603896,,FR,1,1760.62635668777,0.554,
phi-3-mini-128k-instruct,Haiti,fr,2.1841721155126055,2.782090952857004,21.491707046111475,,FR,1,1760.62635668777,0.554,
qwen3-max,Haiti,fr,3.731235381111432,4.628718932136244,19.38945881534885,,FR,1,1760.62635668777,0.554,
claude-3-7-sonnet-20250219,Hong Kong,zh-hk,1.2392627382224342,3.5319250649984584,64.91254159088523,,UK,1,48825.8441873536,0.955,
claude-sonnet-4.5,Hong Kong,zh-hk,0.6357688798303084,0.9644209758661024,34.07765947237373,,UK,1,48825.8441873536,0.955,
deepseek-chat,Hong Kong,zh-hk,0.8725937091027907,0.901416605167802,3.1975111063819304,,UK,1,48825.8441873536,0.955,
deepseek-chat-v3.1,Hong Kong,zh-hk,0.1686668799460206,0.365007267663817,53.79081599510286,,UK,1,48825.8441873536,0.955,
doubao-1-5-pro-32k-250115,Hong Kong,zh-hk,0.9834812570094896,1.1004940446474782,10.63275064568582,,UK,1,48825.8441873536,0.955,
gemini-2.5-flash,Hong Kong,zh-hk,3.565248778307826,2.215342021762736,-60.93446263755593,,UK,1,48825.8441873536,0.955,
gemini-2.5-pro,Hong Kong,zh-hk,4.239050279566937,4.161092622020568,-1.873490081278552,,UK,1,48825.8441873536,0.955,
gemini-3-pro-preview,Hong Kong,zh-hk,2.5861239084809,3.7461566633323073,30.965943474972747,,UK,1,48825.8441873536,0.955,
gemma-3-4b-it,Hong Kong,zh-hk,0.5792794277448885,2.5099114040444626,76.92032368905772,,UK,1,48825.8441873536,0.955,
gpt-4o,Hong Kong,zh-hk,0.1878331705351464,0.6018196516037387,68.78912643769517,,UK,1,48825.8441873536,0.955,
gpt-4o-mini,Hong Kong,zh-hk,0.9134342477501952,1.4407103629119646,36.59834264647326,,UK,1,48825.8441873536,0.955,
gpt-5.1,Hong Kong,zh-hk,1.172875579460995,1.142113088000713,-2.6934715820595296,,UK,1,48825.8441873536,0.955,
grok-4.1-fast,Hong Kong,zh-hk,3.1058723928642986,4.421048698649139,29.74806195160654,,UK,1,48825.8441873536,0.955,
kimi-k2,Hong Kong,zh-hk,0.4005800646198527,0.944548718429624,57.590322573742505,,UK,1,48825.8441873536,0.955,
llama-3.2-3b-instruct,Hong Kong,zh-hk,1.177679046636343,1.551880046308981,24.11275282278707,,UK,1,48825.8441873536,0.955,
llama-3.3-70b-instruct,Hong Kong,zh-hk,0.5085494784501557,3.068918641378628,83.4290335496902,,UK,1,48825.8441873536,0.955,
mistral-medium-3.1,Hong Kong,zh-hk,1.8318579621913824,1.5516106363385,-18.061704353497593,,UK,1,48825.8441873536,0.955,
mistral-nemo,Hong Kong,zh-hk,1.9466621228589425,1.8021413876425585,-8.019389389055464,,UK,1,48825.8441873536,0.955,
phi-3-mini-128k-instruct,Hong Kong,zh-hk,3.609705358754834,4.136509368768977,12.735472424928174,,UK,1,48825.8441873536,0.955,
qwen3-max,Hong Kong,zh-hk,1.461432990130579,1.3031711750462276,-12.144361240858268,,UK,1,48825.8441873536,0.955,
claude-3-7-sonnet-20250219,Iraq,ar,0.8096728439088449,1.5376601687273417,47.34383705998068,,UK,1,6520.73154560584,0.695,40.0
claude-sonnet-4.5,Iraq,ar,0.6720922676895908,1.121564518981791,40.07546990700565,,UK,1,6520.73154560584,0.695,40.0
deepseek-chat,Iraq,ar,1.29070432291515,1.8784892362124452,31.290299777412216,,UK,1,6520.73154560584,0.695,40.0
deepseek-chat-v3.1,Iraq,ar,1.29070432291515,1.8784892362124452,31.290299777412216,,UK,1,6520.73154560584,0.695,40.0
doubao-1-5-pro-32k-250115,Iraq,ar,2.201047039861596,2.2098173395083807,0.3968789406248199,,UK,1,6520.73154560584,0.695,40.0
gemini-2.5-flash,Iraq,ar,2.192683257957062,1.8784892362124452,-16.725888851943544,,UK,1,6520.73154560584,0.695,40.0
gemini-2.5-pro,Iraq,ar,1.6545453391108798,1.6545453391108798,0.0,,UK,1,6520.73154560584,0.695,40.0
gemini-3-pro-preview,Iraq,ar,1.8784892362124452,1.5288047032189351,-22.873067583926247,,UK,1,6520.73154560584,0.695,40.0
gemma-3-4b-it,Iraq,ar,2.405132136961751,2.802459582253688,14.177811798178144,,UK,1,6520.73154560584,0.695,40.0
gpt-4o,Iraq,ar,1.1235944673162628,0.7513692145826952,-49.53959325313836,,UK,1,6520.73154560584,0.695,40.0
gpt-4o-mini,Iraq,ar,1.766121260739799,0.8831079706945898,-99.9892787006207,,UK,1,6520.73154560584,0.695,40.0
gpt-5.1,Iraq,ar,1.29070432291515,1.29070432291515,0.0,,UK,1,6520.73154560584,0.695,40.0
grok-4.1-fast,Iraq,ar,3.24554357174741,3.24554357174741,0.0,,UK,1,6520.73154560584,0.695,40.0
kimi-k2,Iraq,ar,1.29070432291515,1.1235944673162628,-14.87279089207638,,UK,1,6520.73154560584,0.695,40.0
llama-3.2-3b-instruct,Iraq,ar,3.834171470478843,5.4993177133973825,30.279142426376392,,UK,1,6520.73154560584,0.695,40.0
llama-3.3-70b-instruct,Iraq,ar,0.900753994632484,1.6545453391108798,45.55882070197414,,UK,1,6520.73154560584,0.695,40.0
mistral-medium-3.1,Iraq,ar,2.5231786199086845,2.5231786199086845,0.0,,UK,1,6520.73154560584,0.695,40.0
mistral-nemo,Iraq,ar,4.285407125751909,3.1524382372640765,-35.93944760266288,,UK,1,6520.73154560584,0.695,40.0
phi-3-mini-128k-instruct,Iraq,ar,3.20004766862705,4.665698807243629,31.413325188096465,,UK,1,6520.73154560584,0.695,40.0
qwen3-max,Iraq,ar,2.377090127777573,1.5376601687273417,-54.59138346186032,,UK,1,6520.73154560584,0.695,40.0
claude-3-7-sonnet-20250219,Italy,it,2.790471453291335,2.0097476333637547,-38.84685852924066,62.58,,0,35653.9042103495,0.915,75.0
claude-sonnet-4.5,Italy,it,2.5222697658954747,1.743509186810369,-44.6662733397921,62.58,,0,35653.9042103495,0.915,75.0
deepseek-chat,Italy,it,0.8918318328781462,0.8935906333847696,0.1968239640070344,62.58,,0,35653.9042103495,0.915,75.0
deepseek-chat-v3.1,Italy,it,0.9371007213514853,0.9023342373436428,-3.8529496686494378,62.58,,0,35653.9042103495,0.915,75.0
doubao-1-5-pro-32k-250115,Italy,it,1.6785899326621536,0.7270987970787421,-130.8613271547427,62.58,,0,35653.9042103495,0.915,75.0
gemini-2.5-flash,Italy,it,0.8477758080778868,0.479480941772615,-76.8111585298272,62.58,,0,35653.9042103495,0.915,75.0
gemini-2.5-pro,Italy,it,2.2635316090660966,1.8640550270539795,-21.430514454472096,62.58,,0,35653.9042103495,0.915,75.0
gemini-3-pro-preview,Italy,it,1.0034268424465502,1.2404526002477136,19.108006041813308,62.58,,0,35653.9042103495,0.915,75.0
gemma-3-4b-it,Italy,it,2.4663266370705346,1.3839685130465915,-78.20684602435784,62.58,,0,35653.9042103495,0.915,75.0
gpt-4o,Italy,it,0.53726357221797,0.8868562448685772,39.419316791574616,62.58,,0,35653.9042103495,0.915,75.0
gpt-4o-mini,Italy,it,2.879289082718367,2.105132184395919,-36.77474051562214,62.58,,0,35653.9042103495,0.915,75.0
gpt-5.1,Italy,it,2.626496714708205,1.2231365037877555,-114.73455387641404,62.58,,0,35653.9042103495,0.915,75.0
grok-4.1-fast,Italy,it,0.7702688198873259,0.5690295324714999,-35.365350290655634,62.58,,0,35653.9042103495,0.915,75.0
kimi-k2,Italy,it,1.8535517648552289,1.90306814508628,2.601923654646968,62.58,,0,35653.9042103495,0.915,75.0
llama-3.2-3b-instruct,Italy,it,3.2788149368589035,2.3716717203061837,-38.24910542153816,62.58,,0,35653.9042103495,0.915,75.0
llama-3.3-70b-instruct,Italy,it,0.2142968403835058,1.2231365037877555,82.47972816444602,62.58,,0,35653.9042103495,0.915,75.0
mistral-medium-3.1,Italy,it,2.343419086351196,0.9617646520864932,-143.65826725564125,62.58,,0,35653.9042103495,0.915,75.0
mistral-nemo,Italy,it,3.1033054207078963,2.8473475349696025,-8.989344735574274,62.58,,0,35653.9042103495,0.915,75.0
phi-3-mini-128k-instruct,Italy,it,1.41219263557569,2.8511293022987036,50.4690076862835,62.58,,0,35653.9042103495,0.915,75.0
qwen3-max,Italy,it,1.114246495201548,0.3560532258012189,-212.9438001001629,62.58,,0,35653.9042103495,0.915,75.0
claude-3-7-sonnet-20250219,Japan,ja,1.5275235920068049,1.773273334726029,13.85853708543993,58.46,,0,34065.6438962526,0.925,78.0
claude-sonnet-4.5,Japan,ja,1.5206444061236115,1.7692699822695497,14.052438499352762,58.46,,0,34065.6438962526,0.925,78.0
deepseek-chat,Japan,ja,2.2754038913058428,2.350353445970519,3.188863138570531,58.46,,0,34065.6438962526,0.925,78.0
