model_name,country,native_language,cultural_region,is_islamic,language_family,model_origin,d_english,d_native,d_diff,english_advantage_pct,ea_winsorized,log_ratio,internet_collectivity_index,colonial_power,gdp_per_capita,HDI,has_colonial_history,freedom_on_net
claude-sonnet-4.5,France,fr,Catholic Europe,False,Romance,US,2.1303605818349367,2.2033328735059152,0.0729722916709785,3.311905003026889,3.311905003026889,-0.0336799038588932,62.99,,40988.6396406579,0.92,0,76.0
deepseek-chat,France,fr,Catholic Europe,False,Romance,China,2.4293150823444902,2.291941896544528,-0.1373731857999622,-5.9937464386455215,-5.9937464386455215,0.0582099105218167,62.99,,40988.6396406579,0.92,0,76.0
deepseek-chat-v3.1,France,fr,Catholic Europe,False,Romance,China,2.612214726171101,1.517558422685727,-1.0946563034853738,-72.1327289362663,-72.1327289362663,0.5430956730955575,62.99,,40988.6396406579,0.92,0,76.0
doubao-1-5-pro-32k-250115,France,fr,Catholic Europe,False,Romance,China,2.3112087632499274,1.6064250754075775,-0.7047836878423497,-43.8728017030943,-43.8728017030943,0.3637594017232864,62.99,,40988.6396406579,0.92,0,76.0
gemini-2.5-flash,France,fr,Catholic Europe,False,Romance,US,3.4583657944337505,1.483345549946176,-1.9750202444875744,-133.14633563024063,-133.14633563024063,0.8464961203519956,62.99,,40988.6396406579,0.92,0,76.0
gemini-2.5-pro,France,fr,Catholic Europe,False,Romance,US,3.237903418002037,2.8263087647289193,-0.4115946532731178,-14.562975511014104,-14.562975511014104,0.1359544902721904,62.99,,40988.6396406579,0.92,0,76.0
gemini-3-pro-preview,France,fr,Catholic Europe,False,Romance,US,3.4583657944337505,1.7439274700877567,-1.7144383243459935,-98.3090382915822,-98.3090382915822,0.6846564273773507,62.99,,40988.6396406579,0.92,0,76.0
gemma-3-4b-it,France,fr,Catholic Europe,False,Romance,US,2.2706479595177607,2.6290093736336213,0.3583614141158606,13.631043605620931,13.631043605620931,-0.1465418757331312,62.99,,40988.6396406579,0.92,0,76.0
gpt-4o,France,fr,Catholic Europe,False,Romance,US,2.4760587683793314,3.58459705127215,1.1085382828928187,30.92504588484794,30.92504588484794,-0.3699779794545892,62.99,,40988.6396406579,0.92,0,76.0
gpt-4o-mini,France,fr,Catholic Europe,False,Romance,US,3.9416284388496914,3.860209376918891,-0.0814190619307999,-2.1091877144702007,-2.1091877144702007,0.0208725225430151,62.99,,40988.6396406579,0.92,0,76.0
gpt-5.1,France,fr,Catholic Europe,False,Romance,US,3.237903418002037,3.237903418002037,0.0,0.0,0.0,0.0,62.99,,40988.6396406579,0.92,0,76.0
grok-4.1-fast,France,fr,Catholic Europe,False,Romance,US,2.8801458488287857,3.0657260371420225,0.1855801883132368,6.05338461639714,6.05338461639714,-0.0624434864975923,62.99,,40988.6396406579,0.92,0,76.0
kimi-k2,France,fr,Catholic Europe,False,Romance,China,3.188261028799882,3.2181884904905043,0.0299274616906224,0.9299474464922036,0.9299474464922036,-0.0093429845348588,62.99,,40988.6396406579,0.92,0,76.0
llama-3.2-3b-instruct,France,fr,Catholic Europe,False,Romance,US,1.595831001818672,0.7263655328904256,-0.8694654689282465,-119.70081585071684,-119.70081585071684,0.7870965068717587,62.99,,40988.6396406579,0.92,0,76.0
llama-3.3-70b-instruct,France,fr,Catholic Europe,False,Romance,US,1.8574782511569576,1.9226190723478205,0.065140821190863,3.388129355822725,3.388129355822725,-0.0344685678040098,62.99,,40988.6396406579,0.92,0,76.0
mistral-medium-3.1,France,fr,Catholic Europe,False,Romance,Europe,2.8241628771914065,3.8100714547536736,0.9859085775622672,25.876380253503868,25.876380253503868,-0.2994359494641933,62.99,,40988.6396406579,0.92,0,76.0
mistral-nemo,France,fr,Catholic Europe,False,Romance,Europe,3.236096597221067,2.4779876715588394,-0.7581089256622278,-30.593732743848584,-30.593732743848584,0.2669210415239687,62.99,,40988.6396406579,0.92,0,76.0
phi-3-mini-128k-instruct,France,fr,Catholic Europe,False,Romance,US,0.9087125328592048,0.6554983877980499,-0.2532141450611549,-38.62925520103136,-38.62925520103136,0.3266329549807218,62.99,,40988.6396406579,0.92,0,76.0
qwen3-max,France,fr,Catholic Europe,False,Romance,China,2.4862090923874764,2.6470459796703065,0.16083688728283,6.0760896681841,6.0760896681841,-0.0626851960665738,62.99,,40988.6396406579,0.92,0,76.0
claude-3-7-sonnet-20250219,Palestine,ar,African-Islamic,False,Semitic,US,1.1386075341053152,1.2211412737057954,0.0825337396004801,6.7587380246361795,6.7587380246361795,-0.0699798372128165,,UK,3562.33094270256,0.674,1,
claude-sonnet-4.5,Palestine,ar,African-Islamic,False,Semitic,US,0.7833256846089256,0.8587239463159293,0.0753982617070037,8.780267748497636,8.780267748497636,-0.0918989499039514,,UK,3562.33094270256,0.674,1,
deepseek-chat,Palestine,ar,African-Islamic,False,Semitic,China,0.6390298219200587,1.8229490893546396,1.1839192674345809,64.94527325794446,64.94527325794446,-1.0482597244799094,,UK,3562.33094270256,0.674,1,
deepseek-chat-v3.1,Palestine,ar,African-Islamic,False,Semitic,China,0.4451244560221059,1.6173915230949452,1.1722670670728392,72.47886800035022,72.47886800035022,-1.290216040060712,,UK,3562.33094270256,0.674,1,
doubao-1-5-pro-32k-250115,Palestine,ar,African-Islamic,False,Semitic,China,2.1475384930542365,0.1888651112633735,-1.958673381790863,-1037.0752801768035,-200.0,2.431044515048973,,UK,3562.33094270256,0.674,1,
gemini-2.5-flash,Palestine,ar,African-Islamic,False,Semitic,US,0.7653481436818168,0.7653481436818168,0.0,0.0,0.0,0.0,,UK,3562.33094270256,0.674,1,
gemini-2.5-pro,Palestine,ar,African-Islamic,False,Semitic,US,0.6103991255842929,3.774319739398856,3.163920613814563,83.82757244404756,83.82757244404756,-1.821862396520928,,UK,3562.33094270256,0.674,1,
gemini-3-pro-preview,Palestine,ar,African-Islamic,False,Semitic,US,1.4255393075715472,0.7870049369223879,-0.6385343706491593,-81.13473508135435,-81.13473508135435,0.5940709610695601,,UK,3562.33094270256,0.674,1,
gemma-3-4b-it,Palestine,ar,African-Islamic,False,Semitic,US,2.638613592587667,4.456992141387637,1.8183785487999704,40.79833419302008,40.79833419302008,-0.5242205058625977,,UK,3562.33094270256,0.674,1,
gpt-4o,Palestine,ar,African-Islamic,False,Semitic,US,0.7884791770140394,0.8294421905269972,0.0409630135129578,4.938621881162259,4.938621881162259,-0.0506474175494582,,UK,3562.33094270256,0.674,1,
gpt-4o-mini,Palestine,ar,African-Islamic,False,Semitic,US,2.158791830082477,2.183761248439416,0.0249694183569388,1.1434133825198527,1.1434133825198527,-0.0115000061433554,,UK,3562.33094270256,0.674,1,
gpt-5.1,Palestine,ar,African-Islamic,False,Semitic,US,1.825192394530428,1.240978419528545,-0.5842139750018831,-47.07688432034374,-47.07688432034374,0.3857852866493765,,UK,3562.33094270256,0.674,1,
grok-4.1-fast,Palestine,ar,African-Islamic,False,Semitic,US,0.7653481436818168,1.7894686820539791,1.0241205383721623,57.23042535713234,57.23042535713234,-0.8493432090204335,,UK,3562.33094270256,0.674,1,
kimi-k2,Palestine,ar,African-Islamic,False,Semitic,China,1.6596940453107654,0.6060099067353368,-1.0536841385754283,-173.8724279693343,-173.8724279693343,1.0074922206258758,,UK,3562.33094270256,0.674,1,
llama-3.2-3b-instruct,Palestine,ar,African-Islamic,False,Semitic,US,4.583267373112249,5.264130295675514,0.6808629225632652,12.934005891202856,12.934005891202856,-0.138503801914727,,UK,3562.33094270256,0.674,1,
llama-3.3-70b-instruct,Palestine,ar,African-Islamic,False,Semitic,US,1.6783138962344997,1.4255393075715472,-0.2527745886629524,-17.73185680116827,-17.73185680116827,0.1632394526685304,,UK,3562.33094270256,0.674,1,
mistral-medium-3.1,Palestine,ar,African-Islamic,False,Semitic,Europe,1.4255393075715472,1.8944453762061355,0.4689060686345885,24.75162781276025,24.75162781276025,-0.2843759146563419,,UK,3562.33094270256,0.674,1,
mistral-nemo,Palestine,ar,African-Islamic,False,Semitic,Europe,4.080295112295731,4.578394764923305,0.498099652627574,10.879351349160428,10.879351349160428,-0.1151791314374947,,UK,3562.33094270256,0.674,1,
phi-3-mini-128k-instruct,Palestine,ar,African-Islamic,False,Semitic,US,2.1725987814050045,5.546342554844783,3.373743773439778,60.828261869486965,60.828261869486965,-0.9372146652710291,,UK,3562.33094270256,0.674,1,
qwen3-max,Palestine,ar,African-Islamic,False,Semitic,China,1.4255393075715472,2.8817834407492606,1.4562441331777134,50.53273998961877,50.53273998961877,-0.7038591491758307,,UK,3562.33094270256,0.674,1,
claude-3-7-sonnet-20250219,Germany,de,Protestant Europe,False,Germanic,US,3.5537845285290066,2.2017587723805745,-1.352025756148432,-61.40662515388103,-61.40662515388103,0.4787566170467036,57.97,,50506.5179638543,0.959,0,77.0
claude-sonnet-4.5,Germany,de,Protestant Europe,False,Germanic,US,3.0860001444187115,2.6518253729114813,-0.4341747715072301,-16.37267581577375,-16.37267581577375,0.1516275779018548,57.97,,50506.5179638543,0.959,0,77.0
deepseek-chat,Germany,de,Protestant Europe,False,Germanic,China,2.438604967145059,1.5889799454798086,-0.8496250216652503,-53.469839193514645,-53.469839193514645,0.4283338743943276,57.97,,50506.5179638543,0.959,0,77.0
deepseek-chat-v3.1,Germany,de,Protestant Europe,False,Germanic,China,2.3371141183089423,1.9773230682893463,-0.3597910500195957,-18.195865702960923,-18.195865702960923,0.167172941239882,57.97,,50506.5179638543,0.959,0,77.0
doubao-1-5-pro-32k-250115,Germany,de,Protestant Europe,False,Germanic,China,2.074163279077904,0.975325154091188,-1.0988381249867158,-112.66377375559615,-112.66377375559615,0.7545422055659547,57.97,,50506.5179638543,0.959,0,77.0
gemini-2.5-flash,Germany,de,Protestant Europe,False,Germanic,US,1.2976784554891765,0.0277270201342351,-1.2699514353549413,-4580.194442845679,-200.0,3.845924749677121,57.97,,50506.5179638543,0.959,0,77.0
gemini-2.5-pro,Germany,de,Protestant Europe,False,Germanic,US,2.268737308089603,0.8731428688380669,-1.395594439251536,-159.83574842782838,-159.83574842782838,0.9548795085816092,57.97,,50506.5179638543,0.959,0,77.0
gemini-3-pro-preview,Germany,de,Protestant Europe,False,Germanic,US,2.3972010406312245,2.409426095223659,0.0122250545924345,0.5073845019222178,0.5073845019222178,-0.005086760677416,57.97,,50506.5179638543,0.959,0,77.0
gemma-3-4b-it,Germany,de,Protestant Europe,False,Germanic,US,1.6555240360832413,1.902215648347535,0.2466916122642937,12.968645930265374,12.968645930265374,-0.1389017406528188,57.97,,50506.5179638543,0.959,0,77.0
gpt-4o,Germany,de,Protestant Europe,False,Germanic,US,1.6410680074261492,0.1366133165060608,-1.5044546909200884,-1101.2503973969067,-200.0,2.4859481051158414,57.97,,50506.5179638543,0.959,0,77.0
gpt-4o-mini,Germany,de,Protestant Europe,False,Germanic,US,2.700571129798654,1.3387574127621602,-1.361813717036494,-101.72221674028032,-101.72221674028032,0.7017214003543829,57.97,,50506.5179638543,0.959,0,77.0
gpt-5.1,Germany,de,Protestant Europe,False,Germanic,US,2.5895298441353916,3.303769033457624,0.7142391893222326,21.618920151168425,21.618920151168425,-0.2435876162149085,57.97,,50506.5179638543,0.959,0,77.0
grok-4.1-fast,Germany,de,Protestant Europe,False,Germanic,US,3.4862519798059273,2.0814555212113213,-1.404796458594606,-67.49106306999404,-67.49106306999404,0.5157598090476058,57.97,,50506.5179638543,0.959,0,77.0
kimi-k2,Germany,de,Protestant Europe,False,Germanic,China,4.069500903970308,2.133157345186276,-1.9363435587840323,-90.77359263504977,-90.77359263504977,0.6459171600672208,57.97,,50506.5179638543,0.959,0,77.0
llama-3.2-3b-instruct,Germany,de,Protestant Europe,False,Germanic,US,1.6589933323310726,1.005658276272953,-0.6533350560581199,-64.96591053567721,-64.96591053567721,0.5005686637531102,57.97,,50506.5179638543,0.959,0,77.0
llama-3.3-70b-instruct,Germany,de,Protestant Europe,False,Germanic,US,2.557505610653252,3.2913246881857403,0.7338190775324884,22.295554132551647,22.295554132551647,-0.2522577118801195,57.97,,50506.5179638543,0.959,0,77.0
mistral-medium-3.1,Germany,de,Protestant Europe,False,Germanic,Europe,1.177235033938654,2.3651066599026365,1.1878716259639823,50.22486495441534,50.22486495441534,-0.6976546229207752,57.97,,50506.5179638543,0.959,0,77.0
mistral-nemo,Germany,de,Protestant Europe,False,Germanic,Europe,2.0520943871159667,2.5460916890102436,0.4939973018942769,19.40218037027218,19.40218037027218,-0.2156985885817633,57.97,,50506.5179638543,0.959,0,77.0
phi-3-mini-128k-instruct,Germany,de,Protestant Europe,False,Germanic,US,1.322608807001094,1.322608807001094,0.0,0.0,0.0,0.0,57.97,,50506.5179638543,0.959,0,77.0
qwen3-max,Germany,de,Protestant Europe,False,Germanic,China,2.2660262840266867,2.838440130632571,0.5724138466058841,20.16649357611488,20.16649357611488,-0.2252268896587073,57.97,,50506.5179638543,0.959,0,77.0
claude-3-7-sonnet-20250219,Guatemala,es,Latin America,False,Romance,US,2.060077512681761,2.2053629339212373,0.145285421239476,6.58782366406929,6.58782366406929,-0.0681484816280299,57.7,ES,5358.70156997677,0.662,1,
claude-sonnet-4.5,Guatemala,es,Latin America,False,Romance,US,1.914851938062933,1.831703989287918,-0.0831479487750148,-4.539376955079895,-4.539376955079895,0.0443936274078691,57.7,ES,5358.70156997677,0.662,1,
deepseek-chat,Guatemala,es,Latin America,False,Romance,China,1.5400944969372832,1.797337639853065,0.2572431429157817,14.312455112040706,14.312455112040706,-0.1544627048091317,57.7,ES,5358.70156997677,0.662,1,
deepseek-chat-v3.1,Guatemala,es,Latin America,False,Romance,China,1.2811241963386617,0.2515269334420457,-1.029597262896616,-409.33877291270096,-200.0,1.6279431748156594,57.7,ES,5358.70156997677,0.662,1,
doubao-1-5-pro-32k-250115,Guatemala,es,Latin America,False,Romance,China,2.310255483451743,2.3153591066285073,0.0051036231767644,0.2204246918827246,0.2204246918827246,-0.0022066798469071,57.7,ES,5358.70156997677,0.662,1,
gemini-2.5-flash,Guatemala,es,Latin America,False,Romance,US,2.3209376459534115,2.0613795307376828,-0.2595581152157287,-12.591476307269025,-12.591476307269025,0.1185958279824701,57.7,ES,5358.70156997677,0.662,1,
gemini-2.5-pro,Guatemala,es,Latin America,False,Romance,US,2.3000134156913834,2.3949084861779912,0.0948950704866078,3.962367290202802,3.962367290202802,-0.0404300639413587,57.7,ES,5358.70156997677,0.662,1,
gemini-3-pro-preview,Guatemala,es,Latin America,False,Romance,US,2.254424759728223,1.994020194203214,-0.2604045655250093,-13.05927423814601,-13.05927423814601,0.1227420459756337,57.7,ES,5358.70156997677,0.662,1,
gemma-3-4b-it,Guatemala,es,Latin America,False,Romance,US,3.3748473204185925,5.0060270288467335,1.631179708428141,32.58431684504758,32.58431684504758,-0.3942925073784898,57.7,ES,5358.70156997677,0.662,1,
gpt-4o,Guatemala,es,Latin America,False,Romance,US,1.211065702255115,0.6920329384604372,-0.5190327637946778,-75.00116467712762,-75.00116467712762,0.5596224432111485,57.7,ES,5358.70156997677,0.662,1,
gpt-4o-mini,Guatemala,es,Latin America,False,Romance,US,0.7504304919215365,0.9636241638789236,0.2131936719573871,22.124151712759897,22.124151712759897,-0.2500543160057394,57.7,ES,5358.70156997677,0.662,1,
gpt-5.1,Guatemala,es,Latin America,False,Romance,US,2.0287866889529,1.7343425937169026,-0.2944440952359972,-16.977274057772433,-16.977274057772433,0.1568094911204036,57.7,ES,5358.70156997677,0.662,1,
grok-4.1-fast,Guatemala,es,Latin America,False,Romance,US,2.9486017736188797,2.9486017736188797,0.0,0.0,0.0,0.0,57.7,ES,5358.70156997677,0.662,1,
kimi-k2,Guatemala,es,Latin America,False,Romance,China,1.142127700665459,1.2811241963386617,0.1389964956732023,10.849572279599586,10.849572279599586,-0.1148450439293696,57.7,ES,5358.70156997677,0.662,1,
llama-3.2-3b-instruct,Guatemala,es,Latin America,False,Romance,US,2.7998016245663067,2.9705989602432488,0.1707973356769421,5.749592522006279,5.749592522006279,-0.0592150362953782,57.7,ES,5358.70156997677,0.662,1,
llama-3.3-70b-instruct,Guatemala,es,Latin America,False,Romance,US,1.377058903207402,2.0119794596550165,0.6349205564476146,31.557009859160345,31.557009859160345,-0.3791690479588094,57.7,ES,5358.70156997677,0.662,1,
mistral-medium-3.1,Guatemala,es,Latin America,False,Romance,Europe,1.298939464134252,1.801856091263896,0.5029166271296441,27.911031828123285,27.911031828123285,-0.3272691607288749,57.7,ES,5358.70156997677,0.662,1,
mistral-nemo,Guatemala,es,Latin America,False,Romance,Europe,2.5587623427958546,1.1480319220753483,-1.4107304207205065,-122.88250819456886,-122.88250819456886,0.8014745775450908,57.7,ES,5358.70156997677,0.662,1,
phi-3-mini-128k-instruct,Guatemala,es,Latin America,False,Romance,US,2.3518658163800454,1.550377987561077,-0.8014878288189684,-51.69628537359466,-51.69628537359466,0.4167102134060427,57.7,ES,5358.70156997677,0.662,1,
qwen3-max,Guatemala,es,Latin America,False,Romance,China,2.2053629339212373,2.0104600697535635,-0.1949028641676737,-9.694440944134962,-9.694440944134962,0.0925285049328143,57.7,ES,5358.70156997677,0.662,1,
claude-3-7-sonnet-20250219,Haiti,fr,Latin America,False,Romance,US,2.114603191316852,4.628733465182111,2.514130273865259,54.31572789353392,54.31572789353392,-0.7834161025424916,,FR,1760.62635668777,0.554,1,
claude-sonnet-4.5,Haiti,fr,Latin America,False,Romance,US,2.0066623268561243,2.082898678663457,0.0762363518073327,3.6601085107150633,3.6601085107150633,-0.037287711117511,,FR,1760.62635668777,0.554,1,
deepseek-chat,Haiti,fr,Latin America,False,Romance,China,1.862604944919463,3.7125694896404258,1.8499645447209625,49.82976210635555,49.82976210635555,-0.6897482057522359,,FR,1760.62635668777,0.554,1,
deepseek-chat-v3.1,Haiti,fr,Latin America,False,Romance,China,1.862604944919463,4.8602209930712865,2.9976160481518237,61.67653800979861,61.67653800979861,-0.959107892754288,,FR,1760.62635668777,0.554,1,
doubao-1-5-pro-32k-250115,Haiti,fr,Latin America,False,Romance,China,2.909851319189729,3.655573551325897,0.7457222321361674,20.399595895579505,20.399595895579505,-0.2281510164619406,,FR,1760.62635668777,0.554,1,
gemini-2.5-flash,Haiti,fr,Latin America,False,Romance,US,2.908441296843125,2.9125988377245937,0.0041575408814686,0.1427433406763522,0.1427433406763522,-0.0014284531603646,,FR,1760.62635668777,0.554,1,
gemini-2.5-pro,Haiti,fr,Latin America,False,Romance,US,3.9191198632339312,6.346208689608719,2.427088826374788,38.24470554126124,38.24470554126124,-0.4819904739329975,,FR,1760.62635668777,0.554,1,
gemini-3-pro-preview,Haiti,fr,Latin America,False,Romance,US,3.669685383956113,4.702239332347443,1.0325539483913309,21.958770607191983,21.958770607191983,-0.2479329169896572,,FR,1760.62635668777,0.554,1,
gemma-3-4b-it,Haiti,fr,Latin America,False,Romance,US,1.1717616852574064,1.2264049795152387,0.0546432942578323,4.455566894341148,4.455566894341148,-0.0455787785829761,,FR,1760.62635668777,0.554,1,
gpt-4o,Haiti,fr,Latin America,False,Romance,US,1.8616062125338593,1.7699757123165416,-0.0916305002173176,-5.176935456215487,-5.176935456215487,0.0504738455651021,,FR,1760.62635668777,0.554,1,
gpt-4o-mini,Haiti,fr,Latin America,False,Romance,US,2.385689173615017,1.4397071613016128,-0.9459820123134044,-65.70655739866984,-65.70655739866984,0.5050483115821583,,FR,1760.62635668777,0.554,1,
gpt-5.1,Haiti,fr,Latin America,False,Romance,US,2.3849876728794563,2.1181485576500316,-0.2668391152294247,-12.5977526111515,-12.5977526111515,0.1186515704699261,,FR,1760.62635668777,0.554,1,
grok-4.1-fast,Haiti,fr,Latin America,False,Romance,US,4.131669708473861,4.131669708473861,0.0,0.0,0.0,0.0,,FR,1760.62635668777,0.554,1,
kimi-k2,Haiti,fr,Latin America,False,Romance,China,1.5848101775625545,3.1843753283302276,1.5995651507676731,50.23167767118796,50.23167767118796,-0.6977915021685521,,FR,1760.62635668777,0.554,1,
llama-3.2-3b-instruct,Haiti,fr,Latin America,False,Romance,US,2.9823796307152843,2.9016736469739333,-0.080705983741351,-2.7813597792266154,-2.7813597792266154,0.0274338254867896,,FR,1760.62635668777,0.554,1,
llama-3.3-70b-instruct,Haiti,fr,Latin America,False,Romance,US,2.328016391904668,3.7323902216188345,1.4043738297141664,37.62666137049982,37.62666137049982,-0.4720322674695256,,FR,1760.62635668777,0.554,1,
mistral-medium-3.1,Haiti,fr,Latin America,False,Romance,Europe,2.986911476415393,3.2005071789904025,0.2135957025750094,6.673807950725736,6.673807950725736,-0.0690693881720541,,FR,1760.62635668777,0.554,1,
mistral-nemo,Haiti,fr,Latin America,False,Romance,Europe,3.2291649188131624,1.5654060895208843,-1.663758829292278,-106.28288981560662,-106.28288981560662,0.7240782922860225,,FR,1760.62635668777,0.554,1,
phi-3-mini-128k-instruct,Haiti,fr,Latin America,False,Romance,US,2.184199013131612,2.782104123326824,0.5979051101952124,21.491111895562018,21.491111895562018,-0.2419583433487548,,FR,1760.62635668777,0.554,1,
qwen3-max,Haiti,fr,Latin America,False,Romance,China,3.731282272889079,4.628733465182111,0.8974511922930315,19.38869885345024,19.38869885345024,-0.2155313335680463,,FR,1760.62635668777,0.554,1,
claude-3-7-sonnet-20250219,Hong Kong,zh-cn,Confucian,False,CJK,US,1.2392723359712363,2.3361652520022136,1.096892916030977,46.95271086199418,46.95271086199418,-0.6339864223655968,85.0,UK,48825.8441873536,0.955,1,
claude-sonnet-4.5,Hong Kong,zh-cn,Confucian,False,CJK,US,0.6357658324557068,2.2691622800758395,1.6333964476201328,71.9823549845691,71.9823549845691,-1.2723356951698377,85.0,UK,48825.8441873536,0.955,1,
deepseek-chat,Hong Kong,zh-cn,Confucian,False,CJK,China,0.8725674199822392,0.3013906994408677,-0.5711767205413715,-189.51371810775976,-189.51371810775976,1.0630324954213322,85.0,UK,48825.8441873536,0.955,1,
deepseek-chat-v3.1,Hong Kong,zh-cn,Confucian,False,CJK,China,0.168714935324473,1.1830768594339285,1.0143619241094552,85.73930899086312,85.73930899086312,-1.9476633143122504,85.0,UK,48825.8441873536,0.955,1,
doubao-1-5-pro-32k-250115,Hong Kong,zh-cn,Confucian,False,CJK,China,0.9834949225782332,0.4127524525357986,-0.5707424700424345,-138.27718443246152,-138.27718443246152,0.8682644504883041,85.0,UK,48825.8441873536,0.955,1,
gemini-2.5-flash,Hong Kong,zh-cn,Confucian,False,CJK,US,3.565276941077053,1.90853524101866,-1.6567417000583933,-86.8069745033435,-86.8069745033435,0.6249056758513196,85.0,UK,48825.8441873536,0.955,1,
gemini-2.5-pro,Hong Kong,zh-cn,Confucian,False,CJK,US,4.239004425691742,4.161086015722167,-0.0779184099695751,-1.872549850571935,-1.872549850571935,0.0185523347371831,85.0,UK,48825.8441873536,0.955,1,
gemini-3-pro-preview,Hong Kong,zh-cn,Confucian,False,CJK,US,2.5860846398022264,3.7687824496707383,1.182697809868512,31.381429564124584,31.381429564124584,-0.3766069818282028,85.0,UK,48825.8441873536,0.955,1,
gemma-3-4b-it,Hong Kong,zh-cn,Confucian,False,CJK,US,0.5792505096714808,0.5462139122511293,-0.0330365974203515,-6.048289265316729,-6.048289265316729,0.0587243634951914,85.0,UK,48825.8441873536,0.955,1,
gpt-4o,Hong Kong,zh-cn,Confucian,False,CJK,US,0.1878130097269983,1.221949503812736,1.0341364940857376,84.63005147586027,84.63005147586027,-1.8727559775557696,85.0,UK,48825.8441873536,0.955,1,
gpt-4o-mini,Hong Kong,zh-cn,Confucian,False,CJK,US,0.91346597380133,3.0771353358860134,2.1636693620846836,70.3144036874702,70.3144036874702,-1.2145082304587989,85.0,UK,48825.8441873536,0.955,1,
gpt-5.1,Hong Kong,zh-cn,Confucian,False,CJK,US,1.1728915795118282,2.6886241706232727,1.5157325911114443,56.37577046553404,56.37577046553404,-0.8295574667225261,85.0,UK,48825.8441873536,0.955,1,
grok-4.1-fast,Hong Kong,zh-cn,Confucian,False,CJK,US,3.10591931433407,2.8676775929899234,-0.2382417213441465,-8.307827976427046,-8.307827976427046,0.0798072458908361,85.0,UK,48825.8441873536,0.955,1,
kimi-k2,Hong Kong,zh-cn,Confucian,False,CJK,China,0.4005651783008999,1.81464242013791,1.41407724183701,77.925944315219,77.925944315219,-1.510767217999419,85.0,UK,48825.8441873536,0.955,1,
llama-3.2-3b-instruct,Hong Kong,zh-cn,Confucian,False,CJK,US,1.1777260139604102,1.0910599233717932,-0.0866660905886169,-7.943293372996924,-7.943293372996924,0.076435841882002,85.0,UK,48825.8441873536,0.955,1,
llama-3.3-70b-instruct,Hong Kong,zh-cn,Confucian,False,CJK,US,0.5085487495605915,2.053123520636031,1.5445747710754394,75.23048445701652,75.23048445701652,-1.3955565008943376,85.0,UK,48825.8441873536,0.955,1,
mistral-medium-3.1,Hong Kong,zh-cn,Confucian,False,CJK,Europe,1.8318659173109304,1.3552827586484368,-0.4765831586624935,-35.16485070154428,-35.16485070154428,0.3013249638019454,85.0,UK,48825.8441873536,0.955,1,
mistral-nemo,Hong Kong,zh-cn,Confucian,False,CJK,Europe,1.9466234502015067,1.975714261721832,0.0290908115203252,1.4724199791407395,1.4724199791407395,-0.0148336767910224,85.0,UK,48825.8441873536,0.955,1,
phi-3-mini-128k-instruct,Hong Kong,zh-cn,Confucian,False,CJK,US,3.6097657717185374,1.8451731712336112,-1.7645926004849262,-95.63289928528432,-95.63289928528432,0.6710697542241696,85.0,UK,48825.8441873536,0.955,1,
qwen3-max,Hong Kong,zh-cn,Confucian,False,CJK,China,1.461397809136538,0.1782601755300237,-1.2831376336065143,-719.8117189054378,-200.0,2.1039045168146155,85.0,UK,48825.8441873536,0.955,1,
claude-3-7-sonnet-20250219,Hong Kong,zh-hk,Confucian,False,CJK,US,1.2392723359712363,3.5319064996291343,2.2926341636578975,64.91208541048961,64.91208541048961,-1.0473134284950023,85.0,UK,48825.8441873536,0.955,1,
claude-sonnet-4.5,Hong Kong,zh-hk,Confucian,False,CJK,US,0.6357658324557068,0.9644401864620654,0.3286743540063586,34.07928854686795,34.07928854686795,-0.4167175077701754,85.0,UK,48825.8441873536,0.955,1,
deepseek-chat,Hong Kong,zh-hk,Confucian,False,CJK,China,0.8725674199822392,0.9013796486190726,0.0288122286368334,3.196458748649827,3.196458748649827,-0.0324866091996029,85.0,UK,48825.8441873536,0.955,1,
deepseek-chat-v3.1,Hong Kong,zh-hk,Confucian,False,CJK,China,0.168714935324473,0.364990138048155,0.1962752027236819,53.77548110568028,53.77548110568028,-0.7716598166799423,85.0,UK,48825.8441873536,0.955,1,
doubao-1-5-pro-32k-250115,Hong Kong,zh-hk,Confucian,False,CJK,China,0.9834949225782332,1.1005214205943483,0.1170264980161152,10.633731958884889,10.633731958884889,-0.1124268899861703,85.0,UK,48825.8441873536,0.955,1,
gemini-2.5-flash,Hong Kong,zh-hk,Confucian,False,CJK,US,3.565276941077053,2.215383951182165,-1.349892989894888,-60.93268795120426,-60.93268795120426,0.4758160043139246,85.0,UK,48825.8441873536,0.955,1,
gemini-2.5-pro,Hong Kong,zh-hk,Confucian,False,CJK,US,4.239004425691742,4.161086015722167,-0.0779184099695751,-1.872549850571935,-1.872549850571935,0.0185523347371831,85.0,UK,48825.8441873536,0.955,1,
gemini-3-pro-preview,Hong Kong,zh-hk,Confucian,False,CJK,US,2.5860846398022264,3.7461154711404694,1.160030831338243,30.966232628837854,30.966232628837854,-0.3705744189084867,85.0,UK,48825.8441873536,0.955,1,
gemma-3-4b-it,Hong Kong,zh-hk,Confucian,False,CJK,US,0.5792505096714808,2.5099161824962013,1.9306656728247205,76.92151978177233,76.92151978177233,-1.466269594946639,85.0,UK,48825.8441873536,0.955,1,
