model_name,country,native_language,cultural_region,is_islamic,language_family,model_origin,d_english,d_native,d_diff,english_advantage_pct,ea_winsorized,log_ratio,internet_collectivity_index,colonial_power,gdp_per_capita,HDI,has_colonial_history,freedom_on_net
mistral-nemo,Qatar,ar,African-Islamic,True,Semitic,Europe,1.6254148447900116,4.768767919749012,3.143353074959,65.91541311837294,65.91541311837294,-1.0763249014865743,50.05,UK,88701.4689763536,0.886,1,
phi-3-mini-128k-instruct,Qatar,ar,African-Islamic,True,Semitic,US,3.476839041608998,6.646578149055606,3.169739107446608,47.689789187192325,47.689789187192325,-0.6479785985466368,50.05,UK,88701.4689763536,0.886,1,
qwen3-max,Qatar,ar,African-Islamic,True,Semitic,China,1.460005240091963,1.460005240091963,0.0,0.0,0.0,0.0,50.05,UK,88701.4689763536,0.886,1,
claude-3-7-sonnet-20250219,Russian Federation,ru,Orthodox Europe,False,Slavic,US,2.0433829663443244,0.1041567210677482,-1.939226245276576,-1861.8349592775833,-200.0,2.9764653319841567,80.6,RU,15619.6142578125,0.832,1,20.0
claude-sonnet-4.5,Russian Federation,ru,Orthodox Europe,False,Slavic,US,0.150296939317268,1.169535356697848,1.0192384173805802,87.1490042215032,87.1490042215032,-2.0517488851592267,80.6,RU,15619.6142578125,0.832,1,20.0
deepseek-chat,Russian Federation,ru,Orthodox Europe,False,Slavic,China,1.2050110582206055,1.2848641429373893,0.0798530847167837,6.214904910820207,6.214904910820207,-0.0641642435702412,80.6,RU,15619.6142578125,0.832,1,20.0
deepseek-chat-v3.1,Russian Federation,ru,Orthodox Europe,False,Slavic,China,1.3704736677188236,1.556942575763236,0.1864689080444124,11.976607933211834,11.976607933211834,-0.1275675878927052,80.6,RU,15619.6142578125,0.832,1,20.0
doubao-1-5-pro-32k-250115,Russian Federation,ru,Orthodox Europe,False,Slavic,China,1.2388139706511323,1.767048813274845,0.5282348426237127,29.89361916068085,29.89361916068085,-0.355156371278083,80.6,RU,15619.6142578125,0.832,1,20.0
gemini-2.5-flash,Russian Federation,ru,Orthodox Europe,False,Slavic,US,1.4795424758046107,1.9331517177856636,0.4536092419810529,23.464751256080483,23.464751256080483,-0.2674187833821579,80.6,RU,15619.6142578125,0.832,1,20.0
gemini-2.5-pro,Russian Federation,ru,Orthodox Europe,False,Slavic,US,0.6900751458264649,1.0868179685333026,0.3967428227068377,36.50499294212585,36.50499294212585,-0.454208912190724,80.6,RU,15619.6142578125,0.832,1,20.0
gemini-3-pro-preview,Russian Federation,ru,Orthodox Europe,False,Slavic,US,1.102037384038816,0.2206075693415465,-0.8814298146972694,-399.54649667193974,-200.0,1.6085304941985537,80.6,RU,15619.6142578125,0.832,1,20.0
gemma-3-4b-it,Russian Federation,ru,Orthodox Europe,False,Slavic,US,1.4145290247936042,1.7304198913833244,0.3158908665897202,18.255156922473432,18.255156922473432,-0.2015674598209278,80.6,RU,15619.6142578125,0.832,1,20.0
gpt-4o,Russian Federation,ru,Orthodox Europe,False,Slavic,US,1.0007701123351622,1.2079200494874676,0.2071499371523053,17.14930861857961,17.14930861857961,-0.1881300971724219,80.6,RU,15619.6142578125,0.832,1,20.0
gpt-4o-mini,Russian Federation,ru,Orthodox Europe,False,Slavic,US,0.915648477856602,1.0676960576408434,0.1520475797842415,14.240717542799809,14.240717542799809,-0.1536258555709355,80.6,RU,15619.6142578125,0.832,1,20.0
gpt-5.1,Russian Federation,ru,Orthodox Europe,False,Slavic,US,1.0805190345029507,2.2459555310169574,1.1654364965140067,51.89045287937214,51.89045287937214,-0.731689543735547,80.6,RU,15619.6142578125,0.832,1,20.0
grok-4.1-fast,Russian Federation,ru,Orthodox Europe,False,Slavic,US,2.1136121014279032,2.8130861408322274,0.6994740394043242,24.865006060475302,24.865006060475302,-0.2858837711715521,80.6,RU,15619.6142578125,0.832,1,20.0
kimi-k2,Russian Federation,ru,Orthodox Europe,False,Slavic,China,0.938240599384329,1.3388609010470685,0.4006203016627394,29.922473749844418,29.922473749844418,-0.3555680389248215,80.6,RU,15619.6142578125,0.832,1,20.0
llama-3.2-3b-instruct,Russian Federation,ru,Orthodox Europe,False,Slavic,US,2.7873176543911455,2.3430320548622854,-0.4442855995288601,-18.961994079717087,-18.961994079717087,0.1736338786302195,80.6,RU,15619.6142578125,0.832,1,20.0
llama-3.3-70b-instruct,Russian Federation,ru,Orthodox Europe,False,Slavic,US,1.348277135455272,0.2986196071499747,-1.0496575283052971,-351.50321786410063,-200.0,1.507412313895823,80.6,RU,15619.6142578125,0.832,1,20.0
mistral-medium-3.1,Russian Federation,ru,Orthodox Europe,False,Slavic,Europe,1.2848641429373893,0.2857694581671494,-0.99909468477024,-349.61562763850696,-200.0,1.5032228709697548,80.6,RU,15619.6142578125,0.832,1,20.0
mistral-nemo,Russian Federation,ru,Orthodox Europe,False,Slavic,Europe,2.154290525259301,3.4195188053869674,1.2652282801276664,37.000184883746755,37.000184883746755,-0.4620383942635117,80.6,RU,15619.6142578125,0.832,1,20.0
phi-3-mini-128k-instruct,Russian Federation,ru,Orthodox Europe,False,Slavic,US,3.622904387400544,4.85694188831615,1.2340375009156062,25.407705698192608,25.407705698192608,-0.2931329776549773,80.6,RU,15619.6142578125,0.832,1,20.0
qwen3-max,Russian Federation,ru,Orthodox Europe,False,Slavic,China,1.3208429242512163,1.5389000758811098,0.2180571516298934,14.16967579945326,14.16967579945326,-0.1527978130246592,80.6,RU,15619.6142578125,0.832,1,20.0
claude-3-7-sonnet-20250219,Spain,es,Catholic Europe,False,Romance,US,2.681221184678114,1.9280183644871995,-0.7532028201909144,-39.066164205922696,-39.066164205922696,0.3297796353712909,62.13,,30319.4987196616,0.918,0,
claude-sonnet-4.5,Spain,es,Catholic Europe,False,Romance,US,2.9058943630818512,2.164327294113347,-0.7415670689685041,-34.26316671168255,-34.26316671168255,0.2946316186564143,62.13,,30319.4987196616,0.918,0,
deepseek-chat,Spain,es,Catholic Europe,False,Romance,China,0.6038963803691527,2.2845672604978997,1.6806708801287469,73.56626829023456,73.56626829023456,-1.330529275141622,62.13,,30319.4987196616,0.918,0,
deepseek-chat-v3.1,Spain,es,Catholic Europe,False,Romance,China,0.3649781578973445,1.8814012379373504,1.5164230800400058,80.6007272378813,80.6007272378813,-1.6399346071101717,62.13,,30319.4987196616,0.918,0,
doubao-1-5-pro-32k-250115,Spain,es,Catholic Europe,False,Romance,China,0.8346316073627132,0.773678077183327,-0.0609535301793862,-7.878409893853429,-7.878409893853429,0.0758345725924344,62.13,,30319.4987196616,0.918,0,
gemini-2.5-flash,Spain,es,Catholic Europe,False,Romance,US,2.4245631092338367,1.5315378828620283,-0.8930252263718084,-58.309052382236,-58.309052382236,0.4593789642432574,62.13,,30319.4987196616,0.918,0,
gemini-2.5-pro,Spain,es,Catholic Europe,False,Romance,US,3.589859783903882,2.493756149895444,-1.096103634008438,-43.95392204062914,-43.95392204062914,0.3643230765525557,62.13,,30319.4987196616,0.918,0,
gemini-3-pro-preview,Spain,es,Catholic Europe,False,Romance,US,2.493756149895444,3.6880771418867537,1.1943209919913094,32.38329747572244,32.38329747572244,-0.3913151546966008,62.13,,30319.4987196616,0.918,0,
gemma-3-4b-it,Spain,es,Catholic Europe,False,Romance,US,2.6646102276356367,2.145614108115407,-0.5189961195202293,-24.188698124104324,-24.188698124104324,0.2166319819803088,62.13,,30319.4987196616,0.918,0,
gpt-4o,Spain,es,Catholic Europe,False,Romance,US,2.1213286644147646,1.0556904830750695,-1.0656381813396951,-100.94229307018564,-100.94229307018564,0.6978475816968273,62.13,,30319.4987196616,0.918,0,
gpt-4o-mini,Spain,es,Catholic Europe,False,Romance,US,5.338108326484989,4.1421615987118825,-1.1959467277731068,-28.872527043489058,-28.872527043489058,0.2536535673656163,62.13,,30319.4987196616,0.918,0,
gpt-5.1,Spain,es,Catholic Europe,False,Romance,US,3.589859783903882,3.589859783903882,0.0,0.0,0.0,0.0,62.13,,30319.4987196616,0.918,0,
grok-4.1-fast,Spain,es,Catholic Europe,False,Romance,US,3.3540379315226745,2.616480823519738,-0.7375571080029366,-28.18889790335865,-28.18889790335865,0.2483347549307024,62.13,,30319.4987196616,0.918,0,
kimi-k2,Spain,es,Catholic Europe,False,Romance,China,2.4446766931928208,2.9188200657752743,0.4741433725824535,16.244350864311166,16.244350864311166,-0.1772665651912902,62.13,,30319.4987196616,0.918,0,
llama-3.2-3b-instruct,Spain,es,Catholic Europe,False,Romance,US,2.1743691616505565,1.5238766395961916,-0.6504925220543649,-42.68669163579654,-42.68669163579654,0.3554810730089346,62.13,,30319.4987196616,0.918,0,
llama-3.3-70b-instruct,Spain,es,Catholic Europe,False,Romance,US,2.5032263300645257,1.5210920488257116,-0.982134281238814,-64.56770857470626,-64.56770857470626,0.4981519018102041,62.13,,30319.4987196616,0.918,0,
mistral-medium-3.1,Spain,es,Catholic Europe,False,Romance,Europe,2.5442469902635705,1.0419470909139306,-1.50229989934964,-144.18197550049462,-144.18197550049462,0.8927435625651065,62.13,,30319.4987196616,0.918,0,
mistral-nemo,Spain,es,Catholic Europe,False,Romance,Europe,3.397816420231525,3.2053570597557455,-0.1924593604757793,-6.004303323712871,-6.004303323712871,0.0583095046934415,62.13,,30319.4987196616,0.918,0,
phi-3-mini-128k-instruct,Spain,es,Catholic Europe,False,Romance,US,1.819212501998701,1.9756061574482713,0.1563936554495701,7.916236485695665,7.916236485695665,-0.0824715501865966,62.13,,30319.4987196616,0.918,0,
qwen3-max,Spain,es,Catholic Europe,False,Romance,China,1.600950997274065,1.627863393688636,0.0269123964145709,1.6532343265972211,1.6532343265972211,-0.0166705275768181,62.13,,30319.4987196616,0.918,0,
claude-3-7-sonnet-20250219,Switzerland,de,Protestant Europe,False,Germanic,US,2.4864128199025353,1.4751047731079696,-1.0113080467945657,-68.55838752821549,-68.55838752821549,0.522112017302947,54.2,,94394.5106803525,0.97,0,
claude-sonnet-4.5,Switzerland,de,Protestant Europe,False,Germanic,US,3.498132203692483,1.9487087242642072,-1.5494234794282755,-79.51026544581752,-79.51026544581752,0.5850622094181968,54.2,,94394.5106803525,0.97,0,
deepseek-chat,Switzerland,de,Protestant Europe,False,Germanic,China,2.700372529189767,2.2603679149274503,-0.4400046142623166,-19.466061757315256,-19.466061757315256,0.1778621430164252,54.2,,94394.5106803525,0.97,0,
deepseek-chat-v3.1,Switzerland,de,Protestant Europe,False,Germanic,China,2.843857413122681,1.7638830889318755,-1.0799743241908053,-61.22709214502344,-61.22709214502344,0.4776436953788049,54.2,,94394.5106803525,0.97,0,
doubao-1-5-pro-32k-250115,Switzerland,de,Protestant Europe,False,Germanic,China,1.3277709265494937,0.4899089206375591,-0.8378620059119346,-171.02403541081785,-171.02403541081785,0.9970373225115796,54.2,,94394.5106803525,0.97,0,
gemini-2.5-flash,Switzerland,de,Protestant Europe,False,Germanic,US,4.0215800688604055,3.2517363960913412,-0.7698436727690643,-23.674848726804345,-23.674848726804345,0.2124857479739673,54.2,,94394.5106803525,0.97,0,
gemini-2.5-pro,Switzerland,de,Protestant Europe,False,Germanic,US,3.3518487358026823,2.086788613953159,-1.2650601218495234,-60.62234159180244,-60.62234159180244,0.4738857191232035,54.2,,94394.5106803525,0.97,0,
gemini-3-pro-preview,Switzerland,de,Protestant Europe,False,Germanic,US,2.88357722480031,2.4406588425466778,-0.4429183822536324,-18.14749257587653,-18.14749257587653,0.1667635950402499,54.2,,94394.5106803525,0.97,0,
gemma-3-4b-it,Switzerland,de,Protestant Europe,False,Germanic,US,2.528696770583816,1.9939481290202257,-0.5347486415635905,-26.818583381421867,-26.818583381421867,0.2375874019124787,54.2,,94394.5106803525,0.97,0,
gpt-4o,Switzerland,de,Protestant Europe,False,Germanic,US,2.378018395874337,2.851538944949662,0.4735205490753258,16.605789302438748,16.605789302438748,-0.1815912951291868,54.2,,94394.5106803525,0.97,0,
gpt-4o-mini,Switzerland,de,Protestant Europe,False,Germanic,US,2.9822760054849593,1.8210684292020063,-1.1612075762829528,-63.76518079508933,-63.76518079508933,0.4932633913758117,54.2,,94394.5106803525,0.97,0,
gpt-5.1,Switzerland,de,Protestant Europe,False,Germanic,US,3.254684932343338,2.086788613953159,-1.1678963183901794,-55.96620139582546,-55.96620139582546,0.4444691400687038,54.2,,94394.5106803525,0.97,0,
grok-4.1-fast,Switzerland,de,Protestant Europe,False,Germanic,US,2.062430074527943,1.8011511658610972,-0.2612789086668456,-14.50621766896134,-14.50621766896134,0.1354589383175486,54.2,,94394.5106803525,0.97,0,
kimi-k2,Switzerland,de,Protestant Europe,False,Germanic,China,2.95807451787288,4.000082182206973,1.042007664334093,26.049656403788784,26.049656403788784,-0.3017763505106202,54.2,,94394.5106803525,0.97,0,
llama-3.2-3b-instruct,Switzerland,de,Protestant Europe,False,Germanic,US,0.540674651001371,0.7153312634297602,0.1746566124283891,24.416186088522473,24.416186088522473,-0.2799280274256777,54.2,,94394.5106803525,0.97,0,
llama-3.3-70b-instruct,Switzerland,de,Protestant Europe,False,Germanic,US,1.4000034563619868,2.3466396975643424,0.9466362412023556,40.34007616017499,40.34007616017499,-0.516509683472451,54.2,,94394.5106803525,0.97,0,
mistral-medium-3.1,Switzerland,de,Protestant Europe,False,Germanic,Europe,1.848048276807354,2.0459514569371153,0.1979031801297612,9.67291669891482,9.67291669891482,-0.1017328447190108,54.2,,94394.5106803525,0.97,0,
mistral-nemo,Switzerland,de,Protestant Europe,False,Germanic,Europe,1.9081909762757596,2.2486388376292457,0.340447861353486,15.14017527654296,15.14017527654296,-0.1641694116949869,54.2,,94394.5106803525,0.97,0,
phi-3-mini-128k-instruct,Switzerland,de,Protestant Europe,False,Germanic,US,0.494970007135213,2.1662683218309313,1.6712983146957183,77.15102962328952,77.15102962328952,-1.4762641297633117,54.2,,94394.5106803525,0.97,0,
qwen3-max,Switzerland,de,Protestant Europe,False,Germanic,China,0.8603980493785924,3.2050582728974115,2.344660223518819,73.15499513209218,73.15499513209218,-1.315090420779702,54.2,,94394.5106803525,0.97,0,
claude-3-7-sonnet-20250219,Switzerland,fr,Protestant Europe,False,Romance,US,2.4864128199025353,1.386899364165375,-1.0995134557371602,-79.27853196463455,-79.27853196463455,0.5837704549649997,54.2,,94394.5106803525,0.97,0,
claude-sonnet-4.5,Switzerland,fr,Protestant Europe,False,Romance,US,3.498132203692483,1.6388499107028651,-1.8592822929896176,-113.45043135720796,-113.45043135720796,0.7582344480955803,54.2,,94394.5106803525,0.97,0,
deepseek-chat,Switzerland,fr,Protestant Europe,False,Romance,China,2.700372529189767,1.7452021693170483,-0.9551703598727184,-54.73121548127035,-54.73121548127035,0.4365193319810543,54.2,,94394.5106803525,0.97,0,
deepseek-chat-v3.1,Switzerland,fr,Protestant Europe,False,Romance,China,2.843857413122681,0.96909876534592,-1.8747586477767608,-193.45382687672347,-193.45382687672347,1.0765501219151126,54.2,,94394.5106803525,0.97,0,
doubao-1-5-pro-32k-250115,Switzerland,fr,Protestant Europe,False,Romance,China,1.3277709265494937,0.8605226625613311,-0.4672482639881625,-54.29819391361595,-54.29819391361595,0.4337168682808663,54.2,,94394.5106803525,0.97,0,
gemini-2.5-flash,Switzerland,fr,Protestant Europe,False,Romance,US,4.0215800688604055,1.1964813578094164,-2.8250987110509893,-236.11723597794577,-200.0,1.2122898297189002,54.2,,94394.5106803525,0.97,0,
gemini-2.5-pro,Switzerland,fr,Protestant Europe,False,Romance,US,3.3518487358026823,2.3012721792334916,-1.0505765565691907,-45.65199049680064,-45.65199049680064,0.376049963625381,54.2,,94394.5106803525,0.97,0,
gemini-3-pro-preview,Switzerland,fr,Protestant Europe,False,Romance,US,2.88357722480031,2.4406588425466778,-0.4429183822536324,-18.14749257587653,-18.14749257587653,0.1667635950402499,54.2,,94394.5106803525,0.97,0,
gemma-3-4b-it,Switzerland,fr,Protestant Europe,False,Romance,US,2.528696770583816,1.8284680545785683,-0.7002287160052476,-38.29592287663121,-38.29592287663121,0.3242255719634068,54.2,,94394.5106803525,0.97,0,
gpt-4o,Switzerland,fr,Protestant Europe,False,Romance,US,2.378018395874337,0.5885452565745691,-1.7894731392997678,-304.0502186212149,-200.0,1.3963689877658751,54.2,,94394.5106803525,0.97,0,
gpt-4o-mini,Switzerland,fr,Protestant Europe,False,Romance,US,2.9822760054849593,2.035117757332819,-0.94715824815214,-46.54070973236777,-46.54070973236777,0.3821330859991452,54.2,,94394.5106803525,0.97,0,
gpt-5.1,Switzerland,fr,Protestant Europe,False,Romance,US,3.254684932343338,1.7485487793555472,-1.506136152987791,-86.1363532301855,-86.1363532301855,0.6213093010345536,54.2,,94394.5106803525,0.97,0,
grok-4.1-fast,Switzerland,fr,Protestant Europe,False,Romance,US,2.062430074527943,2.3913032755311767,0.3288732010032338,13.75288548167031,13.75288548167031,-0.1479535854961941,54.2,,94394.5106803525,0.97,0,
kimi-k2,Switzerland,fr,Protestant Europe,False,Romance,China,2.95807451787288,4.642353374961789,1.684278857088909,36.2807119805431,36.2807119805431,-0.4506828745890687,54.2,,94394.5106803525,0.97,0,
llama-3.2-3b-instruct,Switzerland,fr,Protestant Europe,False,Romance,US,0.540674651001371,2.0778199005128952,1.537145249511524,73.97875288094463,73.97875288094463,-1.3462567848034406,54.2,,94394.5106803525,0.97,0,
llama-3.3-70b-instruct,Switzerland,fr,Protestant Europe,False,Romance,US,1.4000034563619868,2.3466396975643424,0.9466362412023556,40.34007616017499,40.34007616017499,-0.516509683472451,54.2,,94394.5106803525,0.97,0,
mistral-medium-3.1,Switzerland,fr,Protestant Europe,False,Romance,Europe,1.848048276807354,0.9716296321240456,-0.8764186446833084,-90.20089710185148,-90.20089710185148,0.6429106807359002,54.2,,94394.5106803525,0.97,0,
mistral-nemo,Switzerland,fr,Protestant Europe,False,Romance,Europe,1.9081909762757596,2.431612271764925,0.5234212954891655,21.525689007534627,21.525689007534627,-0.2423988632608308,54.2,,94394.5106803525,0.97,0,
phi-3-mini-128k-instruct,Switzerland,fr,Protestant Europe,False,Romance,US,0.494970007135213,0.10587388076827,-0.3890961263669429,-367.5090811288683,-200.0,1.5422485874265746,54.2,,94394.5106803525,0.97,0,
qwen3-max,Switzerland,fr,Protestant Europe,False,Romance,China,0.8603980493785924,0.994562566995174,0.1341645176165815,13.489801654402358,13.489801654402358,-0.1449078790508047,54.2,,94394.5106803525,0.97,0,
claude-3-7-sonnet-20250219,Switzerland,it,Protestant Europe,False,Romance,US,2.4864128199025353,2.3489144426860555,-0.1374983772164797,-5.853698828606381,-5.853698828606381,0.0568877550408871,54.2,,94394.5106803525,0.97,0,
claude-sonnet-4.5,Switzerland,it,Protestant Europe,False,Romance,US,3.498132203692483,2.741837061367314,-0.7562951423251683,-27.583518837841325,-27.583518837841325,0.2436010138675344,54.2,,94394.5106803525,0.97,0,
deepseek-chat,Switzerland,it,Protestant Europe,False,Romance,China,2.700372529189767,1.195463675264927,-1.50490885392484,-125.88495033873252,-125.88495033873252,0.8148556143667838,54.2,,94394.5106803525,0.97,0,
deepseek-chat-v3.1,Switzerland,it,Protestant Europe,False,Romance,China,2.843857413122681,2.020478011639623,-0.823379401483058,-40.751713047096395,-40.751713047096395,0.3418272518073521,54.2,,94394.5106803525,0.97,0,
doubao-1-5-pro-32k-250115,Switzerland,it,Protestant Europe,False,Romance,China,1.3277709265494937,1.7899028339016831,0.4621319073521894,25.818826508298255,25.818826508298255,-0.2986597945357082,54.2,,94394.5106803525,0.97,0,
gemini-2.5-flash,Switzerland,it,Protestant Europe,False,Romance,US,4.0215800688604055,0.9696773937505808,-3.0519026751098246,-314.73381712091674,-200.0,1.422466723926811,54.2,,94394.5106803525,0.97,0,
gemini-2.5-pro,Switzerland,it,Protestant Europe,False,Romance,US,3.3518487358026823,1.3969187321090906,-1.9549300036935915,-139.94586504985918,-139.94586504985918,0.8752431496186467,54.2,,94394.5106803525,0.97,0,
gemini-3-pro-preview,Switzerland,it,Protestant Europe,False,Romance,US,2.88357722480031,3.147297293405188,0.2637200686048779,8.37925508840471,8.37925508840471,-0.0875124671150981,54.2,,94394.5106803525,0.97,0,
gemma-3-4b-it,Switzerland,it,Protestant Europe,False,Romance,US,2.528696770583816,1.0772431805263414,-1.4514535900574743,-134.7377840301847,-134.7377840301847,0.8532988925361705,54.2,,94394.5106803525,0.97,0,
gpt-4o,Switzerland,it,Protestant Europe,False,Romance,US,2.378018395874337,0.5620657294125223,-1.8159526664618144,-323.0854633958682,-200.0,1.4424040137756111,54.2,,94394.5106803525,0.97,0,
gpt-4o-mini,Switzerland,it,Protestant Europe,False,Romance,US,2.9822760054849593,2.615708788700405,-0.3665672167845542,-14.014068323205056,-14.014068323205056,0.1311516611363717,54.2,,94394.5106803525,0.97,0,
gpt-5.1,Switzerland,it,Protestant Europe,False,Romance,US,3.254684932343338,3.254684932343338,0.0,0.0,0.0,0.0,54.2,,94394.5106803525,0.97,0,
grok-4.1-fast,Switzerland,it,Protestant Europe,False,Romance,US,2.062430074527943,2.2906275515999175,0.2281974770719745,9.96222528243787,9.96222528243787,-0.1049408846312187,54.2,,94394.5106803525,0.97,0,
kimi-k2,Switzerland,it,Protestant Europe,False,Romance,China,2.95807451787288,4.483488194520996,1.525413676648116,34.022921673179226,34.022921673179226,-0.4158628023620835,54.2,,94394.5106803525,0.97,0,
llama-3.2-3b-instruct,Switzerland,it,Protestant Europe,False,Romance,US,0.540674651001371,0.9741361248792488,0.4334614738778778,44.497012563989294,44.497012563989294,-0.5887333390084912,54.2,,94394.5106803525,0.97,0,
llama-3.3-70b-instruct,Switzerland,it,Protestant Europe,False,Romance,US,1.4000034563619868,2.226212800624303,0.8262093442623164,37.112774844822574,37.112774844822574,-0.4638271406007584,54.2,,94394.5106803525,0.97,0,
mistral-medium-3.1,Switzerland,it,Protestant Europe,False,Romance,Europe,1.848048276807354,0.9253818696298024,-0.9226664071775518,-99.70655763405686,-99.70655763405686,0.6916788913209657,54.2,,94394.5106803525,0.97,0,
mistral-nemo,Switzerland,it,Protestant Europe,False,Romance,Europe,1.9081909762757596,1.5683197024029791,-0.3398712738727805,-21.67104534566707,-21.67104534566707,0.1961508674211658,54.2,,94394.5106803525,0.97,0,
phi-3-mini-128k-instruct,Switzerland,it,Protestant Europe,False,Romance,US,0.494970007135213,4.011791207514913,3.5168212003797,87.66211944908717,87.66211944908717,-2.092495936645401,54.2,,94394.5106803525,0.97,0,
qwen3-max,Switzerland,it,Protestant Europe,False,Romance,China,0.8603980493785924,1.0483594929910194,0.1879614436124269,17.92910207510632,17.92910207510632,-0.1975867034425885,54.2,,94394.5106803525,0.97,0,
claude-3-7-sonnet-20250219,Tunisia,ar,African-Islamic,True,Semitic,US,0.5359300724808463,1.660347132979519,1.1244170604986723,67.7218057696699,67.7218057696699,-1.1307782849710988,47.8,FR,3707.29283414381,0.746,1,60.0
claude-sonnet-4.5,Tunisia,ar,African-Islamic,True,Semitic,US,0.5609073498202658,0.2545487106808917,-0.306358639139374,-120.35364010286914,-120.35364010286914,0.7900635248043424,47.8,FR,3707.29283414381,0.746,1,60.0
deepseek-chat,Tunisia,ar,African-Islamic,True,Semitic,China,0.8418126469037012,0.9962786509754956,0.1544660040717944,15.504297308845342,15.504297308845342,-0.1684695086441398,47.8,FR,3707.29283414381,0.746,1,60.0
deepseek-chat-v3.1,Tunisia,ar,African-Islamic,True,Semitic,China,0.8418126469037012,1.4534392770062332,0.611626630102532,42.08133354991954,42.08133354991954,-0.5461304621729164,47.8,FR,3707.29283414381,0.746,1,60.0
doubao-1-5-pro-32k-250115,Tunisia,ar,African-Islamic,True,Semitic,China,0.9639120637290124,0.95771737902118,-0.0061946847078323,-0.646817614833672,-0.646817614833672,0.006447347265337,47.8,FR,3707.29283414381,0.746,1,60.0
gemini-2.5-flash,Tunisia,ar,African-Islamic,True,Semitic,US,1.571173037315617,1.1272856248211325,-0.4438874124944845,-39.37665864983567,-39.37665864983567,0.3320098567821035,47.8,FR,3707.29283414381,0.746,1,60.0
gemini-2.5-pro,Tunisia,ar,African-Islamic,True,Semitic,US,2.302756135707088,3.782921806536492,1.4801656708294044,39.12757774352706,39.12757774352706,-0.4963899503447741,47.8,FR,3707.29283414381,0.746,1,60.0
gemini-3-pro-preview,Tunisia,ar,African-Islamic,True,Semitic,US,0.875605805674797,1.0148973751103607,0.1392915694355637,13.724695013662547,13.724695013662547,-0.1476267819614466,47.8,FR,3707.29283414381,0.746,1,60.0
gemma-3-4b-it,Tunisia,ar,African-Islamic,True,Semitic,US,3.4552888124904673,4.505024906293052,1.0497360938025846,23.30144928469124,23.30144928469124,-0.2652873732913332,47.8,FR,3707.29283414381,0.746,1,60.0
gpt-4o,Tunisia,ar,African-Islamic,True,Semitic,US,0.9962786509754956,1.8025354805788287,0.8062568296033331,44.729040747892995,44.729040747892995,-0.592922564547066,47.8,FR,3707.29283414381,0.746,1,60.0
gpt-4o-mini,Tunisia,ar,African-Islamic,True,Semitic,US,0.4160780525519392,2.120211882689694,1.7041338301377549,80.37563811669125,80.37563811669125,-1.6283984383484504,47.8,FR,3707.29283414381,0.746,1,60.0
gpt-5.1,Tunisia,ar,African-Islamic,True,Semitic,US,1.0238827342427168,1.5024224180852055,0.4785396838424889,31.8512076285692,31.8512076285692,-0.3834767481576409,47.8,FR,3707.29283414381,0.746,1,60.0
grok-4.1-fast,Tunisia,ar,African-Islamic,True,Semitic,US,2.056244983124412,1.2327484394321555,-0.8234965436922566,-66.80166993937434,-66.80166993937434,0.5116353155133836,47.8,FR,3707.29283414381,0.746,1,60.0
kimi-k2,Tunisia,ar,African-Islamic,True,Semitic,China,1.3269755952230151,2.0478815474047205,0.7209059521817054,35.20252199622138,35.20252199622138,-0.4339035030820276,47.8,FR,3707.29283414381,0.746,1,60.0
llama-3.2-3b-instruct,Tunisia,ar,African-Islamic,True,Semitic,US,3.854369384813938,6.845923164499054,2.991553779685116,43.69832537996387,43.69832537996387,-0.5744459067015731,47.8,FR,3707.29283414381,0.746,1,60.0
llama-3.3-70b-instruct,Tunisia,ar,African-Islamic,True,Semitic,US,0.5930222445773231,1.0692530296652354,0.4762307850879123,44.53864257340584,44.53864257340584,-0.589483670322955,47.8,FR,3707.29283414381,0.746,1,60.0
mistral-medium-3.1,Tunisia,ar,African-Islamic,True,Semitic,Europe,0.8824645755622723,0.8824645755622723,0.0,0.0,0.0,0.0,47.8,FR,3707.29283414381,0.746,1,60.0
mistral-nemo,Tunisia,ar,African-Islamic,True,Semitic,Europe,3.863545682200549,4.719224808424605,0.855679126224056,18.13177292797168,18.13177292797168,-0.2000592182387805,47.8,FR,3707.29283414381,0.746,1,60.0
phi-3-mini-128k-instruct,Tunisia,ar,African-Islamic,True,Semitic,US,3.974798090369821,4.674167296674948,0.6993692063051271,14.962434203042662,14.962434203042662,-0.1620770765767166,47.8,FR,3707.29283414381,0.746,1,60.0
qwen3-max,Tunisia,ar,African-Islamic,True,Semitic,China,0.3726125299864984,0.4050716960118359,0.0324591660253374,8.013190342578035,8.013190342578035,-0.0835249925068752,47.8,FR,3707.29283414381,0.746,1,60.0
claude-3-7-sonnet-20250219,Egypt,ar,African-Islamic,True,Semitic,US,1.0418570701874856,0.9383709021843708,-0.1034861680031149,-11.02827973056458,-11.02827973056458,0.1046147552227081,40.77,UK,4233.30783744856,0.754,1,28.0
claude-sonnet-4.5,Egypt,ar,African-Islamic,True,Semitic,US,1.146703290992143,1.1936539913208797,0.0469507003287366,3.9333593042973582,3.9333593042973582,-0.0401280614339528,40.77,UK,4233.30783744856,0.754,1,28.0
deepseek-chat,Egypt,ar,African-Islamic,True,Semitic,China,0.9383709021843708,1.1936539913208797,0.255283089136509,21.386690866254845,21.386690866254845,-0.2406291734858589,40.77,UK,4233.30783744856,0.754,1,28.0
